triple_id,actor_id,actor_name,place_edge_id,place_id,place_name,issue_edge_id,issue_id,issue_label,frame_id,frame_name,shared_source_id,document_year,document_title,event_ids,event_names,event_dates,place_review_status,issue_review_status,place_evidence_level,issue_evidence_level,triple_layer,interpretation_limit
SPI0072,A014,住民投票を成功させるための実行委員会,AP019,P011,Yonaguni,AI035,I009,local_autonomy,F4,自治／公投,S071,2015,greenaccess 与那国町住民投票条例資料,,,,needs_local_retrieval,needs_local_retrieval,E2,E2,lower_evidence_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0073,A015,与那国自衛隊配備反対意見広告実行委員会,AP020,P011,Yonaguni,AI036,I002,anti_military,F1,基地／反军事,S015,2012,与那国に自衛隊いらない 配備反対の意見広告呼びかけ,EV2012_YONAGUNI_OPINION_AD,2012 Yonaguni anti-deployment opinion ad,2012,needs_local_retrieval,needs_local_retrieval,E2,E2,lower_evidence_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0074,A015,与那国自衛隊配備反対意見広告実行委員会,AP020,P011,Yonaguni,AI037,I009,local_autonomy,F4,自治／公投,S015,2012,与那国に自衛隊いらない 配備反対の意見広告呼びかけ,EV2012_YONAGUNI_OPINION_AD,2012 Yonaguni anti-deployment opinion ad,2012,needs_local_retrieval,needs_local_retrieval,E2,E2,lower_evidence_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0075,A016,与那国島の明るい未来を願うイソバの会,AP021,P011,Yonaguni,AI038,I008,health_risk,F3,生命／健康,S052,2026,与那国イソバの会 ブログ,,,,human_checked,human_checked,E3,E3,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0076,A016,与那国島の明るい未来を願うイソバの会,AP021,P011,Yonaguni,AI038,I008,health_risk,F3,生命／健康,S068,2024,沖縄タイムス 日米の合同演習 市民が中止要請 与那国イソバの会,,,,human_checked,human_checked,E3,E3,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0077,A016,与那国島の明るい未来を願うイソバの会,AP021,P011,Yonaguni,AI039,I002,anti_military,F1,基地／反军事,S052,2026,与那国イソバの会 ブログ,,,,human_checked,human_checked,E3,E3,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0078,A016,与那国島の明るい未来を願うイソバの会,AP021,P011,Yonaguni,AI039,I002,anti_military,F1,基地／反军事,S068,2024,沖縄タイムス 日米の合同演習 市民が中止要請 与那国イソバの会,,,,human_checked,human_checked,E3,E3,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0079,A017,沖縄対話プロジェクト,AP022,P001,Okinawa Prefecture,AI040,I018,Taiwan_contingency,F7,前线／台海,S022,2023,沖縄対話プロジェクト 公式ページ,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0080,A017,沖縄対話プロジェクト,AP022,P001,Okinawa Prefecture,AI041,I017,frontline_prevention,F7,前线／台海,S022,2023,沖縄対話プロジェクト 公式ページ,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0081,A017,沖縄対話プロジェクト,AP023,P011,Yonaguni,AI040,I018,Taiwan_contingency,F7,前线／台海,S022,2023,沖縄対話プロジェクト 公式ページ,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0082,A017,沖縄対話プロジェクト,AP023,P011,Yonaguni,AI041,I017,frontline_prevention,F7,前线／台海,S022,2023,沖縄対話プロジェクト 公式ページ,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0083,A018,ノーモア沖縄戦 命どぅ宝の会,AP024,P001,Okinawa Prefecture,AI043,I017,frontline_prevention,F7,前线／台海,S023,2022,ノーモア沖縄戦 命どぅ宝の会 結成,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0084,A018,ノーモア沖縄戦 命どぅ宝の会,AP025,P011,Yonaguni,AI043,I017,frontline_prevention,F7,前线／台海,S023,2022,ノーモア沖縄戦 命どぅ宝の会 結成,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0085,A018,ノーモア沖縄戦 命どぅ宝の会,AP025,P011,Yonaguni,AI043,I017,frontline_prevention,F7,前线／台海,S024,2023,台湾有事に備え 南西諸島の軍事化に懸念,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0086,A018,ノーモア沖縄戦 命どぅ宝の会,AP025,P011,Yonaguni,AI044,I018,Taiwan_contingency,F7,前线／台海,S024,2023,台湾有事に備え 南西諸島の軍事化に懸念,,,,ai_seeded,ai_seeded,E3,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0087,A019,ヘリ基地反対協議会（海上ヘリ基地建設反対・平和と名護市政民主化を求める協議会）,AP026,P002,Henoko,AI046,I001,anti_base,F1,基地／反军事,S008,2020,ジュゴン保護 県内外71団体が米海洋哺乳類委員会に要請,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0088,A019,ヘリ基地反対協議会（海上ヘリ基地建設反対・平和と名護市政民主化を求める協議会）,AP026,P002,Henoko,AI046,I001,anti_base,F1,基地／反军事,S049,2026,ヘリ基地反対協議会 公式サイト,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0089,A019,ヘリ基地反対協議会（海上ヘリ基地建設反対・平和と名護市政民主化を求める協議会）,AP026,P002,Henoko,AI047,I003,Henoko,F1,基地／反军事,S008,2020,ジュゴン保護 県内外71団体が米海洋哺乳類委員会に要請,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0090,A019,ヘリ基地反対協議会（海上ヘリ基地建設反対・平和と名護市政民主化を求める協議会）,AP026,P002,Henoko,AI047,I003,Henoko,F1,基地／反军事,S049,2026,ヘリ基地反対協議会 公式サイト,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0091,A020,日本環境法律家連盟（JELF）,AP027,P002,Henoko,AI048,I011,legal,F5,法律／程序,S006,2020,OEJP 71 organizations MMC request,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0092,A020,日本環境法律家連盟（JELF）,AP027,P002,Henoko,AI048,I011,legal,F5,法律／程序,S007,2020,The Plight of the Okinawa Dugong,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0093,A020,日本環境法律家連盟（JELF）,AP027,P002,Henoko,AI049,I005,biodiversity,F2,生态／环境,S006,2020,OEJP 71 organizations MMC request,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0094,A020,日本環境法律家連盟（JELF）,AP027,P002,Henoko,AI049,I005,biodiversity,F2,生态／环境,S007,2020,The Plight of the Okinawa Dugong,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0095,A020,日本環境法律家連盟（JELF）,AP027,P002,Henoko,AI050,I004,dugong,F2,生态／环境,S006,2020,OEJP 71 organizations MMC request,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0096,A020,日本環境法律家連盟（JELF）,AP027,P002,Henoko,AI050,I004,dugong,F2,生态／环境,S007,2020,The Plight of the Okinawa Dugong,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0097,A020,日本環境法律家連盟（JELF）,AP028,P003,Oura Bay,AI048,I011,legal,F5,法律／程序,S006,2020,OEJP 71 organizations MMC request,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0098,A020,日本環境法律家連盟（JELF）,AP028,P003,Oura Bay,AI048,I011,legal,F5,法律／程序,S007,2020,The Plight of the Okinawa Dugong,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0099,A020,日本環境法律家連盟（JELF）,AP028,P003,Oura Bay,AI049,I005,biodiversity,F2,生态／环境,S006,2020,OEJP 71 organizations MMC request,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0100,A020,日本環境法律家連盟（JELF）,AP028,P003,Oura Bay,AI049,I005,biodiversity,F2,生态／环境,S007,2020,The Plight of the Okinawa Dugong,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0101,A020,日本環境法律家連盟（JELF）,AP028,P003,Oura Bay,AI050,I004,dugong,F2,生态／环境,S006,2020,OEJP 71 organizations MMC request,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0102,A020,日本環境法律家連盟（JELF）,AP028,P003,Oura Bay,AI050,I004,dugong,F2,生态／环境,S007,2020,The Plight of the Okinawa Dugong,,,,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0103,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),AP037,P001,Okinawa Prefecture,AI055,I014,military_family_service,F3,生命／健康,S041,2024,AWWA / OESC / NOSCO official sites and DVIDS reports,R10R024;R10R025;R10R026;R10R027,AWWA umbrella membership,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0104,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),AP037,P001,Okinawa Prefecture,AI055,I014,military_family_service,F3,生命／健康,S055,2026,NOSCO AWWA page,R10R024;R10R025;R10R026;R10R027,AWWA umbrella membership,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0105,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),AP037,P001,Okinawa Prefecture,AI055,I014,military_family_service,F3,生命／健康,S072,2012,DVIDS American Women's Welfare Association celebrates 40 years,R10R024;R10R025,AWWA umbrella membership,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0106,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),AP037,P001,Okinawa Prefecture,AI056,I016,base_community_welfare,F3,生命／健康,S041,2024,AWWA / OESC / NOSCO official sites and DVIDS reports,R10R024;R10R025;R10R026;R10R027,AWWA umbrella membership,,human_checked,human_checked,E4,E3,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0107,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),AP037,P001,Okinawa Prefecture,AI056,I016,base_community_welfare,F3,生命／健康,S055,2026,NOSCO AWWA page,R10R024;R10R025;R10R026;R10R027,AWWA umbrella membership,,human_checked,human_checked,E4,E3,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0108,X005,Naval Officers' Spouses' Club of Okinawa NOSCO,AP038,P001,Okinawa Prefecture,AI057,I014,military_family_service,F3,生命／健康,S055,2026,NOSCO AWWA page,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0109,X006,Kadena Officers' Spouses' Club KOSC,AP039,P005,Kadena,AI058,I014,military_family_service,F3,生命／健康,S075,2026,Kadena Officers' Spouses' Club charity page,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0110,X006,Kadena Officers' Spouses' Club KOSC,AP039,P005,Kadena,AI058,I014,military_family_service,F3,生命／健康,S076,2026,Kadena Officers Spouses Club ProPublica Nonprofit Explorer,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0111,X007,Okinawa Enlisted Spouses' Club (OESC),AP040,P001,Okinawa Prefecture,AI059,I014,military_family_service,F3,生命／健康,S053,2025,OESC donates $3250 to USO Okinawa,R10R022,OESC 向 USO Okinawa 捐赠,2025,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0112,X007,Okinawa Enlisted Spouses' Club (OESC),AP040,P001,Okinawa Prefecture,AI059,I014,military_family_service,F3,生命／健康,S054,2026,OESC ProPublica Nonprofit Explorer,,,,human_checked,human_checked,E4,E4,human_reviewed_same_source,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0113,A021,国際環境NGO FoE Japan,AP050,P002,Henoko,AI069,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0114,A021,国際環境NGO FoE Japan,AP050,P002,Henoko,AI070,I001,anti_base,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0115,A022,NPO法人 ラムサール・ネットワーク日本,AP051,P002,Henoko,AI071,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0116,A022,NPO法人 ラムサール・ネットワーク日本,AP051,P002,Henoko,AI072,I001,anti_base,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0117,A023,美ら海にもやんばるにも基地はいらない市民の会,AP052,P001,Okinawa Prefecture,AI073,I001,anti_base,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0118,A023,美ら海にもやんばるにも基地はいらない市民の会,AP052,P001,Okinawa Prefecture,AI074,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,needs_second_source,E4,E3,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0119,A023,美ら海にもやんばるにも基地はいらない市民の会,AP053,P002,Henoko,AI073,I001,anti_base,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0120,A023,美ら海にもやんばるにも基地はいらない市民の会,AP053,P002,Henoko,AI074,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,needs_second_source,E4,E3,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0121,A024,辺野古リレー,AP054,P002,Henoko,AI075,I001,anti_base,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0122,A024,辺野古リレー,AP054,P002,Henoko,AI076,I003,Henoko,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0123,A025,辺野古への基地建設を許さない実行委員会,AP055,P002,Henoko,AI077,I001,anti_base,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0124,A025,辺野古への基地建設を許さない実行委員会,AP055,P002,Henoko,AI078,I003,Henoko,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0125,A027,公共事業改革市民会議,AP057,P002,Henoko,AI080,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0126,A027,公共事業改革市民会議,AP057,P002,Henoko,AI081,I001,anti_base,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0127,A028,沖縄のための日米市民ネットワーク（JUCON）,AP058,P001,Okinawa Prefecture,AI082,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0128,A028,沖縄のための日米市民ネットワーク（JUCON）,AP058,P001,Okinawa Prefecture,AI083,I001,anti_base,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0129,A028,沖縄のための日米市民ネットワーク（JUCON）,AP059,P002,Henoko,AI082,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0130,A028,沖縄のための日米市民ネットワーク（JUCON）,AP059,P002,Henoko,AI083,I001,anti_base,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0131,A029,沖縄・生物多様性市民ネットワーク,AP060,P001,Okinawa Prefecture,AI084,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0132,A029,沖縄・生物多様性市民ネットワーク,AP060,P001,Okinawa Prefecture,AI085,I003,Henoko,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0133,A029,沖縄・生物多様性市民ネットワーク,AP061,P002,Henoko,AI084,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0134,A029,沖縄・生物多様性市民ネットワーク,AP061,P002,Henoko,AI085,I003,Henoko,F1,基地／反军事,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0135,A030,市川三番瀬を守る会,AP062,P002,Henoko,AI086,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0136,A031,三番瀬のラムサール条約登録を実現する会,AP063,P002,Henoko,AI087,I005,biodiversity,F2,生态／环境,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0137,A032,Peace Philosophy Centre,AP064,P002,Henoko,AI088,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
SPI0138,A033,Friends of the Earth U.S.,AP065,P002,Henoko,AI090,I012,international_advocacy,F6,国际路径,S004,2015,辺野古の海を守れ NGO 31団体が緊急共同声明,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,ai_seeded,ai_seeded,E4,E4,e3plus_same_source_candidate,"Same-source coincidence supports a bounded actor-place-issue evidence triple; it does not by itself establish causality, duration, alliance, or substantive policy effect."
