task_family,object_id,decision,approved_formulation,scope_boundary,source_report,human_reviewer,review_date
HR019_EDGE_SCOPE,AI049,event_specific,当前 S006/S007 只闭合 2020 MMC 儒艮请求／报告语境，不能支撑一般长期 biodiversity 定位,A020—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch11_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI050,institutional_or_case_role,以冲绳儒艮案具名原告角色为主；2020 MMC 共同请求是另一个事件，不是联盟,A020—dugong；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch11_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI057,organizational_positioning,军属配偶俱乐部的持续服务／慈善功能；AWWA membership 是组织 affiliation，不是政治立场,X005 NOSCO—military_family_service；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI068,event_specific,当前 edge 只由 2018 年西日本／北海道 USAID 灾害救援样本支持；与先岛活动和冲绳资金无关,X015 Peace Winds Japan—international_cooperation；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI106,institutional_or_case_role,严格限于冲绳儒艮案具名组织原告角色,A045 Center for Biological Diversity—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI116,remain_unclear,土地拒租／收用法律机制可信，但 S038 属关东 block；组织单位未修复前不能归给 A048 本体,A048 沖縄一坪反戦地主会—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI119,organizational_positioning,女性人权、军事性暴力与日常安全是持续组织框架，不是一般化“治安”标签,A049 行动する女たちの会—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI121,organizational_positioning,反对军事结构性暴力是持续定位；不代表每次行动或所有成员观点完全相同,A049—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI126,institutional_or_case_role,严格限于 2018–2019 边野古填海县民投票过程；组织已解散,A051 「辺野古」県民投票の会—Henoko；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI127,institutional_or_case_role,地方自治通过直接请求／县民投票程序表达，不是无限期一般自治组织,A051—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI129,institutional_or_case_role,噪音、睡眠与日常生活损害进入各轮诉讼；轮次成员不得假定相同,A052 嘉手纳爆音诉讼原告团—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI132,institutional_or_case_role,同样限定于普天间各轮噪音诉讼；部分赔偿不等于噪音停止或运行禁令,A053 普天间爆音诉讼团—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI157,organizational_positioning,持续政策研究中的行政法、地方自治法和制度论证；删除目前证据不足的笼统“国际法”表述,A066 ND—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI158,organizational_positioning,持续讨论国—地方权限、地域外交和冲绳政策替代方案；不代表冲绳整体,A066 ND—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI159,organizational_positioning,由持续边野古／基地政策替代研究支持；须按具体政策主张表述,A066 ND—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI176,remain_unclear,现有资料只证明基地行政职责；地方自治论证及边野古程序还可能属于另设部门,A074 沖縄県知事公室基地対策課—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI178,institutional_or_case_role,仅表示基地建设实施／行政争议 actor；绝不表示沖縄防衛局持反基地立场,A075 沖縄防衛局—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI179,organizational_positioning,军属配偶俱乐部的持续服务／慈善功能；AWWA membership 不生成政治或资金推断,X016 MOSCO—military_family_service；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI206,organizational_positioning,自 2023 年成立以来的和平／前线化预防核心目的,A108 沖縄を再び戦場にさせない県民の会—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI217,organizational_positioning,组织名称、目的和持续活动直接支持；与 peace 属同一框架,A108—anti_war；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI221,event_specific,只按 1995 等具日且明确提出基地撤去的行动使用；2024 人权动员本身不自动证明反基地立场,A111 沖縄県女性団体連絡協議会—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI222,organizational_positioning,1995–2024 多期重复的人权、尊严和美军性暴力问责功能；不表示逐年连续,A111—human_rights；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI223,organizational_positioning,组织名称、设立目的、研究、监测、条例倡议和持续事业计划直接支持,A112—groundwater；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI225,organizational_positioning,持续把地下水作为饮用水源和“命之水”保护；不证明健康损害,A112—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI226,organizational_positioning,地下水保全、井泉调查、污染预防及珊瑚礁关切属于持续环境功能,A112—environment；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI231,institutional_or_case_role,限于2022请愿及2025–2026公害调停等正式程序；不是一般法律组织,A113—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI232,organizational_positioning,2015–2026分支级行动反复连接边野古、基地负担和“基地ない沖縄”,A114—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI233,organizational_positioning,严格限定为民用港军事利用、军舰寄港及日美演习反对,A114—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI234,organizational_positioning,2015行动及2024–2026连续和平行进支持持续和平活动,A114—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI236,organizational_positioning,集会、罢工、港湾抗议和年度行进构成重复组织 repertoire,A114—mobilization；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI237,organizational_positioning,女性会员组织及县本部—支部—班结构的核心组织属性,A115—women；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI240,organizational_positioning,县本部多期具名行动支持；不得由全国中央声明或共同署名单独承担,A115—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI241,institutional_or_case_role,限于 2018–2019 边野古县民投票条例／投票程序中的签名动员角色,A115—referendum；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI024,organizational_positioning,多阶段持续提出住民同意、信息公开、居民说明和地方决策参与；不是 A011 的公投程序角色,A010—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI028,event_specific,只限 2016-06-11 集会执行委员会的水源保护框架；持续 actor 身份未闭合,A012—groundwater；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI029,event_specific,只限同一 6・11 反陆自部署集会／次日抗议安排,A012—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI030,event_specific,只限同一事件把饮用水源、后代生活和部署风险并置；不新增健康因果,A012—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI032,organizational_positioning,2018–2020 多期调查、信息开示和抗议持续提出地下水／燃料设施风险,A013—groundwater；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI033,organizational_positioning,2020–2025 重复提出弹药库、运输、交通、说明和居民日常安全要求,A013—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI038,remain_unclear,当前三份 source ref 均不能支持 I008；建议从可发布层停用，等待直接健康／暴露材料,A016—health_risk；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI039,organizational_positioning,2011 年以来博客及 2024 行动支持持续反部署／反演习定位,A016—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI056,organizational_positioning,福利／慈善申请审查与支持是持续功能；不产生政治立场或未证 recipient 边,X004—base_community_welfare；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI063,remain_unclear,ONC 的正式角色属于国际合作／开发教育和行政协作；当前 I013 定义不宜被“相邻性”扩张，AI062 已承载准确的 I015 角色,X010—public_diplomacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI118,remain_unclear,S038 属 A063 关东 block，不能移作 A048 直接证据；等待具名 A048 的自治／土地权材料,A048—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI134,remain_unclear,一般人权与反战材料不等于 I007；建议从可发布层停用,A054—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI135,organizational_positioning,2001–2024 持续的潮间带调查、导览、保护和拉姆萨尔倡议,A055—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI138,organizational_positioning,长期从环境评估、污染、生物多样性等角度批评具体基地建设／军事设施,A056—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI143,organizational_positioning,《建白书》与边野古新基地反对是全县组织的持续主轴,A059—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI145,organizational_positioning,限于地方尊严、自决权及“冲绳事务由冲绳决定”的组织框架,A059—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI146,organizational_positioning,2007–2016 可见期内持续反对高江直升机坪建设,A060—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI147,organizational_positioning,具名请求直接涉及やんばる动植物、生态调查和生物多样性保护,A060—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI150,organizational_positioning,关东／首都圈层面的长期反基地与冲绳声援；不是冲绳本地组织,A063—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI152,organizational_positioning,2007 年形成时的明确反外国军事基地宗旨；不写成当前仍活跃,A064—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI153,organizational_positioning,2007 年跨国会议、网络和全球行动计划；冲绳是倡议对象／参与来源，不是已证正式分支,A064—international_advocacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI154,organizational_positioning,限于 2016–2018 可证的琉球弧／先岛反军事化网络定位,A065—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI160,organizational_positioning,2015 年以来持续反对边野古填海土砂搬出及新基地建设,A067—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI162,organizational_positioning,持续处理外来种、搬出地自然环境与边野古海域生物多样性风险,A067—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI164,institutional_or_case_role,限于 1997 年海上直升机基地市民投票的直接请求／签名／公投程序；先修复 actor 名称和谱系,A068—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI166,organizational_positioning,2003–2012 项目型 EIA 监督中的核心物种／调查定位,A069—dugong；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI167,organizational_positioning,同期环境评估、藻场及沿岸生态监督；不外推 2013 年后连续性,A069—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI169,organizational_positioning,Ryukyu/Okinawa chapter 的退伍军人和平行动定位,A070—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI170,organizational_positioning,分会自身材料支持冲绳反基地立场；不转移美国母体全部行动,A070—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI171,organizational_positioning,VFP Ryukyu/Okinawa chapter 持续把冲绳诉求带入跨国退伍军人和平渠道；不转移美国母体全部活动,A070—international_advocacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI172,organizational_positioning,正式组织目的和跨期和平／基地行动支持持续定位；先合并 A072、替换错误 S031,A071—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI213,organizational_positioning,2004–2026 可见的长期大阪／关西边野古声援功能；不生成稳定联盟,A110—solidarity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI034,event_specific,只限 2015 与那国部署公投前总决起集会／投票事件链；身份和连续性仍需当地材料,A014—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI036,event_specific,只限 2012 与那国反部署意见广告征集／刊登行动；保持 E2,A015—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md,项目负责人,2026-07-20
HR019_EDGE_SCOPE,AI067,remain_unclear,issue 定义不匹配且无冲绳项目连接；从默认可发布／制图层退役，NED 只保留外部 watchlist,X014—public_diplomacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md,项目负责人,2026-07-20
HR020,HR020-01,revise,AOCHR 是 沖縄国際人権法研究会，不是 A054 沖縄人権協会,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34A_v1.md,项目负责人,2026-07-20
HR020,HR020-02,revise,Anti-war Network 是爱知／名古屋的 不戦へのネットワーク，不是 A008 NGO非戦ネット,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34A_v1.md,项目负责人,2026-07-20
HR020,HR020-03,revise,对应 基地のない平和で豊かな沖縄をめざす会・大阪，不是已判定退役的 A072,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34A_v1.md,项目负责人,2026-07-20
HR020,HR020-04,accept,罗马字逐词对应 A110 辺野古に基地を絶対つくらせない大阪行動,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34A_v1.md,项目负责人,2026-07-20
HR020,HR020-05,revise,对应 Stop!辺野古埋め立てキャンペーン，不是 A106 首都圏連絡会,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34A_v1.md,项目负责人,2026-07-20
HR020,HR020-06,accept,缺失分隔符，应切为两个独立组织，保持 67 行,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34A_v1.md,项目负责人,2026-07-20
HR020,HR020-07,accept,2010 日文名与 2020 英文名是同一二见以北十区组织,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34A_v1.md,项目负责人,2026-07-20
HR020,HR020-08,revise,2020 英文名指现场调查队 北限のジュゴン調査チーム・ザン；与 2010 母体有关联但不是严格别名,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34A_v1.md,项目负责人,2026-07-20
HR020,HR020-09,accept,Pan-Seto Inland Sea Congress 是環瀬戸内海会議自用英文名,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34B_v1.md,项目负责人,2026-07-20
HR020,HR020-10,accept,2020 日英同序号确认同一组织；来源英文误用 Conservation，官方英文为 Protection,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34B_v1.md,项目负责人,2026-07-20
HR020,HR020-11,accept,Minshuku Yaponesia 对应みん宿／民宿ヤポネシア；实体是家族经营小型宿泊设施，不自动视为 NGO,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34B_v1.md,项目负责人,2026-07-20
HR020,HR020-12,accept,Dugong no Sato 是じゅごんの里的直接罗马字对应,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34B_v1.md,项目负责人,2026-07-20
HR020,HR020-13,revise,2010 爱知组织与 2020 冲绳的命どぅ宝を継承する会不是同一组织,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34B_v1.md,项目负责人,2026-07-20
HR020,HR020-14,revise,“自然の権利”基金与 JELF 有紧密事务／人员协作，但有独立组织与财务边界，不是 A020 别名,仅决定名单名称同一性、别名、组织层级或切分；source_name 原样保留；event-only 不自动入 registry，跨年同名不证明联盟或逐年连续。,docs/human_review_return_HR020_names_batch34B_v1.md,项目负责人,2026-07-20
HR021,HR021-001,include_after_hr018,纳入 R6 行政入口与 R11，entry mode=administrative_commission,无公开金额；与普通 event co-participation 分开,docs/human_review_return_HR021_downstream_batch23_v1.md,项目负责人,2026-07-20
HR021,HR021-002,include_after_hr018,纳入 R11 的公共设施运营委托,R11 不复制金额；四个金额口径只留 R10,docs/human_review_return_HR021_downstream_batch23_v1.md,项目负责人,2026-07-20
HR021,HR021-003,include_after_hr018,纳入 R11 的行政委托／事务局功能,两个 project-cost observation 不是付款或运动资金,docs/human_review_return_HR021_downstream_batch23_v1.md,项目负责人,2026-07-20
HR021,HR021-004,revise_scope_after_hr018,分成 FY2024 委托和 FY2026 指定角色两个时间观察,不把两年合并成无期限关系；不继承金额,docs/human_review_return_HR021_downstream_batch23_v1.md,项目负责人,2026-07-20
HR021,HR021-005,include_after_hr018,纳入 R6／R11 advocacy–administration boundary,合同可确认；不等于 grant、认可、联盟或运动资金,docs/human_review_return_HR021_downstream_batch23_v1.md,项目负责人,2026-07-20
HR021,HR021-006,include_after_hr018,一条 service relation＋8 个 site/function observations,不生成八条组织关系；不推断政治立场,docs/human_review_return_HR021_downstream_batch23_v1.md,项目负责人,2026-07-20
HR021,HR021-007,revise_scope_after_hr018,MBC 纳入本地 direct row；Matson 只进 regional context／外围层,无金额；Matson 不是已证实的 Okinawa 定向赞助,docs/human_review_return_HR021_downstream_batch23_v1.md,项目负责人,2026-07-20
HR021,HR021-008,retain_analytical_seed,四条继续与正式事实层分开,已有事件角色不构成有向传递或因果链,docs/human_review_return_HR021_downstream_batch23_v1.md,项目负责人,2026-07-20
HR024,HR024-002,accept,A076→I004 dugong；仅指其作为具名原告参加冲绳儒艮／栖息地案件,统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,docs/human_review_return_HR024_HR025_batch03_v1.md,项目负责人,2026-07-19
HR024,HR024-003,accept,A076→I011 legal；仅指通过美国 NHPA／APA 司法程序进入法律路径；不外推其他案件,统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,docs/human_review_return_HR024_HR025_batch03_v1.md,项目负责人,2026-07-19
HR024,HR024-004,accept,A076→I003 Henoko；仅指该案件以边野古沿岸迁移计划为对象；不证明 A076 在所有时期都有独立边野古现场行动,统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,docs/human_review_return_HR024_HR025_batch03_v1.md,项目负责人,2026-07-19
