review_item_id,proposal_row_id,main_source_id,support_modules,module_source_refs,url,archive_status,current_title,current_source_type,current_year_or_period,current_evidence_level,metadata_conflicts,review_boundary,human_review_prerequisite,decision,revised_title,revised_source_type,revised_year_or_period,revised_evidence_level,revised_support_scope,reviewer,review_date,review_note,revised_year,revised_locator,archive_resolution,source_report
HR022-039,SMC044,S190,R9,R9:R9S011,https://www.pref.okinawa.jp/kenkouhou/H31/1gatsu/190131gogai2.pdf,archived,沖縄県公報号外第2号・県民投票条例一部改正,prefectural_official,2019,E4,,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",approve_new_source_metadata_and_scope,accept_with_revision,沖縄県公報 号外第2号（平成31年1月31日）—沖縄県条例第1号「辺野古米軍基地建設のための埋立ての賛否を問う県民投票条例の一部を改正する条例」,official_gazette,2019,E4,三选项修法正式文本、公布日和施行事实；不支持促成组织或政治效果。,项目负责人,2026-07-20,页脚旧文字不作来源日期。,,PDF pp.1–2，条例第1号修改条文及附则,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md
HR022-040,SMC045,S191,R9,R9:R9S009,https://www.pref.okinawa.jp/kensei/kencho/1001519/1001591/1018974/1018988.html,archived,平成30年第6回沖縄県議会臨時会 提案説明,official_legislative_record,2018,E4,,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",approve_new_source_metadata_and_scope,accept_with_revision,議会提案説明（平成30年第6回沖縄県議会臨時会）,official_legislative_record,proposal explanation 2018-09-20; page updated 2024-01-11,E4,"知事提案说明、请求受理日、约数签名、提案预算额和议案范围；约93,000不得替代92,848。",项目负责人,2026-07-20,预算额不是实际支出或组织收款。,,"冒头日期；甲第1号议案说明；请求受理日、约93,000签名、551,394,000日元预算和三项议案段",archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md
HR022-041,SMC046,S192,R9,R9:R9S001,https://www.pref.okinawa.jp/kititaisaku/DP-08-13.pdf,archived,沖縄の米軍基地・基地問題の沿革（1997年部分）,prefectural_official,2003,E4,,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",approve_new_source_metadata_and_scope,accept_with_revision,沖縄の米軍基地（平成15年3月）第13章「基地問題の沿革」,prefectural_official,2003,E4,年表逐项明示的组织名称、代表、证明、署名、有效数、直接请求、议会修正、条例和投票日。,项目负责人,2026-07-20,1997移到locator；A068映射由HR-017决定。,,PDF pp.44–47/报告印刷pp.671–674，平成9年6月6日至12月名护市民投票程序,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md
HR022-042,SMC047,S193,R4,R4:R4S021,https://www.pref.okinawa.lg.jp/bosaianzen/kokuminhogo/1023175/1026163/1032696/1032939.html,archived,沖縄県国民保護共同図上訓練结果,prefectural_official,2025,E4,,覆盖先岛整体；不可全部归为与那国特有 | 来源覆盖先岛五市町村；只能作为先岛区域背景，不能计作与那国独有密度,approve_new_source_metadata_and_scope,accept_with_revision,令和6年度沖縄県国民保護共同図上訓練の実施結果,prefectural_official,training 2025-01-30; page updated 2025-02-13,E4,训练设定、参与机构、先岛五市町村范围、重点课题和附件；仅为区域训练证据。,项目负责人,2026-07-20,不计作与那国独有证据，不证明现实能力。,,目的；日期/场所；73机构356人；训练设定；重点课题；五市町村附件,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md
HR022-043,SMC048,S010,R4;R9,R9:R9S032;R4:R4S017,https://www.qab.co.jp/news/2015022363334.html,archived,与那国町住民投票 自衛隊配備 結果は賛成多数,local_news,2015,E3,evidence=E3/E2,投票结果不能代表后续所有扩编项目的授权 | QAB 第35行明确具名 A014 及上地国生委员长；原“未独立确认委员会身份”提示错误 | 只支持事件期公开身份，不支持成立、法人性和持续性。,retain_usable_with_limit_boundary;resolve_metadata_or_URL_conflict,accept_with_revision,与那国町住民投票 自衛隊配備 結果は「賛成」多数,local_news,2015,E2,本次投票、187票差、报道对象人数、A014事件期名称和委员长身份；不支持成立/法人/持续性。,项目负责人,2026-07-20,证据级别统一E2；事件期身份已确认。,,发布日期；结果段；第35行委员会/上地国生；町长发言；无拘束力说明,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md
HR022-044,SMC049,S194,R9,R9:R9S028,https://www.qab.co.jp/news/20241007226830.html,archived,石垣住民投票訴訟 最高裁で敗訴確定,local_news,2024,E2,,不据此确定棄却或不受理。,approve_new_source_metadata_and_scope;retain_usable_with_limit_boundary,accept_with_revision,石垣自衛隊基地建設／住民投票訴訟が敗訴／弁護団「国防の裁判で司法権独立せず」,local_news,2024,E2,一般诉讼链、三名个人原告、最高裁阶段结束和败诉确定；精确程序保持中性。,项目负责人,2026-07-20,个人原告不等于A011组织原告。,,发布日期；诉讼对象、三名原告、2024-03高院、2024-09-26最高裁决定及记者会段,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md
HR022-045,SMC050,S195,R9,R9:R9S006,https://www.town.yonaguni.okinawa.jp/docs/2018041100076/file_contents/H27siseihousin.pdf,archived,平成27年度 与那国町施政方針,local_official,2015,E4,,官方立场不替代完整结果表。,approve_new_source_metadata_and_scope,accept_with_revision,平成27年度施政方針,local_official,2015,E4,町长在施政方针中对投票结果的官方解释和后续政策方向；决着必须归属于町长。,项目负责人,2026-07-20,投票不授权后来全部扩编项目。,,PDF pp.1–2，はじめに中的2015-02-22投票、58.7%、决着及约四成反对段,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md
HR022-046,SMC051,S196,R4,R4:R4S020,https://www.town.yonaguni.okinawa.jp/docs/2018041100144/hogokeikaku.html,archived,与那国町国民保護計画,local_official,2017,E4,,法定计划与当前扩军争议需分开 | 计划制定于 2017-05、网页发布于 2018-04-11；两日期宜并列,approve_new_source_metadata_and_scope,accept_with_revision,国民保護計画,local_official,plan created 2017-05; page published 2018-04-11,E4,计划法定身份、目的、主要事项和附件；具体路线/设施/人数须另引附件。,项目负责人,2026-07-20,计划不等于当前能力或民间立场。,,公开日；计划制定年月；目的；组织/协作/平时准备/避难救援；两个附件链接,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md
HR022-047,SMC052,S019,R9,R9:R9S020,https://www.yaeyama-nippo.co.jp/archives/4232,archived,石垣市住民投票 署名活動で法定数超え,local_news,2018,E3,,地方新闻只支持公开活动，不闭合成员与诉讼当事人。,retain_usable_with_limit_boundary,accept_with_revision,有効署名１万４千筆超　２０日に条例制定請求　住民投票、来月の議会で審議　石垣陸自配備,local_news,2018,E2,"报道的选管公告、署名活动、事件期组织名称和会长身份；14,263当时仍待最终确定。",项目负责人,2026-07-20,降E2；署名人数不是成员数。,,"2018-12-14；正文第1–4段；14,263、15,132、纵览/最终确定、直接请求计划和金城发言",archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md
HR022-048,SMC053,S197,R9,R9:R9S013,https://www2.pref.okinawa.jp/oki/Gikairep1.nsf/GoZentai/20180703000000,failed,沖縄県議会会議録・県民投票条例直接請求,official_legislative_record,2018,E4,,"Process/source fact only; do not infer organization continuity, alliance, or later authorization.",approve_new_source_metadata_and_scope,accept_with_revision,平成30年第7回沖縄県議会（定例会）会議録 第2号（2018年10月19日）,official_legislative_record,2018,E4,会议场次、发言者及县方对直接请求性质和实施原则的答复；数字归属按发言位置保留。,项目负责人,2026-07-20,URL改2018-10-19第2号会议；SSL失败不等于内容无效。,,"会议表头；仲宗根悟问题中的23,171/92,848；知事公室长关于直接请求和全市町村实施的答复",retry_with_revised_url_keep_failed_ssl_if_needed,docs/human_review_return_HR022_metadata_batch33_v1.md
HR022-049,SMC054,S198,R4,R4:R4S016,https://www2.pref.okinawa.jp/oki/Gikairep1.nsf/bf76642d1ed57158492581ed00348311/6cc4b1801bbb16124925861e00087c7a?Click=&OpenDocument=,failed,石垣自卫队配备环境质询,official_legislative_record,2019,E4,,需区分提问者陈述和环境部长回答 | 原文日期为 2019-07-02；摘录是议员转述“石垣市民”声音，不是环境部长答复，也没有具名 A010,approve_new_source_metadata_and_scope,accept_with_revision,令和元年第4回沖縄県議会（定例会）会議録 第7号（2019年7月2日）,official_legislative_record,2019,E4,议会中公开出现的环境—部署连接、县方请求、资料未提供、营巢确认、水质监测和县方环境立场。,项目负责人,2026-07-20,议员转述与行政答复分层；不得归给A010。,,会议表头；次呂久成崇环境行政(2)问题及环境部长答复；冠鹫营巢/工程恢复问答；比嘉瑞己环境问答,retry_failed_ssl,docs/human_review_return_HR022_metadata_batch33_v1.md
