incidence_id,edge_id,actor_id,issue_id,issue_label,evidence_level,source_ref_token,source_id,source_resolution_status,stated_support_ref_count,removed_if_this_source_dropped_alone,research_status,display_tier,claim_status,review_status,interpretation_limit
H1ES0138,AI110,A046,I005,biodiversity,E4,S004,S004,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0139,AI110,A046,I005,biodiversity,E4,S091,S091,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0140,AI110,A046,I005,biodiversity,E4,S092,S092,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0141,AI111,A047,I001,anti_base,E4,S031,S031,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0142,AI112,A047,I019,peace,E4,S031,S031,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0143,AI113,A047,I002,anti_military,E4,S031,S031,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0144,AI114,A047,I003,Henoko,E3,S031,S031,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0145,AI115,A048,I001,anti_base,E4,S038,S038,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0146,AI117,A048,I019,peace,E4,S038,S038,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0147,AI119,A049,I007,life_safety,E4,S039,S039,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0148,AI120,A049,I001,anti_base,E4,S039,S039,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0149,AI121,A049,I002,anti_military,E4,S039,S039,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0150,AI122,A050,I011,legal,E4,S037,S037,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0151,AI123,A050,I009,local_autonomy,E4,S037,S037,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0152,AI124,A050,I001,anti_base,E4,S037,S037,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0153,AI125,A051,I010,referendum,E4,S025,S025,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0154,AI126,A051,I003,Henoko,E4,S025,S025,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0155,AI127,A051,I009,local_autonomy,E4,S025,S025,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0156,AI128,A052,I011,legal,E4,S026,S026,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0157,AI129,A052,I007,life_safety,E4,S026,S026,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0158,AI130,A052,I001,anti_base,E4,S026,S026,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0159,AI131,A053,I011,legal,E4,S027,S027,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0160,AI132,A053,I007,life_safety,E4,S027,S027,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0161,AI133,A053,I001,anti_base,E4,S027,S027,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0162,AI135,A055,I005,biodiversity,E3,S030,S030,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0163,AI136,A055,I011,legal,E3,S030,S030,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0164,AI137,A056,I005,biodiversity,E3,S033,S033,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0165,AI138,A056,I001,anti_base,E3,S033,S033,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0166,AI139,A057,I001,anti_base,E3,S034,S034,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0167,AI140,A057,I019,peace,E3,S034,S034,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0168,AI141,A058,I001,anti_base,E3,S031,S031,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0169,AI142,A058,I019,peace,E3,S031,S031,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0170,AI143,A059,I001,anti_base,E3,S029,S029,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0171,AI144,A059,I003,Henoko,E3,S029,S029,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0172,AI145,A059,I009,local_autonomy,E3,S029,S029,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0173,AI146,A060,I001,anti_base,E3,S028,S028,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0174,AI147,A060,I005,biodiversity,E3,S028,S028,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0175,AI148,A061,I005,biodiversity,E4,S003,S003,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0176,AI148,A061,I005,biodiversity,E4,S004,S004,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0177,AI149,A062,I005,biodiversity,E4,S003,S003,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0178,AI150,A063,I001,anti_base,E3,S038,S038,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0179,AI151,A063,I019,peace,E3,S038,S038,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0180,AI152,A064,I001,anti_base,E3,S033,S033,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0181,AI153,A064,I012,international_advocacy,E3,S033,S033,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0182,AI154,A065,I002,anti_military,E3,S036,S036,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0183,AI155,A065,I017,frontline_prevention,E3,S036,S036,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0184,AI156,A065,I018,Taiwan_contingency,E3,S036,S036,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0185,AI157,A066,I011,legal,E4,S032,S032,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0186,AI158,A066,I009,local_autonomy,E4,S032,S032,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0187,AI159,A066,I001,anti_base,E4,S032,S032,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0188,AI160,A067,I001,anti_base,E3,S040,S040,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0189,AI161,A067,I003,Henoko,E3,S040,S040,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0190,AI162,A067,I005,biodiversity,E3,S040,S040,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0191,AI163,A068,I010,referendum,E3,S042,S042,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0192,AI164,A068,I001,anti_base,E3,S042,S042,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0193,AI165,A068,I003,Henoko,E3,S042,S042,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0194,AI166,A069,I004,dugong,E3,S047,S047,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0195,AI167,A069,I005,biodiversity,E3,S047,S047,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0196,AI168,A069,I003,Henoko,E3,S047,S047,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0197,AI169,A070,I019,peace,E3,S048,S048,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0198,AI170,A070,I001,anti_base,E3,S048,S048,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0199,AI171,A070,I012,international_advocacy,E3,S048,S048,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0200,AI172,A071,I019,peace,E3,,,no_stated_source_ref,0,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0201,AI173,A071,I001,anti_base,E3,,,no_stated_source_ref,0,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0202,AI177,A074,I001,anti_base,E4,S043,S043,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0203,AI178,A075,I001,anti_base,E4,S047,S047,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0204,AI179,X016,I014,military_family_service,E4,S055,S055,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0205,AI179,X016,I014,military_family_service,E4,S079,S079,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0206,AI179,X016,I014,military_family_service,E4,S080,S080,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0207,AI180,X017,I014,military_family_service,E3,S041,S041,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0208,AI180,X017,I014,military_family_service,E3,S072,S072,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0209,AI180,X017,I014,military_family_service,E3,S081,S081,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0210,AI181,A102,I011,legal,E4,S121,S121,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0211,AI182,A102,I020,environment,E4,S121,S121,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0212,AI183,A102,I021,noise,E4,S121,S121,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0213,AI184,A102,I007,life_safety,E4,S121,S121,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0214,AI185,A103,I021,noise,E4,S122,S122,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0215,AI185,A103,I021,noise,E4,S123,S123,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0216,AI186,A103,I007,life_safety,E4,S122,S122,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0217,AI186,A103,I007,life_safety,E4,S123,S123,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0218,AI187,A103,I011,legal,E4,S122,S122,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0219,AI187,A103,I011,legal,E4,S123,S123,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0220,AI188,A103,I001,anti_base,E4,S122,S122,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0221,AI188,A103,I001,anti_base,E4,S123,S123,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0222,AI189,A104,I021,noise,E4,S124,S124,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0223,AI190,A104,I007,life_safety,E4,S124,S124,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0224,AI191,A104,I011,legal,E4,S124,S124,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0225,AI192,A104,I001,anti_base,E4,S124,S124,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0226,AI193,A105,I022,women,E4,S125,S125,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0227,AI194,A105,I023,human_rights,E4,S125,S125,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0228,AI195,A105,I019,peace,E4,S125,S125,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0229,AI196,A105,I003,Henoko,E4,S125,S125,resolved_source_id,1,yes,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0230,AI197,A106,I003,Henoko,E4,S126,S126,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0231,AI197,A106,I003,Henoko,E4,S127,S127,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0232,AI198,A106,I020,environment,E4,S126,S126,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0233,AI198,A106,I020,environment,E4,S127,S127,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0234,AI199,A106,I001,anti_base,E4,S126,S126,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0235,AI199,A106,I001,anti_base,E4,S127,S127,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0236,AI200,A106,I024,solidarity,E4,S126,S126,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0237,AI200,A106,I024,solidarity,E4,S127,S127,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0238,AI201,A107,I022,women,E3,S144,S144,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0239,AI201,A107,I022,women,E3,S295,S295,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0240,AI202,A107,I023,human_rights,E3,S144,S144,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0241,AI202,A107,I023,human_rights,E3,S295,S295,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0242,AI203,A107,I019,peace,E3,S144,S144,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0243,AI203,A107,I019,peace,E3,S295,S295,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0244,AI204,A108,I017,frontline_prevention,E4,S146,S146,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0245,AI204,A108,I017,frontline_prevention,E4,S147,S147,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0246,AI204,A108,I017,frontline_prevention,E4,S148,S148,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0247,AI205,A108,I018,Taiwan_contingency,E4,S146,S146,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0248,AI205,A108,I018,Taiwan_contingency,E4,S147,S147,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0249,AI205,A108,I018,Taiwan_contingency,E4,S148,S148,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0250,AI206,A108,I019,peace,E4,S146,S146,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0251,AI206,A108,I019,peace,E4,S147,S147,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0252,AI206,A108,I019,peace,E4,S148,S148,resolved_source_id,3,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0253,AI207,A109,I021,noise,E4,S149,S149,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0254,AI207,A109,I021,noise,E4,S150,S150,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0255,AI207,A109,I021,noise,E4,S151,S151,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0256,AI207,A109,I021,noise,E4,S152,S152,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0257,AI208,A109,I007,life_safety,E4,S149,S149,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0258,AI208,A109,I007,life_safety,E4,S150,S150,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0259,AI208,A109,I007,life_safety,E4,S151,S151,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0260,AI208,A109,I007,life_safety,E4,S152,S152,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0261,AI209,A109,I011,legal,E4,S149,S149,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0262,AI209,A109,I011,legal,E4,S150,S150,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0263,AI209,A109,I011,legal,E4,S151,S151,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0264,AI209,A109,I011,legal,E4,S152,S152,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0265,AI210,A109,I001,anti_base,E4,S149,S149,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0266,AI210,A109,I001,anti_base,E4,S150,S150,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0267,AI210,A109,I001,anti_base,E4,S151,S151,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0268,AI210,A109,I001,anti_base,E4,S152,S152,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0269,AI211,A110,I003,Henoko,E3,S153,S153,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0270,AI211,A110,I003,Henoko,E3,S154,S154,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0271,AI212,A110,I001,anti_base,E3,S153,S153,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0272,AI212,A110,I001,anti_base,E3,S154,S154,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0273,AI213,A110,I024,solidarity,E3,S153,S153,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0274,AI213,A110,I024,solidarity,E3,S154,S154,resolved_source_id,2,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0275,AI214,A052,I021,noise,E4,S026,S026,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0276,AI214,A052,I021,noise,E4,S149,S149,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
H1ES0277,AI214,A052,I021,noise,E4,S151,S151,resolved_source_id,4,no,research_only,research,candidate,ai_seeded,"This row records a stated actor-issue support token. It does not establish authorship, hosting, event coordination, or social influence."
