source_id,source_title,source_type,source_year,used_by_e3plus_edge,declared_e3plus_edge_count,exclusively_supported_e3plus_edge_count,removed_edge_count,lost_observed_actor_count,remaining_edge_count,remaining_observed_actor_count,removed_edge_rank_desc,comparison_unit,research_status,display_tier,claim_status,review_status,interpretation_limit
S108,在日米軍関係者によって繰り返される性的暴行事件に関する抗議・要請,organization_action_record,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S109,沖縄県労連の紹介,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S110,自治労沖縄県本部,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S111,一般社団法人沖縄県女性連合会,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S112,沖縄県議会委員会记录：宫古两团体陈情,official_legislative_record,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S113,考える会・郡民の会抗议报道,local_news,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S114,宮古島環境クラブ,organization_site,n.d.; current content includes 2026-06-25–2026-07-04 event; accessed 2026-07-12,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S115,特定非営利活動法人 宮古島 海の環境ネットワーク,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S116,PFAS汚染から市民の生命を守る連絡会について,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S117,沖縄県PFAS健康影响委员会议事概要,official_government_record,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S118,うるま市议会会议录：ミサイル配備から命を守る市民の会,official_legislative_record,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S119,うるま市民の会发足报道,local_news,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S120,沖縄・琉球弧の声を届ける会,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S121,全国公害弁護団連絡会議,organization_site,2026,yes,4,4,4,1,230,100,4,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S122,全国基地爆音訴訟原告団連絡会議介绍,member_organization_website,2026,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S123,全国基地爆音訴訟原告団連絡会政府要请报道,member_organization_action_record,2026,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S124,普天間基地爆音訴訟报告,legal_network_report,2026,yes,4,4,4,1,230,100,4,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S125,日本YWCA辺野古新基地建設声明,organization_statement,2026,yes,4,4,4,1,230,100,4,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S126,辺野古の海を土砂で埋めるな首都圏連絡会,organization_site,2026,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S127,JAWAN对首都圈联络会行动记录,partner_organization_record,2026,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S128,Center for Biological Diversity v. Mattis No. 15-15695 opinion,court_record,2017,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S129,Center for Biological Diversity v. Esper No. 18-16836 opinion,court_record,2020,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S130,普天間飛行場代替施設建設事業に係る環境影響評価書（補正後） publication hub,official_data,2013,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S131,「普天間飛行場代替施設建設事業に係る環境影響評価書（補正後）」への意見,organization_statement,2013,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S132,普天間飛行場代替施設建設事業に係る環境影響評価方法書に対する意見,organization_statement,2004,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S133,Third Kadena Air Base noise injunction appeal judgment,court_record,2019,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S134,爆音響く 第三次嘉手納基地爆音差止訴訟の記録 2011.4-2022.3 総集編,official_data,2011,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S135,令和4年3月10日 普天間飛行場周辺損害賠償請求事件判決,court_record,2022,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S136,「普天間基地爆音訴訟団」のホームページができました,formal_counsel_material,2022,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S137,石垣市平得大俣地域への陸上自衛隊配備計画の賛否を問う住民投票実施義務付け等請求事件判決,court_record,2020,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S138,石垣市平得大俣地域への陸上自衛隊配備計画の賛否を問う住民投票条例に係る議会審議の結果について H31.2.4,local_official,2019（事件/正式文件）；page updated 2020-03-30,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S139,在外日本人国民審査権確認等請求事件最高裁判決を踏まえた原告ら代理人の意見,legal_source,2020,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S140,泡瀬干潟埋立公金支出差止等請求事件判決,court_record,2017,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S141,特別保存に付した事件 平成29年度完結分,court_record,2017,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S142,第2次泡瀬干潟埋立住民訴訟の上告棄却に関する原告と弁護団の声明,legal_source,2017,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S143,平成19年度沖縄県訟務年報,official_data,2007,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S144,日本YWCA『沖縄YWCAのご紹介』,parent_organization_profile,2022,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S145,日本YWCA 沖縄专题页,parent_organization_topic_page,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S146,沖縄を再び戦場にさせない県民の会 公式サイト,organization_site,2023,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S147,QAB『沖縄を再び戦場にさせない「県民平和大集会」』,local_news,2023,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S148,沖縄を再び戦場にさせない県民の会 发足报道,local_news,2023,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S149,嘉手納爆音、第4次訴訟を提起―原告3万5566人,local_news,2022,yes,5,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S150,QAB 第4次嘉手納基地爆音差止訴訟 第1回口頭弁論前夜集会,local_news,2023,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S151,嘉手納基地爆音差止訴訟原告団 公式サイト,organization_site,2026,yes,5,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S152,第4次嘉手納基地爆音差止訴訟 提訴说明,participating_law_firm_record,2022,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S153,辺野古に基地を絶対つくらせない大阪行動 公式博客,organization_site,2026,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S154,IWJ 大阪・辺野古声援行动记录,media_record,2014,yes,4,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S155,嘉手納基地爆音差止訴訟原告団 訴訟の歴史,organization_history,2026,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S156,普天間基地爆音訴訟団 公式サイト,organization_site,2026,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S157,島の未来は市民が決める―石垣島の自衛隊配備問題―,union_research_report,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S158,宮古島地下水研究会 団体概要,organization_profile,2026,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S159,週刊金曜日 石垣島に軍事基地をつくらせない市民連絡会 2023年行动报道,news_magazine,2023,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S160,福岡高等裁判所那覇支部 令和5年（行コ）第6号 地位確認請求控訴事件判決（2024年3月12日）,court_record,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S161,石垣市住民投票を求める裁判,legal_source,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S162,国民保護計画の改正等を求める意見書,official_legislative_record,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S163,令和3年第4回石垣市議会定例会議事日程,official_legislative_record,2021,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S164,石垣市自治基本条例の見直しについて（令和7年度第1回審議会資料）,local_official,2025,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S165,石垣市避難実施要領（案）概要,local_official,2022–2025（annual documents）；page updated 2026-02-27,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S166,平成31年 第2回石垣市議会(臨時会)の提出議案とその結果,official_legislative_record,2019,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S167,令和元年 第4回石垣市議会(定例会)の提出議案とその結果,official_legislative_record,2019,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S168,新しい島づくり計画（新市建設計画）第５章 新市の施策（後半）,local_official,2005（最终五市町村版；2005-08）,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S169,宮古島市国民保護計画,local_official,2008-03制定；2019-02部分変更,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S170,沖縄県国民保護共同訓練に係る住民意見交換会 ご意見と回答,local_official,2025-10–2026-02,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S171,その他の選挙（県民投票・市民投票）,local_official,n.d.；accessed 2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S172,名護市における米軍のヘリポート基地建設の是非を問う市民投票結果（1997年12月21日執行）,local_official,1997,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S173,令和元年度沖縄振興特別推進交付金事業（市町村分）検証シート【公表用】（沖縄市）,official_project_report,FY2019；file created 2020-08,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S174,令和２年度沖縄振興特別推進交付金事業（市町村分）検証シート【公表用】（沖縄市）,official_project_report,FY2020；file created 2022-01,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S175,令和６年度沖縄振興特別推進交付金事業（市町村分）検証シート【公表用】（沖縄市）,official_project_report,FY2024；file version 2025-07-11,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S176,コザインターナショナルプラザ,local_official,updated 2024-08-08,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S177,福岡高等裁判所 特別保存に付した事件（令和7年）,court_record,2025,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S178,那覇地方裁判所 特別保存に付した事件（令和３年度完結分）,court_record,FY2021 completed-case list；file created 2025-03-26,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S179,辺野古県民投票の民意とこれから－元山仁士郎さんに聞く,organization_event_report,2021,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S180,佐賀県（図上訓練、令和７年２月１２日）,national_official,2025,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S181,ONCの活動,organization_site,n.d.; content current through 2025-04; accessed 2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S182,石垣市住民投票を求める会が解散　６年間の活動を支えてくれた市民に感謝,local_news,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S183,令和６年度　NPO等との協働実績調査結果,prefectural_official,FY2024; department names as of 2025-04; file created 2025-09-09,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S184,知事公室における随意契約の実績（令和6年度1／四半期分）,official_contract_record,FY2024 Q1; file created 2024-12-20,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S185,米軍基地関係特別委員会記録＜第1号＞（平成30年第4回沖縄県議会定例会閉会中）,official_legislative_record,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S186,令和６年度第３回沖縄県多文化共生社会の構築に関する万国津梁会議 議事概要,official_meeting_minutes,meeting 2024-11-27; file created 2025-03-14,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S187,辺野古新基地建設問題の経緯,prefectural_official,updated 2025-09-08; chronology covers 1995–2025,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S188,沖縄県公報 号外第43号（平成30年10月31日）—沖縄県条例第62号「辺野古米軍基地建設のための埋立ての賛否を問う県民投票条例」,official_gazette,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S189,沖縄県公報 号外第17号（平成30年5月23日）—条例制定請求代表者証明書の交付（沖縄県告示第246号）,official_gazette,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S190,沖縄県公報 号外第2号（平成31年1月31日）—沖縄県条例第1号「辺野古米軍基地建設のための埋立ての賛否を問う県民投票条例の一部を改正する条例」,official_gazette,2019,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S191,議会提案説明（平成30年第6回沖縄県議会臨時会）,official_legislative_record,proposal explanation 2018-09-20; page updated 2024-01-11,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S192,沖縄の米軍基地（平成15年3月）第13章「基地問題の沿革」,prefectural_official,2003,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S193,令和6年度沖縄県国民保護共同図上訓練の実施結果,prefectural_official,training 2025-01-30; page updated 2025-02-13,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S194,石垣自衛隊基地建設／住民投票訴訟が敗訴／弁護団「国防の裁判で司法権独立せず」,local_news,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S195,平成27年度施政方針,local_official,2015,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S196,国民保護計画,local_official,plan created 2017-05; page published 2018-04-11,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S197,平成30年第7回沖縄県議会（定例会）会議録 第2号（2018年10月19日）,official_legislative_record,2018,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S198,令和元年第4回沖縄県議会（定例会）会議録 第7号（2019年7月2日）,official_legislative_record,2019,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S199,公益財団法人おきなわ女性財団 公式サイト,foundation_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S200,沖縄タイムス―女団協、米軍性暴力を受け県民大会開催へ,local_news,2024,yes,3,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S201,琉球新報―女団協、米軍性暴力を巡る県民大会を呼び掛け,local_news,2024,yes,4,1,1,0,233,101,29,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S202,ひめゆり平和祈念財団について,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S203,沖縄県サンゴ礁保全推進協議会 公式サイト,organization_site,2026,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S204,宮古島地下水研究会 公式サイト,organization_site,2026,yes,1,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S205,資料館だより No.73,organization_report,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S206,民間団体（女性団体等）のネットワーク（都道府県・政令指定都市）,government_report,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S207,令和5年度 Womanちゅ応援宣言リーダー一覧,government_webpage,2024,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S208,事業計画・事業報告,foundation_program_record,2016,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
S209,日米地位協定の見直しに係る諸団体の主な支援行動,government_webpage,2004,no,0,0,0,0,234,101,38,one_source_id,research_only,research,candidate,ai_seeded,"One-source leave-out measures dependence of the coded evidence layer on a source ID. It does not measure the source's authorship, organizational capacity, or social centrality."
