incidence_id,actor_id,actor_name,source_ref_token,source_id,source_title,source_type,source_year,source_resolution_status,incidence_basis,proposed_host_role,host_mapping_status,producer_role_status,self_produced_or_external,source_language,research_status,display_tier,claim_status,review_status,interpretation_limit
H1AS0082,A053,普天間基地爆音訴訟団,S027,S027,普天間爆音訴訟 第二次 那覇地裁判決,local_news,2016,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0083,A053,普天間基地爆音訴訟団,S135,S135,令和4年3月10日 普天間飛行場周辺損害賠償請求事件判決,court_record,2022,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0084,A053,普天間基地爆音訴訟団,S136,S136,「普天間基地爆音訴訟団」のホームページができました,formal_counsel_material,2022,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0085,A053,普天間基地爆音訴訟団,S156,S156,普天間基地爆音訴訟団 公式サイト,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0086,A054,沖縄人権協会,S033,S033,Tanji Miyume: Myth Protest and Struggle in Okinawa,academic_article,2006,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0087,A055,泡瀬干潟を守る連絡会,S030,S030,第2次泡瀬干潟埋め立て訴訟 那覇地裁判決,local_news,2015,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0088,A056,沖縄環境ネットワーク,S033,S033,Tanji Miyume: Myth Protest and Struggle in Okinawa,academic_article,2006,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0089,A057,沖縄意見広告運動,S034,S034,沖縄意見広告運動 全国紙に一面広告,organization_site,2010,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0090,A059,沖縄「建白書」を実現し未来を拓く島ぐるみ会議,S029,S029,島ぐるみ会議 辺野古新基地反対で連帯,party_news,2015,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0091,A060,高江のヘリパッドいらない住民の会,S028,S028,高江ヘリパッド建設 住民らが抗議,local_news,2016,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0092,A061,日本野鳥の会,S003,S003,67団体がジュゴンの生息地辺野古への基地建設反対に共同声明,ngo_statement,2010,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0093,A061,日本野鳥の会,S004,S004,辺野古の海を守れ NGO 31団体が緊急共同声明,ngo_statement,2015,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0094,A062,日本湿地ネットワーク（JAWAN）,S003,S003,67団体がジュゴンの生息地辺野古への基地建設反対に共同声明,ngo_statement,2010,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0095,A063,一坪反戦地主会関東ブロック,S038,S038,一坪反戦地主会 軍用地契約拒否運動,organization_site,1996,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0096,A064,外国軍事基地撤去国際ネットワーク（No Bases Network）,S033,S033,Tanji Miyume: Myth Protest and Struggle in Okinawa,academic_article,2006,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0097,A065,南西諸島ピースネット,S036,S036,南西諸島ピースネット 結成,local_news,2015,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0098,A066,新外交イニシアティブ（ND）,S032,S032,新外交イニシアティブ（ND）公式サイト,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0099,A067,辺野古土砂搬出反対全国連絡協議会,S040,S040,辺野古土砂搬入反対全国連絡協議会 結成,magazine_news,2015,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0100,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,S042,S042,名護市民投票 基地建設反対が多数,local_official,1997,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0101,A069,沖縄ジュゴン環境アセスメント監視団,S047,S047,沖縄防衛局 辺野古新基地建設事業 環境影響評価書,official_data,2012,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0102,A070,Veterans For Peace Ryukyu/Okinawa Chapter Kokusai (VFP-ROCK),S048,S048,Veterans for Peace Ryukyu/Okinawa Chapter Kokusai,organization_site,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0103,A073,琉球沖縄国際支援プログラム,S033,S033,Tanji Miyume: Myth Protest and Struggle in Okinawa,academic_article,2006,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0104,A074,沖縄県知事公室基地対策課,S043,S043,沖縄県 米軍基地の概要,official_data,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0105,A075,沖縄防衛局,S047,S047,沖縄防衛局 辺野古新基地建設事業 環境影響評価書,official_data,2012,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0106,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,S060,S060,Earthjustice 2003 Okinawa Dugong lawsuit press release,legal_international,2003,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0107,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,S061,S061,JELF Okinawa Dugong NHPA lawsuit plaintiff material,legal_source,2018,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0108,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,S062,S062,Earthjustice Okinawa Dugong case page,legal_international,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0109,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,S063,S063,琉球新報 用語辞典 ジュゴン保護基金委員会,encyclopedia,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0110,A086,Turtle Island Restoration Network,S060,S060,Earthjustice 2003 Okinawa Dugong lawsuit press release,legal_international,2003,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0111,A086,Turtle Island Restoration Network,S093,S093,Okinawa Dugong v Rumsfeld docket USCOURTS-cand-3_03-cv-04350,court_record,2003,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0112,A087,NPO法人世界版「平和の礎」を提案する会,S103,S103,NPO法人世界版「平和の礎」を提案する会 行政入力情報,official_portal,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0113,A088,特定非営利活動法人沖縄平和協力センター,S104,S104,NPO法人信息检索结果：沖縄平和協力センター,official_portal,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0114,A089,沖縄県教職員組合,S105,S105,沖教組とは,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0115,A090,沖縄県高等学校障害児学校教職員組合,S106,S106,組合について：沖縄県高等学校障害児学校教職員組合,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0116,A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,S107,S107,連合沖縄とは,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0117,A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,S108,S108,在日米軍関係者によって繰り返される性的暴行事件に関する抗議・要請,organization_action_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0118,A092,沖縄県労働組合総連合,S109,S109,沖縄県労連の紹介,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0119,A093,全日本自治団体労働組合沖縄県本部,S110,S110,自治労沖縄県本部,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0120,A095,止めよう「自衛隊配備」宮古郡民の会,S112,S112,沖縄県議会委員会记录：宫古两团体陈情,official_legislative_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0121,A095,止めよう「自衛隊配備」宮古郡民の会,S113,S113,考える会・郡民の会抗议报道,local_news,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0122,A096,宮古平和運動連絡協議会,S112,S112,沖縄県議会委員会记录：宫古两团体陈情,official_legislative_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0123,A097,宮古島環境クラブ,S114,S114,宮古島環境クラブ,organization_site,n.d.; current content includes 2026-06-25–2026-07-04 event; accessed 2026-07-12,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0124,A098,特定非営利活動法人宮古島海の環境ネットワーク,S115,S115,特定非営利活動法人 宮古島 海の環境ネットワーク,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0125,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,S116,S116,PFAS汚染から市民の生命を守る連絡会について,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0126,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,S117,S117,沖縄県PFAS健康影响委员会议事概要,official_government_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0127,A100,ミサイル配備から命を守るうるま市民の会,S118,S118,うるま市议会会议录：ミサイル配備から命を守る市民の会,official_legislative_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0128,A100,ミサイル配備から命を守るうるま市民の会,S119,S119,うるま市民の会发足报道,local_news,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0129,A101,沖縄・琉球弧の声を届ける会,S120,S120,沖縄・琉球弧の声を届ける会,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0130,A102,全国公害弁護団連絡会議,S121,S121,全国公害弁護団連絡会議,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0131,A103,全国基地爆音訴訟原告団連絡会議,S122,S122,全国基地爆音訴訟原告団連絡会議介绍,member_organization_website,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0132,A103,全国基地爆音訴訟原告団連絡会議,S123,S123,全国基地爆音訴訟原告団連絡会政府要请报道,member_organization_action_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0133,A104,普天間基地爆音訴訟弁護団,S124,S124,普天間基地爆音訴訟报告,legal_network_report,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0134,A105,日本YWCA,S125,S125,日本YWCA辺野古新基地建設声明,organization_statement,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0135,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,S126,S126,辺野古の海を土砂で埋めるな首都圏連絡会,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0136,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,S127,S127,JAWAN对首都圈联络会行动记录,partner_organization_record,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0137,A107,沖縄YWCA,S144,S144,日本YWCA『沖縄YWCAのご紹介』,parent_organization_profile,2022,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0138,A107,沖縄YWCA,S295,S295,【FROM YWCA】基地に囲まれた沖縄－うちなんちゅの想い－,media_record,2016,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0139,A108,沖縄を再び戦場にさせない県民の会,S146,S146,沖縄を再び戦場にさせない県民の会 公式サイト,organization_site,2023,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0140,A108,沖縄を再び戦場にさせない県民の会,S147,S147,QAB『沖縄を再び戦場にさせない「県民平和大集会」』,local_news,2023,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0141,A108,沖縄を再び戦場にさせない県民の会,S148,S148,沖縄を再び戦場にさせない県民の会 发足报道,local_news,2023,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0142,A109,第4次嘉手納基地爆音差止訴訟弁護団,S149,S149,嘉手納爆音、第4次訴訟を提起―原告3万5566人,local_news,2022,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0143,A109,第4次嘉手納基地爆音差止訴訟弁護団,S150,S150,QAB 第4次嘉手納基地爆音差止訴訟 第1回口頭弁論前夜集会,local_news,2023,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0144,A109,第4次嘉手納基地爆音差止訴訟弁護団,S151,S151,嘉手納基地爆音差止訴訟原告団 公式サイト,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0145,A109,第4次嘉手納基地爆音差止訴訟弁護団,S152,S152,第4次嘉手納基地爆音差止訴訟 提訴说明,participating_law_firm_record,2022,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0146,A110,辺野古に基地を絶対つくらせない大阪行動,S153,S153,辺野古に基地を絶対つくらせない大阪行動 公式博客,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0147,A110,辺野古に基地を絶対つくらせない大阪行動,S154,S154,IWJ 大阪・辺野古声援行动记录,media_record,2014,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0148,A111,沖縄県女性団体連絡協議会,S200,S200,沖縄タイムス―女団協、米軍性暴力を受け県民大会開催へ,local_news,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0149,A111,沖縄県女性団体連絡協議会,S201,S201,琉球新報―女団協、米軍性暴力を巡る県民大会を呼び掛け,local_news,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0150,A111,沖縄県女性団体連絡協議会,S206,S206,民間団体（女性団体等）のネットワーク（都道府県・政令指定都市）,government_report,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0151,A111,沖縄県女性団体連絡協議会,S207,S207,令和5年度 Womanちゅ応援宣言リーダー一覧,government_webpage,2024,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0152,A111,沖縄県女性団体連絡協議会,S208,S208,事業計画・事業報告,foundation_program_record,2016,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0153,A111,沖縄県女性団体連絡協議会,S209,S209,日米地位協定の見直しに係る諸団体の主な支援行動,government_webpage,2004,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0154,A112,宮古島地下水研究会,S158,S158,宮古島地下水研究会 団体概要,organization_profile,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0155,A112,宮古島地下水研究会,S204,S204,宮古島地下水研究会 公式サイト,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0156,A112,宮古島地下水研究会,S269,S269,地下水の危機とは？,organization_site,2026,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0157,A112,宮古島地下水研究会,S270,S270,水道水源保全区域を宮古島市全域に拡大する理由,organization_program_document,2021,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0158,A112,宮古島地下水研究会,S271,S271,宮古島地下水研究会の見解に対する回答書,local_official,2023,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0159,A112,宮古島地下水研究会,S272,S272,宮古島の地下水施策 市長選立候補予定者の回答公表,local_news,2020,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0160,A113,宜野湾ちゅら水会,S273,S273,宜野湾市議会 福祉教育常任委員会審査記録（請願第1号）,official_legislative_record,2023,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0161,A113,宜野湾ちゅら水会,S274,S274,有機フッ素化合物PFOS及びPFOA汚染の対策を求める意見書,official_legislative_record,2022,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0162,A113,宜野湾ちゅら水会,S275,S275,学校敷地から化学物質PFOS 沖縄米軍基地に隣接 米基準の29倍,news,2022,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0163,A113,宜野湾ちゅら水会,S276,S276,米軍PFAS汚染で血液検査を要請 宜野湾ちゅら水会,local_news,2021,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
H1AS0164,A113,宜野湾ちゅら水会,S277,S277,PFAS汚染 米軍との意見交換に市民の参加を,local_news,2023,resolved_source_id,actor_registry.source_refs,,unknown,unknown,unknown,unknown,research_only,research,candidate,ai_seeded,"Registry citation incidence only. It does not establish authorship, hosting, self-production, external mention, language capacity, activity level, or influence."
