occurrence_id,asset,marker_id,line_number,excerpt,mechanical_status,manual_context_rule,research_status,claim_status,review_status,frontend_eligibility,central_writeback,interpretation_limit
SM0056,outputs/research_wave_h2_two_ecologies_v1/manifest.json,old_actor_registry_hash,8,"""sha256"": ""03653fe12665abc754ef09d9d30e76c6e53dd495eaceba0fef4bc5ce5540b0a3""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0057,outputs/research_wave_h2_two_ecologies_v1/manifest.json,old_actor_issue_hash,13,"""sha256"": ""61302c3bfbd42df53a3679c1dc41fe4247376598d8ab7220839cc326e30b8cbe""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0058,outputs/research_wave_h2_two_ecologies_v1/manifest.json,old_source_log_hash,28,"""sha256"": ""ea5c34a2785cfede7f8eedc0420c56968c17fdca112b38d168ec5df5a87ee3a4""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0059,outputs/research_wave_h2_two_ecologies_v1/manifest.json,h2_old_group_phrase,90,"""accountability_comparison_actor_count"": 65,",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0060,outputs/research_wave_h2_two_ecologies_v1/metrics_v1.json,h2_old_group_phrase,18,"""accountability_comparison_actor_count"": 65,",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0061,outputs/research_wave_h3_frontline_memory_v1/manifest.json,h3_old_target_metric,53,"""frontline_prevention"": 4,",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0062,outputs/research_wave_h3_frontline_memory_v1/manifest.json,h3_old_target_metric,54,"""Taiwan_contingency"": 4,",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0063,outputs/research_wave_h3_frontline_memory_v1/manifest.json,h3_old_target_metric,55,"""anti_war"": 1",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0064,outputs/research_wave_h3_frontline_memory_v1/manifest.json,h3_old_target_metric,77,"""anti_war"": 1",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0065,outputs/research_wave_h3_frontline_memory_v2/manifest.json,old_actor_registry_hash,22,"""sha256"": ""03653fe12665abc754ef09d9d30e76c6e53dd495eaceba0fef4bc5ce5540b0a3""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0066,outputs/research_wave_h3_frontline_memory_v2/manifest.json,old_source_log_hash,26,"""sha256"": ""ea5c34a2785cfede7f8eedc0420c56968c17fdca112b38d168ec5df5a87ee3a4""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0067,outputs/research_wave_topic_selection_v1/frontend_research_modules_v1.json,h2_old_group_phrase,88,"""accountability_comparison_actor_count"": 65,",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0068,outputs/research_wave_topic_selection_v1/frontend_research_modules_v1.json,h2_old_group_phrase,101,"""summary"": ""按当前 registry 规则得到 9 个服务侧比较 actor；按候选锚点规则得到 65 个问责侧候选 actor，其中 18 个至少有一条人审锚点边、47 个仅有候选锚点。14+8 条 dyadic、4 条 typed-event 与35 条 R10 目的性记录中尚未编码直接跨组组织关系；27 条案件角色中没有服务侧 actor。人物未测，recipient 不完整。"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0069,outputs/research_wave_topic_selection_v1/principal_checkpoint_v1.md,h2_old_group_phrase,19,- H2：可写“9 个服务侧 registry 比较 actor 与 65 个问责侧候选 actor（18 人审锚点／47 候选锚点）在限定 dyadic／event／R10 小样本中未编码直接跨组组织关系，法律案件角色中没有服务侧 actor”；人物共享和完整 recipient 网络仍是 `not_measured`。,stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0070,scripts/make_h1_documentation_visibility_v1.py,h1_old_split_phrase,1407,"""current H1 gate drifted; expected 121 actors and 238 active edges""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0071,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,1402,"""active_238"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0072,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,1404,"""65 reviewed + 173 candidate edges"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0073,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,1407,"""reviewed_65"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0074,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,1412,"""candidate_173"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0075,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,2061,"""238 actor×issue evidence rows (65 reviewed + 173 candidate); """,stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0076,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2388,"layer_order = [""active_238"", ""reviewed_65"", ""candidate_173""]",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0077,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2390,"""active_238"": 238,",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0078,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2391,"""reviewed_65"": 65,",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0079,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2392,"""candidate_173"": 173,",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0080,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2395,"""active_238"": ""active"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0081,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2396,"""reviewed_65"": ""reviewed-only"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0082,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2397,"""candidate_173"": ""candidate-only"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0083,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,2452,"f""active：{edge_count}（已核 65＋候选 173）""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0084,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2453,"if subset == ""all_current_actors"" and layer == ""active_238""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0085,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,2490,"<desc id=""desc"">Spearman correlations are separated for 238 active, 65 reviewed, and 173 candidate actor-issue edges, and for construction, registry-only, and outcome-excluded source proxies. A second panel excludes nine unresolved legacy-token actors.</desc>",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0086,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2676,"(resolved_subset, ""reviewed_65"", ""registry_source_count"")",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0087,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2683,"""reviewed_65"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0088,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2690,"(resolved_subset, ""candidate_173"", ""registry_source_count"")",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0089,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,2697,"""candidate_173"",",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0090,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,2771,审核状态同样改变结果。在来源 crosswalk 可用的 actor 中，reviewed-only 65 边的 registry／outcome-excluded 相关为 {reviewed_registry:.3f}/{reviewed_excluded:.3f}，candidate-only 173 边则为 {candidate_registry:.3f}/{candidate_excluded:.3f}。reviewed-only 不是“更真实”的随机样本，而是当前人审顺序的产物。图 2 因此把 238 active、65 reviewed 和 173 candidate 明确拆开。,stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0091,scripts/make_h1_documentation_visibility_v2.py,h1_old_e3plus_or_triple,2787,S004 的证据支持若被移除，当前 234 条 E3/E4 编码边中有 {int(src_s004['baseline_edge_count']) - int(src_s004['edge_count'])} 条会失去全部已列支持，{int(src_s004['baseline_observed_actor_count']) - int(src_s004['observed_actor_count'])} 个 actor 会失去该层全部边；S003/S004/S006 合计对应 {int(src_big3['baseline_edge_count']) - int(src_big3['edge_count'])} 条边、{int(s,stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0092,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,2804,5. **审核选择效应**：65 条 reviewed edge 集中于最近优先复核的 actor，不是从 238 条 active edge 随机抽样。,stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0093,scripts/make_h1_documentation_visibility_v2.py,h1_old_e3plus_or_triple,2960,- “移除 S004 的证据支持，会使当前 234 条 E3/E4 编码边中的 41 条失去全部已列支持”；,stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0094,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,2995,- `review_layer_sensitivity_v2.csv`：238 active、65 reviewed、173 candidate 的审核层敏感性。,stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0095,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,3007,全包为 `research_only / candidate / ai_seeded / not_frontend_ready`。总 linked-source 相关只作 construction diagnostic；主要敏感性使用 registry-only／outcome-excluded proxy，并排除 9 个未解析 legacy-token actor。65 条 reviewed edge 与 173 条 candidate edge 不合并解释。organization-hosted trace 不等于 actor 自有官网；英文标题不等于组织英文能力；source-year span 不等于 lifespan；共同,stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0096,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,3038,"raise ValueError(f""expected 238 active actor-issue edges, got {len(edges)}"")",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0097,scripts/make_h1_documentation_visibility_v2.py,h1_old_split_phrase,3049,"checks.append(""actor-issue review split = 65 reviewed / 173 candidate"")",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0098,scripts/make_h1_documentation_visibility_v2.py,h1_old_layer_id,3137,"} != {""active_238"", ""reviewed_65"", ""candidate_173""}:",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0099,scripts/make_h2_two_ecologies_v1.py,h2_old_group_phrase,1455,> 按当前 registry 与候选锚点规则得到 9 个服务侧比较 actor 和 65 个问责侧候选 actor（18 个至少有一条人审锚点边、47 个仅有候选边）。14 条已核＋8 条候选 dyadic、4 条 typed-event 与 35 条 R10 目的性记录中，尚未编码出直接跨组组织关系；27 条法律案件角色中没有服务侧 actor。人物重叠未测，recipient 网络不完整。,stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0100,tests/test_make_h1_documentation_visibility_v2.py,h1_old_layer_id,120,"{""active_238"", ""reviewed_65"", ""candidate_173""},",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0101,tests/test_make_h1_documentation_visibility_v2.py,h1_old_layer_id,126,"if row[""actor_issue_layer""] == ""reviewed_65""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0102,tests/test_make_h1_documentation_visibility_v2.py,h1_old_layer_id,135,"if row[""actor_issue_layer""] == ""candidate_173""",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0103,tests/test_make_h1_documentation_visibility_v2.py,h1_old_split_phrase,156,"self.assertIn(""已核 65＋候选 173"", svg)",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0104,tests/test_make_h2_two_ecologies_v1.py,h2_old_group_phrase,172,"self.assertIn(""18 个至少有一条人审锚点边"", brief)",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
SM0105,tests/test_make_h2_two_ecologies_v1.py,h2_old_group_phrase,173,"self.assertIn(""47 个只由候选锚点边选入"", brief)",stale_marker_found,Historical snapshots may retain old values; they must not be presented as current.,research_only,candidate_analysis,ai_seeded,not_frontend_ready,no,"String occurrence identifies a compatibility risk, not a substantive research error."
