matrix_row_id,selection_frame_id,frame_role,service_actor_id,service_actor_name,accountability_actor_id,accountability_actor_name,relation_family,window_start,window_end,service_activity_status,accountability_activity_status,pair_observability,source_coverage_status,observed_endpoint_refs,audit_result,screening_disposition,reason,allowed_claim,prohibited_inference,review_status,package_scope,frontend_status,central_writeback
W2D-BM01114,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A049,基地・軍隊を許さない行動する女たちの会,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01115,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A049,基地・軍隊を許さない行動する女たちの会,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01116,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A049,基地・軍隊を許さない行動する女たちの会,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01117,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A051,「辺野古」県民投票の会,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01118,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A051,「辺野古」県民投票の会,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01119,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A051,「辺野古」県民投票の会,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01120,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A051,「辺野古」県民投票の会,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01121,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A051,「辺野古」県民投票の会,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01122,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A051,「辺野古」県民投票の会,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01123,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A052,嘉手納基地爆音差止訴訟原告団,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01124,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A052,嘉手納基地爆音差止訴訟原告団,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01125,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A052,嘉手納基地爆音差止訴訟原告団,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01126,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A052,嘉手納基地爆音差止訴訟原告団,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01127,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A052,嘉手納基地爆音差止訴訟原告団,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01128,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A052,嘉手納基地爆音差止訴訟原告団,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,central_actor_place_exact_id_overlap_time_unbounded,P005:Kadena Air Base,unresolved,context_only_shared_place_not_bridge,"The actors share an exact coded place, but the place rows are historical/undated context and do not constitute a bridge.","Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01129,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A053,普天間基地爆音訴訟団,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01130,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A053,普天間基地爆音訴訟団,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01131,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A053,普天間基地爆音訴訟団,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01132,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A053,普天間基地爆音訴訟団,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01133,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A053,普天間基地爆音訴訟団,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01134,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A053,普天間基地爆音訴訟団,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01135,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A066,新外交イニシアティブ（ND）,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01136,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A066,新外交イニシアティブ（ND）,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01137,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A066,新外交イニシアティブ（ND）,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01138,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A066,新外交イニシアティブ（ND）,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01139,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A066,新外交イニシアティブ（ND）,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01140,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A066,新外交イニシアティブ（ND）,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01141,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01142,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01143,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01144,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01145,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01146,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01147,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,direct_organization_relation,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01148,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,shared_person,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01149,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,shared_recipient_or_intermediary,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01150,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,shared_funder_or_sponsor,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01151,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,same_public_event,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
W2D-BM01152,USF-W2D-ECOLOGY-S0-A1R-2026-08-22,confirmatory_reviewed_anchor_ecology,X006,Kadena Officers' Spouses' Club KOSC,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,shared_place_background,2023-01-01,2025-12-31,observed_in_window,not_observable_in_window_from_bounded_inputs,not_observable_in_window,ecology_screen_only_not_symmetric_source_audit,,unresolved,no_confirmed_bridge_in_bounded_inputs,No confirmed cross-ecology endpoint match in the bounded typed inputs; source-family coverage is insufficient for a negative result.,"Report only the pair, family, window and source-bound result encoded in this row.",Do not generalize an unresolved or bounded zero row to all real-world relationships; shared place is not a bridge and same-event participation is not an alliance.,ai_seeded,research_only,not_frontend_ready,no
