actor_id,canonical_name_original,name_zh,name_ja,name_en,aliases,actor_class,origin_type,official_url,url_kind,source_id,last_checked,evidence_level,review_status_candidate,archive_status,interpretation_limit
A092,沖縄県労働組合総連合,,沖縄県労働組合総連合,Okinawa Confederation of Trade Unions,,labor_union,okinawa_local,https://okinawakenroren.org/kenrorenshokai.html,official_site,S109,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A093,全日本自治団体労働組合沖縄県本部,,全日本自治団体労働組合沖縄県本部,"All-Japan Prefectural and Municipal Workers Union, Okinawa Headquarters",,labor_union,okinawa_local,https://www.jichiro.okinawa/,official_site,S110,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A095,止めよう「自衛隊配備」宮古郡民の会,,止めよう「自衛隊配備」宮古郡民の会,Miyako Islanders' Association to Stop SDF Deployment,,citizen_group,okinawa_local,,not_found,,,,ai_seeded,not_applicable,"No qualifying official site or formal organization page was identified in the actor-linked source set. This is a directory gap, not evidence that the actor lacks an online presence, is inactive, or is less important."
A096,宮古平和運動連絡協議会,,宮古平和運動連絡協議会,Miyako Peace Movement Liaison Council,,citizen_network,okinawa_local,,not_found,,,,ai_seeded,not_applicable,"No qualifying official site or formal organization page was identified in the actor-linked source set. This is a directory gap, not evidence that the actor lacks an online presence, is inactive, or is less important."
A097,宮古島環境クラブ,,宮古島環境クラブ,Miyako Island Environmental Club,,local_civic_actor,okinawa_local,https://www.npo-mec.net/,official_site,S114,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A098,特定非営利活動法人宮古島海の環境ネットワーク,,特定非営利活動法人宮古島海の環境ネットワーク,Miyako Island Marine Environment Network,,local_npo,okinawa_local,https://econet.jpn.org/,official_site,S115,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,Liaison Council to Protect Citizens' Lives from PFAS Pollution,,citizen_network,okinawa_local,https://darkwater.okinawa/about/,official_site,S116,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A100,ミサイル配備から命を守るうるま市民の会,,ミサイル配備から命を守るうるま市民の会,Uruma Citizens' Association to Protect Lives from Missile Deployment,,citizen_group,okinawa_local,,not_found,,,,ai_seeded,not_applicable,"No qualifying official site or formal organization page was identified in the actor-linked source set. This is a directory gap, not evidence that the actor lacks an online presence, is inactive, or is less important."
A101,沖縄・琉球弧の声を届ける会,,沖縄・琉球弧の声を届ける会,Association to Convey Voices from Okinawa and the Ryukyu Arc,,citizen_network,okinawa_local,https://ryukyukohp.jimdofree.com/,official_site,S120,2026-07-11,E4,ai_seeded,failed,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A102,全国公害弁護団連絡会議,,全国公害弁護団連絡会議,National Liaison Council of Pollution Lawsuit Lawyers,,lawyers_network,japan_domestic,https://www.kogai-net.com/,official_site,S121,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A103,全国基地爆音訴訟原告団連絡会議,,全国基地爆音訴訟原告団連絡会議,National Liaison Council of Military Base Noise Lawsuit Plaintiffs,,citizen_network,japan_domestic,https://bakuon.org/yonjitop/zenkoku.html,parent_org_page,S122,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A104,普天間基地爆音訴訟弁護団,,普天間基地爆音訴訟弁護団,Futenma Air Base Noise Litigation Legal Team,,lawyers_network,okinawa_local,https://www.kogai-net.com/sokai-document/document38/38-200/38-223/,parent_org_page,S124,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A105,日本YWCA,,日本YWCA,YWCA of Japan,,womens_organization,japan_domestic,https://www.ywca.or.jp/,official_site,S125,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A106,辺野古の海を土砂で埋めるな！首都圏連絡会,,辺野古の海を土砂で埋めるな！首都圏連絡会,Tokyo Metropolitan Campaign: Do Not Fill the Henoko Sea with Soil,辺野古の海を土砂で埋めるな！首都圏キャンペーン,citizen_network,japan_domestic,https://henokoumeruna2018.exblog.jp/,official_site,S126,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A107,沖縄YWCA,,沖縄YWCA,Okinawa YWCA,,womens_organization,okinawa_local,https://www.ywca.or.jp/kaze/0214news-2/,parent_org_page,S144,2026-07-13,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A108,沖縄を再び戦場にさせない県民の会,,沖縄を再び戦場にさせない県民の会,Okinawa Prefectural Association to Prevent Okinawa from Becoming a Battlefield Again,,citizen_network,okinawa_local,https://kenminnokai.okinawa/,official_site,S146,2026-07-13,E4,ai_seeded,failed,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A109,第4次嘉手納基地爆音差止訴訟弁護団,,第4次嘉手納基地爆音差止訴訟弁護団,Fourth Kadena Air Base Noise Injunction Litigation Legal Team,,lawyers_network,okinawa_local,https://kadena-bakuon.jp/,parent_org_page,S151,2026-07-13,E4,ai_seeded,failed,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A110,辺野古に基地を絶対つくらせない大阪行動,,辺野古に基地を絶対つくらせない大阪行動,Osaka Action to Absolutely Stop a Base in Henoko,,citizen_group,japan_domestic,https://blog.livedoor.jp/henoko_osaka/,official_site,S153,2026-07-13,E3,ai_seeded,failed,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A111,沖縄県女性団体連絡協議会,,沖縄県女性団体連絡協議会,Okinawa Prefectural Council of Women's Organizations,女団協; 県婦人団体連絡協議会,womens_organization,okinawa_local,,not_found,,,,ai_seeded,not_applicable,"No qualifying official site or formal organization page was identified in the actor-linked source set. This is a directory gap, not evidence that the actor lacks an online presence, is inactive, or is less important."
A112,宮古島地下水研究会,,宮古島地下水研究会,Miyako Island Groundwater Research Group,,citizen_group,okinawa_local,https://miyakojima-tikasui.com/about_us.html,official_site,S158,2026-07-13,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A113,宜野湾ちゅら水会,,宜野湾ちゅら水会,Ginowan Chura Water Association,ちゅら水会,citizen_group,okinawa_local,,not_found,,,,ai_seeded,not_applicable,"No qualifying official site or formal organization page was identified in the actor-linked source set. This is a directory gap, not evidence that the actor lacks an online presence, is inactive, or is less important."
A114,全日本港湾労働組合沖縄地方本部,,全日本港湾労働組合沖縄地方本部,"All Japan Dockworkers Union, Okinawa Branch",全港湾沖縄; 全港湾沖縄地方本部,labor_union,okinawa_local,https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf,parent_org_page,S289,2026-07-13,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
A115,新日本婦人の会沖縄県本部,,新日本婦人の会沖縄県本部,"New Japan Women's Association, Okinawa Prefectural Headquarters",新婦人沖縄県本部,womens_organization,okinawa_local,https://www.shinfujin.gr.jp/about/organization,parent_org_page,S280,2026-07-13,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X001,USO Okinawa,,,USO Okinawa,,base_community_service_actor,us_origin,https://okinawa.uso.org/,official_subunit,,2026-08-19,E4,ai_seeded,not_in_central_archive,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X002,Phoenix Corporation / Phoenix Park Hotel,,,Phoenix Corporation / Phoenix Park Hotel,,local_business_sponsor,corporate,,not_found,,,,ai_seeded,not_applicable,"No qualifying official site or formal organization page was identified in the actor-linked source set. This is a directory gap, not evidence that the actor lacks an online presence, is inactive, or is less important."
X003,American Engineering Corporation AEC,,,American Engineering Corporation AEC,,corporate_sponsor,corporate,https://www.aec-japan.co.jp/,official_site,,2026-08-19,E4,ai_seeded,not_in_central_archive,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),,American Welfare & Works Association (AWWA / 米国福祉事業協会),American Welfare & Works Association (AWWA),American Welfare and Works Association; American Women's Welfare Association; Ryukyu American Welfare Council; 米国福祉事業協会,base_spouse_charity_network,us_origin,https://nosco.wildapricot.org/awwa,parent_org_page,S055,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X005,Naval Officers' Spouses' Club of Okinawa NOSCO,,,Naval Officers' Spouses' Club of Okinawa NOSCO,,base_spouse_club,us_origin,https://nosco.wildapricot.org/About-Us,official_site,,2026-08-19,E4,ai_seeded,not_in_central_archive,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X006,Kadena Officers' Spouses' Club KOSC,,,Kadena Officers' Spouses' Club KOSC,,base_spouse_club,us_origin,https://www.kadenaofficersspousesclub.com/,official_site,S075,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X007,Okinawa Enlisted Spouses' Club (OESC),,,Okinawa Enlisted Spouses' Club (OESC),,base_spouse_club,us_origin,https://www.okinawaesc.com/,official_site,,2026-08-19,E4,ai_seeded,not_in_central_archive,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X008,American Red Cross Okinawa,,,American Red Cross Okinawa,,base_community_service_actor,us_origin,https://okinawa.tricare.mil/About-Us/Employment-Opportunities/Volunteer-Red-Cross,official_subunit,,2026-08-19,E4,ai_seeded,not_in_central_archive,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X009,Navy-Marine Corps Relief Society Okinawa,,,Navy-Marine Corps Relief Society Okinawa,,base_community_service_actor,us_origin,https://www.nmcrs.org/locations/okinawa-japan,official_subunit,,2026-08-19,E4,ai_seeded,not_in_central_archive,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X010,沖縄NGOセンター,,沖縄NGOセンター,Okinawa NGO Center,,local_international_cooperation_ngo,okinawa_local,https://www.oki-ngo.org/,official_site,S095,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X011,JICA沖縄,,JICA沖縄,JICA Okinawa,,public_institution_partner,public_institution,https://www.jica.go.jp/domestic/okinawa/index.html,official_subunit,,2026-08-19,E4,ai_seeded,not_in_central_archive,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X012,TOMODACHI Initiative,,,TOMODACHI Initiative,,public_diplomacy_or_exchange_actor,mixed_or_network,https://www.usjapancouncil.org/tomodachi/,parent_org_page,,2026-08-19,E4,ai_seeded,not_in_central_archive,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X013,U.S. Consulate General Naha Okinawa Youth Council Program,,,U.S. Consulate General Naha Okinawa Youth Council Program,,public_diplomacy_grant_program,us_origin,https://jp.usembassy.gov/wp-content/uploads/sites/7/2024/05/nofo-2024-naha-pas-02-okinawa-youth-council-e.pdf,official_subunit,S056,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X014,NED National Endowment for Democracy,,,NED National Endowment for Democracy,,funder_or_intermediary,us_origin,https://www.ned.org/,official_site,S086,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X015,Peace Winds Japan,,,Peace Winds Japan,,international_ngo,japan_domestic,https://en.peace-winds.org/,official_site,S087,2026-08-19,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),,,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),MOSC; MOSCO; Marine Officers Spouses Club Okinawa; Marine Officers' Spouses' Club Okinawa,base_spouse_club,us_origin,https://www.moscoki.com/,official_site,S079,2026-07-11,E4,ai_seeded,archived,"Candidate directory URL only. It identifies an organization-owned, formally administered, registry, or parent-organization page; it does not approve the actor's political position, relations, funding, influence, or every registry field. Human field review is required before default publication."
X017,Army Community Group of Okinawa (ACGO),,,Army Community Group of Okinawa (ACGO),ACGO,base_spouse_club,us_origin,,not_found,,2026-08-19,,needs_second_source,not_applicable,"No qualifying official site or formal organization page was identified in the actor-linked source set. This is a directory gap, not evidence that the actor lacks an online presence, is inactive, or is less important."
