review_item_id,review_section,actor_id,canonical_name_original,name_en,actor_class,origin_type,candidate_url,candidate_url_kind,source_id,source_title,source_url,evidence_ref,archive_status,last_checked,evidence_level,provenance_method,conflict_type,conflict_explanation,alternative_urls_or_refs,recommended_judgment,evidence_entry,review_fields,out_of_scope,allowed_decisions,decision,revised_url,revised_url_kind,review_note,reviewer,review_date
USN07-DIR-B038,BATCH_CONFIRM_40,X013,U.S. Consulate General Naha Okinawa Youth Council Program,U.S. Consulate General Naha Okinawa Youth Council Program,public_diplomacy_grant_program,us_origin,https://jp.usembassy.gov/wp-content/uploads/sites/7/2024/05/nofo-2024-naha-pas-02-okinawa-youth-council-e.pdf,official_subunit,S056,U.S. Consulate Naha Okinawa Youth Council NOFO PDF,https://jp.usembassy.gov/wp-content/uploads/sites/7/2024/05/nofo-2024-naha-pas-02-okinawa-youth-council-e.pdf,S056,archived,2026-07-11,E4,exact_official_program_record,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S056 | U.S. Consulate Naha Okinawa Youth Council NOFO PDF | https://jp.usembassy.gov/wp-content/uploads/sites/7/2024/05/nofo-2024-naha-pas-02-okinawa-youth-council-e.pdf | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B039,BATCH_CONFIRM_40,X014,NED National Endowment for Democracy,NED National Endowment for Democracy,funder_or_intermediary,us_origin,https://www.ned.org/,official_site,S086,NED 2024 Grant Listings entry page,https://www.ned.org/2024-grant-listings/,S086,archived,2026-07-11,E4,normalized_from_actor_source_domain,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S086 | NED 2024 Grant Listings entry page | https://www.ned.org/2024-grant-listings/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B040,BATCH_CONFIRM_40,X015,Peace Winds Japan,Peace Winds Japan,international_ngo,japan_domestic,https://en.peace-winds.org/,official_site,S087,Peace Winds Japan USAID funding for West Japan Floods and Hokkaido Earthquake,https://global-en.peace-winds.org/news/1790,S087,archived,2026-08-19,E4,targeted_current_web_check,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S087 | Peace Winds Japan USAID funding for West Japan Floods and Hokkaido Earthquake | https://global-en.peace-winds.org/news/1790 | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C001,CONFLICT_INDIVIDUAL_25,A002,ジュゴン保護キャンペーンセンター（Save the Dugong Campaign Center）,Save the Dugong Campaign Center,international_advocacy_actor,japan_domestic,http://www.sdcc.jp/,official_site,S057,ジュゴン保護キャンペーンセンター公式サイト,http://www.sdcc.jp/,S057,archived,2026-07-11,E4,actor_source_ref,multiple_plausible_domains,同一 actor 有组织自有域名、IUCN 成员页和 GEOC 名录页；三者的页面归属和类型不同。,http://www.sdcc.jp/; https://iucn.org/our-union/members/iucn-members/save-dugong-campaign-center; https://www.geoc.jp/rashinban/dantai_detail_591.html,先核对 sdcc.jp 是否仍由该组织持有且可访问。若属实，建议 accept + official_site；否则在 IUCN／GEOC 页面中选择并相应改为 official_registry。,S057 | ジュゴン保護キャンペーンセンター公式サイト | http://www.sdcc.jp/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C002,CONFLICT_INDIVIDUAL_25,A033,Friends of the Earth U.S.,Friends of the Earth U.S.,international_ngo,us_origin,https://foe.org/,official_site,,Current official or formally administered page candidate,https://foe.org/,WEB-A033-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,new_unarchived_url_no_central_source_id,foe.org 是本轮定向找到的官网候选，但尚无中央 source ID，也未进入本地归档。,,核对页面页脚或组织介绍是否明确属于 Friends of the Earth U.S.；属实可 accept，后续另行登记来源与归档。,WEB-A033-20260819 | Current official or formally administered page candidate | https://foe.org/ | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C003,CONFLICT_INDIVIDUAL_25,A040,Forum for Protection of Public Interest (Pro Public),Forum for Protection of Public Interest (Pro Public),international_ngo,international,https://propublic.org/,official_site,S089,Pro Public official site,https://propublic.org/,S089,archived,2026-07-11,E4,actor_source_ref,multiple_plausible_domains,propublic.org 与 FoE Nepal 成员页同时进入候选，但可能对应不同实体，存在名称近似或历史来源错配风险。,https://propublic.org/; https://www.foei.org/member-groups/nepal/,逐项核对 Forum for Protection of Public Interest (Pro Public) 的正式英文名与所属国；仅在实体一致时 accept，否则 revise 或 defer。,S089 | Pro Public official site | https://propublic.org/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C004,CONFLICT_INDIVIDUAL_25,A042,Pacific Environment,Pacific Environment,international_ngo,us_origin,https://www.pacificenvironment.org/,official_site,,Current official or formally administered page candidate,https://www.pacificenvironment.org/,WEB-A042-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,new_unarchived_url_no_central_source_id,pacificenvironment.org 是本轮定向找到的官网候选，但尚无中央 source ID，也未进入本地归档。,,核对页面组织名与主体归属；属实可 accept，后续另行登记来源与归档。,WEB-A042-20260819 | Current official or formally administered page candidate | https://www.pacificenvironment.org/ | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C005,CONFLICT_INDIVIDUAL_25,A045,Center for Biological Diversity,Center for Biological Diversity,international_ngo,us_origin,https://www.biologicaldiversity.org/,official_site,,Current official or formally administered page candidate,https://www.biologicaldiversity.org/,WEB-A045-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,new_unarchived_url_no_central_source_id,biologicaldiversity.org 是本轮定向找到的官网候选，但尚无中央 source ID，也未进入本地归档。,,核对页面组织名与主体归属；属实可 accept，后续另行登记来源与归档。,WEB-A045-20260819 | Current official or formally administered page candidate | https://www.biologicaldiversity.org/ | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C006,CONFLICT_INDIVIDUAL_25,A046,Pro Natura,Pro Natura,international_ngo,international,https://iucn.org/our-union/members/iucn-members/pro-natura-friends-earth-switzerland,official_registry,S091,IUCN member page Pro Natura / Friends of the Earth Switzerland,https://iucn.org/our-union/members/iucn-members/pro-natura-friends-earth-switzerland,S091,archived,2026-07-11,E4,actor_source_ref,multiple_plausible_domains,IUCN 成员页和 Friends of the Earth International 瑞士成员页都能指向 Pro Natura，但都不是独立官网。,https://iucn.org/our-union/members/iucn-members/pro-natura-friends-earth-switzerland; https://www.foei.org/member-groups/switzerland/,确认两页是否指向同一法律实体；保留 IUCN 时建议 accept + official_registry，改用 FoEI 页面时建议 revise + parent_org_page。,S091 | IUCN member page Pro Natura / Friends of the Earth Switzerland | https://iucn.org/our-union/members/iucn-members/pro-natura-friends-earth-switzerland | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C007,CONFLICT_INDIVIDUAL_25,A070,Veterans For Peace Ryukyu/Okinawa Chapter Kokusai (VFP-ROCK),Veterans For Peace Ryukyu/Okinawa Chapter Kokusai (VFP-ROCK),international_advocacy_actor,us_origin,https://www.veteransforpeace.org/who-we-are/2025-online-business-meeting/resolution-2025-1-us-military-expansion-and-environmental-destruction-okinawa,parent_org_page,S048,Veterans for Peace Ryukyu/Okinawa Chapter Kokusai,https://www.veteransforpeace.org/who-we-are/2025-online-business-meeting/resolution-2025-1-us-military-expansion-and-environmental-destruction-okinawa,S048,archived,2026-07-11,E4,actor_source_ref,parent_page_only,页面由 Veterans For Peace 总部托管并提到 VFP-ROCK，不是分会独立网站。,The selected Veterans For Peace page names VFP-ROCK but is not a dedicated chapter website.,若正文明确识别该冲绳分会，建议 accept + parent_org_page；不能确认分会身份则 reject 或 defer。,S048 | Veterans for Peace Ryukyu/Okinawa Chapter Kokusai | https://www.veteransforpeace.org/who-we-are/2025-online-business-meeting/resolution-2025-1-us-military-expansion-and-environmental-destruction-okinawa | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C008,CONFLICT_INDIVIDUAL_25,A086,Turtle Island Restoration Network,Turtle Island Restoration Network,international_ngo,us_origin,https://seaturtles.org/,official_site,S228,Turtle Island Restoration Network Form 990 public disclosure,https://seaturtles.org/wp-content/uploads/2025/01/TIRN-6.30.2024-Public-Disclosure-Copy-2.pdf,S228,archived,2026-07-13,E4,exact_actor_source_elsewhere_in_log,direct_site_missing_from_actor_refs,seaturtles.org 是 TIRN 直接官网，但依据来自 source log 其他位置的 S228，不在 actor 原 source_refs 中。,"The direct TIRN site is supported elsewhere in the source log (S228), not in the actor's central source_refs.",核对官网归属与可访问性；属实可 accept + official_site，并在后续受控合并时补 actor-source 追溯。,S228 | Turtle Island Restoration Network Form 990 public disclosure | https://seaturtles.org/wp-content/uploads/2025/01/TIRN-6.30.2024-Public-Disclosure-Copy-2.pdf | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C009,CONFLICT_INDIVIDUAL_25,A103,全国基地爆音訴訟原告団連絡会議,National Liaison Council of Military Base Noise Lawsuit Plaintiffs,citizen_network,japan_domestic,https://bakuon.org/yonjitop/zenkoku.html,parent_org_page,S122,全国基地爆音訴訟原告団連絡会議介绍,https://bakuon.org/yonjitop/zenkoku.html,S122,archived,2026-07-11,E4,actor_source_ref,hosted_member_site_page,全国连络会议页面托管在成员原告团网站 bakuon.org 内，不是独立域名。,,若页面明确以全国连络会议自身为对象，建议 accept + parent_org_page；若只是成员团体叙述，则 defer 或 reject。,S122 | 全国基地爆音訴訟原告団連絡会議介绍 | https://bakuon.org/yonjitop/zenkoku.html | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C010,CONFLICT_INDIVIDUAL_25,A104,普天間基地爆音訴訟弁護団,Futenma Air Base Noise Litigation Legal Team,lawyers_network,okinawa_local,https://www.kogai-net.com/sokai-document/document38/38-200/38-223/,parent_org_page,S124,普天間基地爆音訴訟报告,https://www.kogai-net.com/sokai-document/document38/38-200/38-223/,S124,archived,2026-07-11,E4,actor_source_ref,parent_network_page_only,律师团资料由全国公害律师网络托管，不是该诉讼律师团独立网站。,"The legal-team page is hosted by the national pollution-lawyers network, not an independent team site.",核对页面是否明确识别普天间律师团；属实可 accept + parent_org_page，否则 reject。,S124 | 普天間基地爆音訴訟报告 | https://www.kogai-net.com/sokai-document/document38/38-200/38-223/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C011,CONFLICT_INDIVIDUAL_25,A107,沖縄YWCA,Okinawa YWCA,womens_organization,okinawa_local,https://www.ywca.or.jp/kaze/0214news-2/,parent_org_page,S144,日本YWCA『沖縄YWCAのご紹介』,https://www.ywca.or.jp/kaze/0214news-2/,S144,archived,2026-07-13,E4,actor_source_ref,parent_page_only,页面是日本 YWCA 对冲绳 YWCA 的正式介绍，不是冲绳 YWCA 独立官网。,The selected page is Japan YWCA's profile of Okinawa YWCA.,若名称和地域组织身份一致，建议 accept + parent_org_page；不要改成 official_site。,S144 | 日本YWCA『沖縄YWCAのご紹介』 | https://www.ywca.or.jp/kaze/0214news-2/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C012,CONFLICT_INDIVIDUAL_25,A109,第4次嘉手納基地爆音差止訴訟弁護団,Fourth Kadena Air Base Noise Injunction Litigation Legal Team,lawyers_network,okinawa_local,https://kadena-bakuon.jp/,parent_org_page,S151,嘉手納基地爆音差止訴訟原告団 公式サイト,https://kadena-bakuon.jp/,S151,failed,2026-07-13,E4,related_case_organization_page,related_case_page_only,所选页面属于第4次嘉手纳原告团，未必是律师团自己的正式页面。,"The selected page belongs to the plaintiff association and establishes the case context, not an independent legal-team site.",只有页面明确识别第4次律师团时才 accept + parent_org_page；若只能证明案件或原告团，应 reject。,S151 | 嘉手納基地爆音差止訴訟原告団 公式サイト | https://kadena-bakuon.jp/ | archive=failed,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C013,CONFLICT_INDIVIDUAL_25,A114,全日本港湾労働組合沖縄地方本部,"All Japan Dockworkers Union, Okinawa Branch",labor_union,okinawa_local,https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf,parent_org_page,S289,2025 5.15平和行進 全港湾沖縄地方本部報告,https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf,S289,archived,2026-07-13,E4,parent_union_branch_report,parent_page_only,所选入口是全国港湾官网托管的冲绳地方本部报告 PDF，不是分部主页。,"The selected item is a national union-hosted Okinawa branch report, not a branch homepage.",若 PDF 明确识别该地方本部，可 accept + parent_org_page；若希望正式页面必须可持续导航，可 defer 寻找分部页。,S289 | 2025 5.15平和行進 全港湾沖縄地方本部報告 | https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C014,CONFLICT_INDIVIDUAL_25,A115,新日本婦人の会沖縄県本部,"New Japan Women's Association, Okinawa Prefectural Headquarters",womens_organization,okinawa_local,https://www.shinfujin.gr.jp/about/organization,parent_org_page,S280,新婦人の紹介,https://www.shinfujin.gr.jp/about/organization,S280,archived,2026-07-13,E4,parent_organization_page,parent_page_only,页面是新日本妇人之会全国组织的地方组织名录，不是冲绳县本部独立主页。,"The selected page establishes the national association's prefectural structure, not an Okinawa headquarters homepage.",若名录明确列出冲绳县本部，建议 accept + parent_org_page；不要改成 official_site。,S280 | 新婦人の紹介 | https://www.shinfujin.gr.jp/about/organization | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C015,CONFLICT_INDIVIDUAL_25,X001,USO Okinawa,USO Okinawa,base_community_service_actor,us_origin,https://okinawa.uso.org/,official_subunit,,Current official or formally administered page candidate,https://okinawa.uso.org/,WEB-X001-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,new_url_no_central_source_id,USO Okinawa 官方地方站点已定位，但 registry 仍保留未解析的旧 X001 来源引用，当前网址没有中央 source ID。,X001,核对页面归属和可访问性；属实可 accept + official_subunit，来源登记留给后续受控合并。,WEB-X001-20260819 | Current official or formally administered page candidate | https://okinawa.uso.org/ | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C016,CONFLICT_INDIVIDUAL_25,X003,American Engineering Corporation AEC,American Engineering Corporation AEC,corporate_sponsor,corporate,https://www.aec-japan.co.jp/,official_site,,Current official or formally administered page candidate,https://www.aec-japan.co.jp/,WEB-X003-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,new_url_no_central_source_id,AEC 官网已定位，但 registry 仍保留未解析的旧 X003 来源引用，当前网址没有中央 source ID。,X003,核对公司名称和冲绳主体；属实可 accept + official_site，来源登记留给后续受控合并。,WEB-X003-20260819 | Current official or formally administered page candidate | https://www.aec-japan.co.jp/ | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C017,CONFLICT_INDIVIDUAL_25,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),American Welfare & Works Association (AWWA),base_spouse_charity_network,us_origin,https://nosco.wildapricot.org/awwa,parent_org_page,S055,NOSCO AWWA page,https://nosco.wildapricot.org/awwa,S055,archived,2026-07-11,E4,selected_related_official_organization_page,multiple_pages_and_host_ambiguity,NOSCO 官网内的 AWWA 页面与 AWWA 官方 Facebook 均可作为入口；前者是母组织托管页，后者是组织社交页面。S041 为第三方报道，不能采用。,https://nosco.wildapricot.org/awwa; https://www.facebook.com/AmericanWelfareandWorksAssociation/; Selected NOSCO's AWWA page; S041 is third-party and S073 is an official social account. No independent AWWA website is established.,优先判断希望展示的入口：NOSCO 页面应 accept + parent_org_page；若改用经核实的官方 Facebook，应 revise + official_site。,S055 | NOSCO AWWA page | https://nosco.wildapricot.org/awwa | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C018,CONFLICT_INDIVIDUAL_25,X005,Naval Officers' Spouses' Club of Okinawa NOSCO,Naval Officers' Spouses' Club of Okinawa NOSCO,base_spouse_club,us_origin,https://nosco.wildapricot.org/About-Us,official_site,,Current official or formally administered page candidate,https://nosco.wildapricot.org/About-Us,WEB-X005-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,source_ref_page_mismatch,现有 S055 指向 NOSCO 的 AWWA 页面，不是 NOSCO About 页；当前官网候选尚无中央 source ID。,"S055 is NOSCO's AWWA page, not NOSCO's About page; current NOSCO page is a new unarchived candidate.",核对 NOSCO About 页归属；属实可 accept + official_site，后续新增正确 source 行，不能沿用 S055 充当该网址来源。,WEB-X005-20260819 | Current official or formally administered page candidate | https://nosco.wildapricot.org/About-Us | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C019,CONFLICT_INDIVIDUAL_25,X007,Okinawa Enlisted Spouses' Club (OESC),Okinawa Enlisted Spouses' Club (OESC),base_spouse_club,us_origin,https://www.okinawaesc.com/,official_site,,Current official or formally administered page candidate,https://www.okinawaesc.com/,WEB-X007-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,source_type_misclassification,历史 S041 被标成 organization_site，但实际是 Okinawa Hai 第三方报道；当前 OESC 官网是新发现候选。,S041 is a third-party Okinawa Hai article despite its historical organization_site label.,核对 okinawaesc.com 的组织归属；属实可 accept + official_site，且明确不以 S041 支持该网址。,WEB-X007-20260819 | Current official or formally administered page candidate | https://www.okinawaesc.com/ | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C020,CONFLICT_INDIVIDUAL_25,X008,American Red Cross Okinawa,American Red Cross Okinawa,base_community_service_actor,us_origin,https://okinawa.tricare.mil/About-Us/Employment-Opportunities/Volunteer-Red-Cross,official_subunit,,Current official or formally administered page candidate,https://okinawa.tricare.mil/About-Us/Employment-Opportunities/Volunteer-Red-Cross,WEB-X008-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,new_official_subunit_no_central_source_id,红十字会冲绳入口位于美军医疗系统官网的地方志愿服务页，且无中央 source ID。,X008,若页面明确对应 American Red Cross Okinawa，建议 accept + official_subunit；不要标成独立官网。,WEB-X008-20260819 | Current official or formally administered page candidate | https://okinawa.tricare.mil/About-Us/Employment-Opportunities/Volunteer-Red-Cross | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C021,CONFLICT_INDIVIDUAL_25,X009,Navy-Marine Corps Relief Society Okinawa,Navy-Marine Corps Relief Society Okinawa,base_community_service_actor,us_origin,https://www.nmcrs.org/locations/okinawa-japan,official_subunit,,Current official or formally administered page candidate,https://www.nmcrs.org/locations/okinawa-japan,WEB-X009-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,new_official_subunit_no_central_source_id,NMCRS Okinawa 是全国机构官网内的地方 location 页，且无中央 source ID。,X009,若地点和机构名称一致，建议 accept + official_subunit。,WEB-X009-20260819 | Current official or formally administered page candidate | https://www.nmcrs.org/locations/okinawa-japan | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C022,CONFLICT_INDIVIDUAL_25,X010,沖縄NGOセンター,Okinawa NGO Center,local_international_cooperation_ngo,okinawa_local,https://www.oki-ngo.org/,official_site,S095,Current official or formally administered page candidate,https://www.oki-ngo.org/,S095,archived,2026-07-11,E4,exact_actor_source_elsewhere_in_log,legacy_ref_not_normalized,官网 S095 已在 source log 中，但 actor registry 仍保留未解析的旧 X010 来源引用。,X010,核对 oki-ngo.org 归属；属实可 accept + official_site，后续仅修复 actor-source crosswalk。,S095 | Current official or formally administered page candidate | https://www.oki-ngo.org/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C023,CONFLICT_INDIVIDUAL_25,X011,JICA沖縄,JICA Okinawa,public_institution_partner,public_institution,https://www.jica.go.jp/domestic/okinawa/index.html,official_subunit,,Current official or formally administered page candidate,https://www.jica.go.jp/domestic/okinawa/index.html,WEB-X011-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,new_official_subunit_no_central_source_id,JICA 冲绳页面位于 JICA 全国官网内，且当前网址无中央 source ID。,X011,若页面明确是 JICA Okinawa，建议 accept + official_subunit；不要标成独立官网。,WEB-X011-20260819 | Current official or formally administered page candidate | https://www.jica.go.jp/domestic/okinawa/index.html | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C024,CONFLICT_INDIVIDUAL_25,X012,TOMODACHI Initiative,TOMODACHI Initiative,public_diplomacy_or_exchange_actor,mixed_or_network,https://www.usjapancouncil.org/tomodachi/,parent_org_page,,Current official or formally administered page candidate,https://www.usjapancouncil.org/tomodachi/,WEB-X012-20260819,not_in_central_archive,2026-08-19,E4,targeted_current_web_check,new_parent_org_page_no_central_source_id,TOMODACHI 页面由 U.S.-Japan Council 托管，且当前网址无中央 source ID。,X012,核对页面是否为该项目当前正式入口；属实可 accept + parent_org_page。,WEB-X012-20260819 | Current official or formally administered page candidate | https://www.usjapancouncil.org/tomodachi/ | archive=not_in_central_archive,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-C025,CONFLICT_INDIVIDUAL_25,X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),base_spouse_club,us_origin,https://www.moscoki.com/,official_site,S079,MOSCO official site,https://www.moscoki.com/,S079,archived,2026-07-11,E4,actor_source_ref,multiple_plausible_domains,MOSCO 官网与 NOSCO/AWWA 页面同时出现在候选来源链中，后者属于不同组织。,https://nosco.wildapricot.org/awwa; https://www.moscoki.com/,核对 moscoki.com 的 MOSCO 身份；属实可 accept + official_site，并排除 NOSCO/AWWA 页面作为本 actor 入口。,S079 | MOSCO official site | https://www.moscoki.com/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
