actor_id,canonical_name,candidate_ref,source_id,source_type,source_title,source_url,archive_status,provenance_method,candidate_url,candidate_url_kind,ownership_assessment,selected,exclusion_reason,last_checked
A053,普天間基地爆音訴訟団,S156,S156,organization_site,普天間基地爆音訴訟団 公式サイト,https://futenma-bakuon.jp/,failed,actor_source_ref,https://futenma-bakuon.jp/,official_site,qualifying_candidate,yes,,2026-07-13
A054,沖縄人権協会,S033,S033,academic_article,Tanji Miyume: Myth Protest and Struggle in Okinawa,book_reference,skipped_non_url_reference,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A055,泡瀬干潟を守る連絡会,S030,S030,local_news,第2次泡瀬干潟埋め立て訴訟 那覇地裁判決,https://ryukyushimpo.jp/news/prentry-239394.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A056,沖縄環境ネットワーク,S033,S033,academic_article,Tanji Miyume: Myth Protest and Struggle in Okinawa,book_reference,skipped_non_url_reference,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A057,沖縄意見広告運動,S034,S034,organization_site,沖縄意見広告運動 全国紙に一面広告,https://www.okinawaiken.org/,archived,actor_source_ref,https://www.okinawaiken.org/,official_site,qualifying_candidate,yes,,2026-07-11
A059,沖縄「建白書」を実現し未来を拓く島ぐるみ会議,S029,S029,party_news,島ぐるみ会議 辺野古新基地反対で連帯,https://www.jcp.or.jp/akahata/aik15/2015-06-29/2015062903_01_1.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A060,高江のヘリパッドいらない住民の会,S028,S028,local_news,高江ヘリパッド建設 住民らが抗議,https://ryukyushimpo.jp/news/entry-315940.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A061,日本野鳥の会,S003,S003,ngo_statement,67団体がジュゴンの生息地辺野古への基地建設反対に共同声明,https://www.wwf.or.jp/activities/statement/3436.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A061,日本野鳥の会,S004,S004,ngo_statement,辺野古の海を守れ NGO 31団体が緊急共同声明,https://www.nacsj.or.jp/statement/50827/,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A062,日本湿地ネットワーク（JAWAN）,S003,S003,ngo_statement,67団体がジュゴンの生息地辺野古への基地建設反対に共同声明,https://www.wwf.or.jp/activities/statement/3436.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A062,日本湿地ネットワーク（JAWAN）,WEB-A062-20260819,S127,current_official_web_candidate,Current official or formally administered page candidate,https://www.jawan.jp/,archived,normalized_from_actor_owned_source_elsewhere_in_log,https://www.jawan.jp/,official_site,qualifying_candidate,yes,,2026-08-19
A063,一坪反戦地主会関東ブロック,S038,S038,organization_site,一坪反戦地主会 軍用地契約拒否運動,https://www.jca.apc.org/HHK/,archived,actor_source_ref,https://www.jca.apc.org/HHK/,official_site,qualifying_candidate,yes,,2026-07-11
A064,外国軍事基地撤去国際ネットワーク（No Bases Network）,S033,S033,academic_article,Tanji Miyume: Myth Protest and Struggle in Okinawa,book_reference,skipped_non_url_reference,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A065,南西諸島ピースネット,S036,S036,local_news,南西諸島ピースネット 結成,https://ryukyushimpo.jp/news/entry-452562.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A066,新外交イニシアティブ（ND）,S032,S032,organization_site,新外交イニシアティブ（ND）公式サイト,https://www.nd-initiative.org/,archived,actor_source_ref,https://www.nd-initiative.org/,official_site,qualifying_candidate,yes,,2026-07-11
A067,辺野古土砂搬出反対全国連絡協議会,S040,S040,magazine_news,辺野古土砂搬入反対全国連絡協議会 結成,https://www.kinyobi.co.jp/kinyobinews/2016/06/24/%E8%BE%BA%E9%87%8E%E5%8F%A4%E5%9F%8B%E3%82%81%E7%AB%8B%E3%81%A6%E3%81%AB%E5%8A%A0%E6%8B%85%E3%81%97%E3%81%AA%E3%81%84%E2%80%95%E2%80%95%E5%9C%9F%E7%A0%82%E6%8E%A1%E5%8F%96%E5%9C%B0%E3%81%AE%E9%97%98/,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,S042,S042,local_official,名護市民投票 基地建設反対が多数,https://www.city.nago.okinawa.jp/kurashi/2018071900226/,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A068,ヘリポート基地建設の是非を問う名護市民投票推進協議会,S192,S192,prefectural_official,沖縄の米軍基地（平成15年3月）第13章「基地問題の沿革」,https://www.pref.okinawa.jp/kititaisaku/DP-08-13.pdf,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A069,沖縄ジュゴン環境アセスメント監視団,S047,S047,official_data,沖縄防衛局 辺野古新基地建設事業 環境影響評価書,https://www.mod.go.jp/rdb/okinawa/effort/base/evaluation/hyoukasyo.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A070,Veterans For Peace Ryukyu/Okinawa Chapter Kokusai (VFP-ROCK),S048,S048,organization_site,Veterans for Peace Ryukyu/Okinawa Chapter Kokusai,https://www.veteransforpeace.org/who-we-are/2025-online-business-meeting/resolution-2025-1-us-military-expansion-and-environmental-destruction-okinawa,archived,actor_source_ref,https://www.veteransforpeace.org/who-we-are/2025-online-business-meeting/resolution-2025-1-us-military-expansion-and-environmental-destruction-okinawa,parent_org_page,qualifying_candidate,yes,,2026-07-11
A073,琉球沖縄国際支援プログラム,S033,S033,academic_article,Tanji Miyume: Myth Protest and Struggle in Okinawa,book_reference,skipped_non_url_reference,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A074,沖縄県知事公室基地対策課,S043,S043,official_data,沖縄県 米軍基地の概要,https://www.pref.okinawa.jp/heiwakichi/kichi/1017273/1017274/1025057/1029383.html,archived,normalized_from_official_department_source,https://www.pref.okinawa.jp/heiwakichi/kichi/,official_subunit,qualifying_candidate,yes,,2026-07-11
A075,沖縄防衛局,S047,S047,official_data,沖縄防衛局 辺野古新基地建設事業 環境影響評価書,https://www.mod.go.jp/rdb/okinawa/effort/base/evaluation/hyoukasyo.html,archived,normalized_from_official_bureau_source,https://www.mod.go.jp/rdb/okinawa/index.html,official_subunit,qualifying_candidate,yes,,2026-07-11
A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,S060,S060,legal_international,Earthjustice 2003 Okinawa Dugong lawsuit press release,https://earthjustice.org/press/2003/us-japanese-conservation-groups-join-in-legal-effort-to-save-okinawa-dugong-from-extinction,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,S061,S061,legal_source,JELF Okinawa Dugong NHPA lawsuit plaintiff material,https://www.jelf-justice.org/base_issue/post-1430/,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,S062,S062,legal_international,Earthjustice Okinawa Dugong case page,https://earthjustice.org/case/okinawa-dugong-proposed-airbase,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,S063,S063,encyclopedia,琉球新報 用語辞典 ジュゴン保護基金委員会,https://ryukyushimpo.jp/okinawa-dic/prentry-41677.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A086,Turtle Island Restoration Network,S060,S060,legal_international,Earthjustice 2003 Okinawa Dugong lawsuit press release,https://earthjustice.org/press/2003/us-japanese-conservation-groups-join-in-legal-effort-to-save-okinawa-dugong-from-extinction,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A086,Turtle Island Restoration Network,S093,S093,court_record,Okinawa Dugong v Rumsfeld docket USCOURTS-cand-3_03-cv-04350,https://www.govinfo.gov/content/pkg/USCOURTS-cand-3_03-cv-04350/pdf/USCOURTS-cand-3_03-cv-04350-16.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A086,Turtle Island Restoration Network,S228,S228,organization_financial_filing,Turtle Island Restoration Network Form 990 public disclosure,https://seaturtles.org/wp-content/uploads/2025/01/TIRN-6.30.2024-Public-Disclosure-Copy-2.pdf,archived,exact_actor_source_elsewhere_in_log,https://seaturtles.org/,official_site,qualifying_candidate,yes,,2026-07-13
A086,Turtle Island Restoration Network,S229,S229,party_legal_filing,"Opening Brief, Center for Biological Diversity et al. v. Esper",https://seaturtles.org/wp-content/uploads/2019/01/19-01-02-OPENING-BRIEF.pdf,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A087,NPO法人世界版「平和の礎」を提案する会,S103,S103,official_portal,NPO法人世界版「平和の礎」を提案する会 行政入力情報,https://www.npo-homepage.go.jp/npoportal/gyosei-print/047006834,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A087,NPO法人世界版「平和の礎」を提案する会,S230,S230,organization_site,概要｜世界版「平和の礎」を提案する会,https://www.ishiji.org/about,archived,exact_actor_source_elsewhere_in_log,https://www.ishiji.org/about,official_site,qualifying_candidate,yes,,2026-07-13
A088,特定非営利活動法人沖縄平和協力センター,S104,S104,official_portal,NPO法人信息检索结果：沖縄平和協力センター,https://www.npo-homepage.go.jp/npoportal/list?fiscal_year_end_first=&fiscal_year_end_second=&fiscal_year_start_first=&fiscal_year_start_second=&goc%5B0%5D=000&order=desc&page=260&sort=gov_code,failed,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A088,特定非営利活動法人沖縄平和協力センター,S231,S231,official_jica_partner_page,特定非営利活動法人 沖縄平和協力センター（OPAC）,https://www.jica.go.jp/domestic/okinawa/activities/kaihatsu/festival/2022/organization_02/08.html,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A088,特定非営利活動法人沖縄平和協力センター,S232,S232,official_jica_project_record,沖縄県の平和希求の心をカンボジアの地雷対策に活かす草の根技術協力,https://www.jica.go.jp/domestic/okinawa/information/topics/2023/1525168_14644.html,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A089,沖縄県教職員組合,S105,S105,organization_site,沖教組とは,https://www.oki-tu.org/about_us,archived,actor_source_ref,https://www.oki-tu.org/about_us,official_site,qualifying_candidate,yes,,2026-07-11
A089,沖縄県教職員組合,S233,S233,organization_site_subunit_page,各支部｜沖縄県教職員組合,https://www.oki-tu.org/branch,archived,exact_actor_id_support_elsewhere_in_log,https://www.oki-tu.org/branch,official_subunit,qualifying_candidate,no,,2026-07-13
A090,沖縄県高等学校障害児学校教職員組合,S106,S106,organization_site,組合について：沖縄県高等学校障害児学校教職員組合,https://www.oki-htu.or.jp/about.php,archived,actor_source_ref,https://www.oki-htu.or.jp/about.php,official_site,qualifying_candidate,yes,,2026-07-11
A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,S107,S107,organization_site,連合沖縄とは,https://www.rengo-okinawa.jp/about-us/,archived,actor_source_ref,https://www.rengo-okinawa.jp/about-us/,official_site,qualifying_candidate,yes,,2026-07-11
A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,S108,S108,organization_action_record,在日米軍関係者によって繰り返される性的暴行事件に関する抗議・要請,https://www.rengo-okinawa.jp/cat-news/post-2485/,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,S234,S234,organization_action_record,連合2024平和行動in沖縄を開催,https://www.rengo-okinawa.jp/cat-news/post-2174/,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,S235,S235,organization_action_record,連合沖縄2025新春の集いを開催,https://www.rengo-okinawa.jp/cat-news/post-2414/,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A092,沖縄県労働組合総連合,S109,S109,organization_site,沖縄県労連の紹介,https://okinawakenroren.org/kenrorenshokai.html,archived,actor_source_ref,https://okinawakenroren.org/kenrorenshokai.html,official_site,qualifying_candidate,yes,,2026-07-11
A093,全日本自治団体労働組合沖縄県本部,S110,S110,organization_site,自治労沖縄県本部,https://www.jichiro.okinawa/,archived,actor_source_ref,https://www.jichiro.okinawa/,official_site,qualifying_candidate,yes,,2026-07-11
A093,全日本自治団体労働組合沖縄県本部,S236,S236,organization_site,自治労とは？｜自治労沖縄県本部,https://www.jichiro.okinawa/about.php,archived,exact_actor_id_support_elsewhere_in_log,https://www.jichiro.okinawa/about.php,official_site,qualifying_candidate,no,,2026-07-13
A095,止めよう「自衛隊配備」宮古郡民の会,S112,S112,official_legislative_record,沖縄県議会委員会记录：宫古两团体陈情,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/017/050/inkaihou.compressed.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A095,止めよう「自衛隊配備」宮古郡民の会,S113,S113,local_news,考える会・郡民の会抗议报道,https://www.miyakomainichi.com/news/post-82976/,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A095,止めよう「自衛隊配備」宮古郡民の会,S237,S237,local_newspaper,止めよう「自衛隊配備」―70人の市民結集し結成会,https://www.miyakomainichi.com/news/post-76312/,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A095,止めよう「自衛隊配備」宮古郡民の会,S238,S238,local_newspaper,反対派市民が署名提出／陸自配備,https://www.miyakomainichi.com/news/post-81162/,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A096,宮古平和運動連絡協議会,S112,S112,official_legislative_record,沖縄県議会委員会记录：宫古两团体陈情,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/017/050/inkaihou.compressed.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A096,宮古平和運動連絡協議会,S239,S239,official_legislative_record,宮古島市議会 平成27年6月定例会会議録,https://www.city.miyakojima.lg.jp/gyosei/gikai/files/h27.6.dai4kaikaigiroku.pdf,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A096,宮古平和運動連絡協議会,S240,S240,local_newspaper,下地島への自衛隊配備に反対／平和運動連絡協,https://www.miyakomainichi.com/2011/06/20401/,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A097,宮古島環境クラブ,S114,S114,organization_site,宮古島環境クラブ,https://www.npo-mec.net/,archived,actor_source_ref,https://www.npo-mec.net/,official_site,qualifying_candidate,yes,,2026-07-11
A097,宮古島環境クラブ,S241,S241,organization_site,宮古島環境クラブ（MEC）の活動とは？,https://www.npo-mec.net/services,archived,exact_actor_id_support_elsewhere_in_log,https://www.npo-mec.net/services,official_site,qualifying_candidate,no,,2026-07-13
A098,特定非営利活動法人宮古島海の環境ネットワーク,S115,S115,organization_site,特定非営利活動法人 宮古島 海の環境ネットワーク,https://econet.jpn.org/,archived,actor_source_ref,https://econet.jpn.org/,official_site,qualifying_candidate,yes,,2026-07-11
A098,特定非営利活動法人宮古島海の環境ネットワーク,S242,S242,organization_site,法人概要｜宮古島 海の環境ネットワーク,https://econet.jpn.org/outline,archived,exact_actor_id_support_elsewhere_in_log,https://econet.jpn.org/outline,official_site,qualifying_candidate,no,,2026-07-13
A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,S116,S116,organization_site,PFAS汚染から市民の生命を守る連絡会について,https://darkwater.okinawa/about/,archived,actor_source_ref,https://darkwater.okinawa/about/,official_site,qualifying_candidate,yes,,2026-07-11
A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,S117,S117,official_government_record,沖縄県PFAS健康影响委员会议事概要,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/026/790/r7_04gijigaiyou.pdf,failed,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,S243,S243,organization_action_record,PFAS血中濃度調査へ 市民連絡会が拡大幹事会,https://darkwater.okinawa/pfas%E8%A1%80%E4%B8%AD%E6%BF%83%E5%BA%A6%E8%AA%BF%E6%9F%BB%E3%81%B8%E3%80%80%E5%B8%82%E6%B0%91%E9%80%A3%E7%B5%A1%E4%BC%9A%E3%81%8C%E6%8B%A1%E5%A4%A7%E5%B9%B9%E4%BA%8B%E4%BC%9A%EF%BC%885%E6%9C%8825/,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A100,ミサイル配備から命を守るうるま市民の会,S118,S118,official_legislative_record,うるま市议会会议录：ミサイル配備から命を守る市民の会,https://www.city.uruma.lg.jp/documents/2778/163164165kaigiroku_2.pdf,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A100,ミサイル配備から命を守るうるま市民の会,S119,S119,local_news,うるま市民の会发足报道,https://ryukyushimpo.jp/news/entry-1623776.html,failed,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A100,ミサイル配備から命を守るうるま市民の会,S244,S244,main_local_newspaper,陸自ミサイル配備計画「反対を」―知事や県議会に要請,https://ryukyushimpo.jp/news/national/entry-2869997.html,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A101,沖縄・琉球弧の声を届ける会,S120,S120,organization_site,沖縄・琉球弧の声を届ける会,https://ryukyukohp.jimdofree.com/,failed,actor_source_ref,https://ryukyukohp.jimdofree.com/,official_site,qualifying_candidate,yes,,2026-07-11
A101,沖縄・琉球弧の声を届ける会,S245,S245,organization_site,沖縄・琉球弧の声とは,https://ryukyukohp.jimdofree.com/%E3%83%9B%E3%83%BC%E3%83%A0/%E6%B2%96%E7%B8%84-%E7%90%89%E7%90%83%E5%BC%A7%E3%81%AE%E5%A3%B0%E3%81%A8%E3%81%AF/,archived,exact_actor_id_support_elsewhere_in_log,https://ryukyukohp.jimdofree.com/%E3%83%9B%E3%83%BC%E3%83%A0/%E6%B2%96%E7%B8%84-%E7%90%89%E7%90%83%E5%BC%A7%E3%81%AE%E5%A3%B0%E3%81%A8%E3%81%AF/,official_site,qualifying_candidate,no,,2026-07-13
A101,沖縄・琉球弧の声を届ける会,S246,S246,organization_event_record,第1回連続講座（2023.11.12）,https://ryukyukohp.jimdofree.com/%E3%83%9B%E3%83%BC%E3%83%A0/%E7%AC%AC1%E5%9B%9E-2023-11-12/,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A101,沖縄・琉球弧の声を届ける会,S247,S247,organization_statement,声明・提言｜沖縄・琉球弧の声を届ける会,https://ryukyukohp.jimdofree.com/%E3%83%9B%E3%83%BC%E3%83%A0/%E5%A3%B0%E6%98%8E-%E6%8F%90%E8%A8%80/,archived,exact_actor_id_support_elsewhere_in_log,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A102,全国公害弁護団連絡会議,S121,S121,organization_site,全国公害弁護団連絡会議,https://www.kogai-net.com/,archived,actor_source_ref,https://www.kogai-net.com/,official_site,qualifying_candidate,yes,,2026-07-11
A103,全国基地爆音訴訟原告団連絡会議,S122,S122,member_organization_website,全国基地爆音訴訟原告団連絡会議介绍,https://bakuon.org/yonjitop/zenkoku.html,archived,actor_source_ref,https://bakuon.org/yonjitop/zenkoku.html,parent_org_page,qualifying_candidate,yes,,2026-07-11
A103,全国基地爆音訴訟原告団連絡会議,S123,S123,member_organization_action_record,全国基地爆音訴訟原告団連絡会政府要请报道,https://bakuon.org/2026/06/22/2026-06-18%E3%80%80%E5%85%A8%E5%9B%BD%E5%9F%BA%E5%9C%B0%E7%88%86%E9%9F%B3%E8%A8%B4%E8%A8%9F%E5%8E%9F%E5%91%8A%E5%9B%A3%E9%80%A3%E7%B5%A1%E4%BC%9A%E3%81%8C%E5%9B%BD%E4%BC%9A%E4%BA%A4%E6%B8%89/,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A104,普天間基地爆音訴訟弁護団,S124,S124,legal_network_report,普天間基地爆音訴訟报告,https://www.kogai-net.com/sokai-document/document38/38-200/38-223/,archived,actor_source_ref,https://www.kogai-net.com/sokai-document/document38/38-200/38-223/,parent_org_page,qualifying_candidate,yes,,2026-07-11
A105,日本YWCA,S125,S125,organization_statement,日本YWCA辺野古新基地建設声明,https://www.ywca.or.jp/wp-content/uploads/2020/05/0526.pdf,archived,normalized_from_actor_owned_statement_domain,https://www.ywca.or.jp/,official_site,qualifying_candidate,yes,,2026-07-11
A106,辺野古の海を土砂で埋めるな！首都圏連絡会,S126,S126,organization_site,辺野古の海を土砂で埋めるな首都圏連絡会,https://henokoumeruna2018.exblog.jp/,archived,actor_source_ref,https://henokoumeruna2018.exblog.jp/,official_site,qualifying_candidate,yes,,2026-07-11
A106,辺野古の海を土砂で埋めるな！首都圏連絡会,S127,S127,partner_organization_record,JAWAN对首都圈联络会行动记录,https://www.jawan.jp/rept/rp2019-j129/4.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-11
A107,沖縄YWCA,S144,S144,parent_organization_profile,日本YWCA『沖縄YWCAのご紹介』,https://www.ywca.or.jp/kaze/0214news-2/,archived,actor_source_ref,https://www.ywca.or.jp/kaze/0214news-2/,parent_org_page,qualifying_candidate,yes,,2026-07-13
A107,沖縄YWCA,S145,S145,parent_organization_topic_page,日本YWCA 沖縄专题页,https://www.ywca.or.jp/tag/%E6%B2%96%E7%B8%84/,archived,exact_actor_id_support_elsewhere_in_log,https://www.ywca.or.jp/tag/%E6%B2%96%E7%B8%84/,parent_org_page,qualifying_candidate,no,,2026-07-13
A107,沖縄YWCA,S295,S295,media_record,【FROM YWCA】基地に囲まれた沖縄－うちなんちゅの想い－,https://www.earth-garden.jp/study/51190/,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A108,沖縄を再び戦場にさせない県民の会,S146,S146,organization_site,沖縄を再び戦場にさせない県民の会 公式サイト,https://kenminnokai.okinawa/,failed,actor_source_ref,https://kenminnokai.okinawa/,official_site,qualifying_candidate,yes,,2026-07-13
A108,沖縄を再び戦場にさせない県民の会,S147,S147,local_news,QAB『沖縄を再び戦場にさせない「県民平和大集会」』,https://www.qab.co.jp/news/20231123193623.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A108,沖縄を再び戦場にさせない県民の会,S148,S148,local_news,沖縄を再び戦場にさせない県民の会 发足报道,https://ryukyushimpo.jp/news/entry-1754082.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A109,第4次嘉手納基地爆音差止訴訟弁護団,S149,S149,local_news,嘉手納爆音、第4次訴訟を提起―原告3万5566人,https://ryukyushimpo.jp/news/entry-1461735.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A109,第4次嘉手納基地爆音差止訴訟弁護団,S150,S150,local_news,QAB 第4次嘉手納基地爆音差止訴訟 第1回口頭弁論前夜集会,https://www.qab.co.jp/news/20230119159860.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A109,第4次嘉手納基地爆音差止訴訟弁護団,S151,S151,organization_site,嘉手納基地爆音差止訴訟原告団 公式サイト,https://kadena-bakuon.jp/,failed,related_case_organization_page,https://kadena-bakuon.jp/,parent_org_page,qualifying_candidate,yes,,2026-07-13
A109,第4次嘉手納基地爆音差止訴訟弁護団,S152,S152,participating_law_firm_record,第4次嘉手納基地爆音差止訴訟 提訴说明,https://ameblo.jp/hibikilaw-staff/entry-12727218527.html,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A110,辺野古に基地を絶対つくらせない大阪行動,S153,S153,organization_site,辺野古に基地を絶対つくらせない大阪行動 公式博客,https://blog.livedoor.jp/henoko_osaka/,failed,actor_source_ref,https://blog.livedoor.jp/henoko_osaka/,official_site,qualifying_candidate,yes,,2026-07-13
A110,辺野古に基地を絶対つくらせない大阪行動,S154,S154,media_record,IWJ 大阪・辺野古声援行动记录,https://iwj.co.jp/wj/open/archives/146582,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
A111,沖縄県女性団体連絡協議会,S200,S200,local_news,沖縄タイムス―女団協、米軍性暴力を受け県民大会開催へ,https://www.okinawatimes.co.jp/articles/-/1474162,archived,actor_source_ref,,not_found,nonqualifying,no,"Source is evidence, news, a statement, a case record, or another page that is not established as this actor's official page.",2026-07-13
