partner_display_label_id,partner_name_display_alias_machine,source_row_count,raw_source_literal_variant_count,department_count,mechanism_count,issue_field_count,dominant_mechanism_code,dominant_mechanism_label,department_names,mechanism_codes,issue_field_codes,source_row_numbers,contains_official_composite_cell,identity_status,interpretation_limit
S002PL014,宇堅福祉会,1,1,1,1,1,1,委託,総務部,1,7,15,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL095,要支援家庭寄り添い支援事業受託コンソーシアム((一社)TAKE-OFF、(一社)ぷらっと),1,1,1,1,1,2,提案型公募による委託,こども未来部,2,13,151,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL096,子どもゲンキプロジェクト共同体((一社)宜野湾子どもゲンキ食堂、(一社)3ピース58、(一社)くじら寺子屋),1,1,1,1,1,2,提案型公募による委託,こども未来部,2,13,152,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL097,一般社団法人みんなのももやま子ども食堂,1,1,1,1,1,2,提案型公募による委託,こども未来部,2,13,153,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL099,「要支援家庭寄り添い支援業務」共同体((一社)カナカナ、(特非)沖縄上等プロジェクト),1,1,1,1,1,2,提案型公募による委託,こども未来部,2,13,155,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL101,子育てサポート団体HUGs,1,1,1,1,1,2,提案型公募による委託,こども未来部,2,13,157,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL102,沖縄子供の貧困緊急対策事業受託コンソーシアム((一社)TAKE-OFFと(一社)ぷらっとの共同体),1,1,1,1,1,2,提案型公募による委託,こども未来部,2,13,159,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL103,社会福祉法人袋中園,1,1,1,1,1,1,委託,こども未来部,1,1,164,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL105,社会福祉法人友興会ノアーズガーデン,1,1,1,1,1,1,委託,こども未来部,1,1,166,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL106,一般社団法人日本児童相談業務評価機関,1,1,1,1,1,1,委託,こども未来部,1,1,167,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL107,認定特定非営利活動法人エンパワメントかながわ,1,1,1,1,1,1,委託,こども未来部,1,13,169,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL108,社会福祉法人ひんぷん会,1,1,1,1,1,4,補助,こども未来部,4,1,170,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL109,社会福祉法人沖縄県社会福祉事業団,1,1,1,1,1,4,補助,こども未来部,4,1,171,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL111,公立大学法人大阪,1,1,1,1,1,1,委託,こども未来部,1,13,173,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL112,一般社団法人大学コンソーシアム沖縄,1,1,1,1,1,1,委託,こども未来部,1,13,174,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL114,一般社団法人ある,1,1,1,1,1,1,委託,こども未来部,1,1,176,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL115,一般社団法人おきなわ子ども未来ネットワーク,1,1,1,1,1,4,補助,こども未来部,4,1,177,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL016,八重山地区商工会広域連携協議会,1,1,1,1,1,4,補助,総務部,4,16,18,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL117,社会福祉法人基督教児童福祉会,1,1,1,1,1,4,補助,こども未来部,4,1,182,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL118,社会福祉法人豊友会,1,1,1,1,1,4,補助,こども未来部,4,1,183,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL119,一般社団法人沖縄いのちにエールを贈る会,1,1,1,1,1,1,委託,こども未来部,1,2,185,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL121,社会福祉法人日本保育協会,1,1,1,1,1,1,委託,こども未来部,1,1,190,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL122,一般社団法人沖縄県助産師会,1,1,1,1,1,1,委託,こども未来部,1,1,193,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL124,公益社団法人母子保健推進会議沖縄県母子保健推進員連絡協議会,1,1,1,1,1,5,共催,こども未来部,5,1,195,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL125,NPO法人ひだまり,1,1,1,1,1,4,補助,こども未来部,4,1,196,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL002,沖縄災害救助犬協会,1,1,1,1,1,9,講師等,知事公室,9,8,2,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL128,公益社団法人那覇市母子寡婦福祉会,1,1,1,1,1,2,提案型公募による委託,こども未来部,2,1,200,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL130,公益財団法人おきなわ女性財団(沖縄県男女共同参画センター管理運営団体),1,1,1,1,1,3,指定管理者制度による委任,こども未来部,3,12,207,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL018,NPO法人キャリエイト,1,1,1,1,1,1,委託,企画部,1,5,21,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL132,女性を元気にする会,1,1,1,1,1,1,委託,こども未来部,1,12,210,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL134,更生保護法人がじゅまる沖縄,1,1,1,1,1,1,委託,こども未来部,1,1,213,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL137,一般社団法人沖縄県医師会ほか7地区医師会,1,1,1,1,1,1,委託,保健医療介護部,1,1,218,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL138,特定非営利活動法人災害医療ACT研究所,1,1,1,1,1,1,委託,保健医療介護部,1,8,219,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL139,公益社団法人地域医療振興協会,1,1,1,1,1,1,委託,保健医療介護部,1,1,221,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL142,沖縄県薬物乱用防止協会,1,1,1,1,1,1,委託,保健医療介護部,1,9,231,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL143,一般財団法人沖縄県薬剤師会,1,1,1,1,1,1,委託,保健医療介護部,1,1,232,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL144,NPO法人すこやかネット,1,1,1,1,1,1,委託,保健医療介護部,1,7,234,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL146,NPO法人子ども医療支援わらびの会,1,1,1,1,1,4,補助,保健医療介護部,4,1,237,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL148,一般社団法人日本産業カウンセラー協会沖縄支部,1,1,1,1,1,1,委託,保健医療介護部,1,1,239,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL149,NPO法人はじめました。,1,1,1,1,1,1,委託,保健医療介護部,1,1,240,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL150,社会福祉法人沖縄いのちの電話,1,1,1,1,1,4,補助,保健医療介護部,4,1,241,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL152,医療法人タピック沖縄リハビリテーションセンター病院,1,1,1,1,1,1,委託,保健医療介護部,1,1,243,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL153,沖縄県医療生活協同組合沖縄協同病院,1,1,1,1,1,1,委託,保健医療介護部,1,1,244,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL154,(公財)沖縄県保健医療福祉事業団,1,1,1,1,1,1,委託,保健医療介護部,1,1,245,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL155,沖縄愛楽園自治会,1,1,1,1,1,9,講師等,保健医療介護部,9,10,246,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL157,沖縄県精神科病院協会,1,1,1,1,1,1,委託,保健医療介護部,1,1,248,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL158,nankr沖縄,1,1,1,1,1,1,委託,保健医療介護部,1,1,250,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL159,沖縄県原爆被爆者協議会,1,1,1,1,1,4,補助,保健医療介護部,4,1,251,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL160,一般社団法人沖縄県食品衛生協会,1,1,1,1,1,1,委託,保健医療介護部,1,1,256,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL161,沖縄県食生活改善推進員連絡協議会,1,1,1,1,1,1,委託,保健医療介護部,1,1,257,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL163,一般社団法人那覇地区薬剤師会,1,1,1,1,1,8,事業協力,保健医療介護部,8,1,260,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL164,公益社団法人沖縄県栄養士会,1,1,1,1,1,8,事業協力,保健医療介護部,8,1,262,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL166,特定非営利活動法人全国コミュニティーライフサポートセンター,1,1,1,1,1,1,委託,保健医療介護部,1,1,270,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL167,公益財団法人沖縄県老人クラブ連合会,1,1,1,1,1,4,補助,保健医療介護部,4,1,271,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL168,一般社団法人沖縄県医療ソーシャルワーカー協会,1,1,1,1,1,1,委託,保健医療介護部,1,1,273,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL170,一般社団法人沖縄県リハビリテーション専門職協会,1,1,1,1,1,1,委託,保健医療介護部,1,1,277,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL172,医療法人タピック宮里病院,1,1,1,1,1,1,委託,保健医療介護部,1,1,279,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL173,医療法人タピック沖縄リハビリテーション病院,1,1,1,1,1,1,委託,保健医療介護部,1,1,280,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL174,医療法人社団輔仁会嬉野が丘サマリヤ人病院,1,1,1,1,1,1,委託,保健医療介護部,1,1,281,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL175,医療法人天仁会天久台病院,1,1,1,1,1,1,委託,保健医療介護部,1,1,282,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL176,医療法人たぶの木うむやすみゃあす・ん診療所,1,1,1,1,1,1,委託,保健医療介護部,1,1,283,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL177,特定医療法人アガペ会,1,1,1,1,1,1,委託,保健医療介護部,1,1,284,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL180,特定非営利活動法人いきがいLABO,1,1,1,1,1,7,実行委員会等,保健医療介護部,7,1,293,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL181,特定非営利活動法人グランアーク,1,1,1,1,1,7,実行委員会等,保健医療介護部,7,1,294,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL182,NPO法人名護市障害者関係団体協議会地域生活支援センターウェーブ,1,1,1,1,1,9,講師等,保健医療介護部,9,1,298,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL003,沖縄県消防設備協会,1,1,1,1,1,9,講師等,知事公室,9,8,3,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL023,SDGs×沖縄天然資源:ウイルスや原虫に対する創薬研究および食品・水産業への展開事業共同企業体※「一般社団法人トロピカルテクノプラス」を含む,1,1,1,1,1,2,提案型公募による委託,企画部,2,15,30,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL183,一般社団法人沖縄県医師会、各地区医師会(北部・中部・南部・那覇市・浦添市)(委員として会員の推薦・選出),1,1,1,1,1,10,その他,保健医療介護部,10,1,300,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL184,一般社団法人高橋聡美研究室,1,1,1,1,1,9,講師等,保健医療介護部,9,1,301,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL185,一般社団法人沖縄ダルクサントゥアリオ,1,1,1,1,1,6,後援,保健医療介護部,6,19,302,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL024,沖縄県の発注に係る沖縄イノベーション・エコシステム共同研究推進事業受託共同企業体※「一般財団法人沖縄県環境科学センター」及び「学校法人沖縄科学技術大学院大学学園」で構成,1,1,1,1,1,2,提案型公募による委託,企画部,2,15,31,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL186,公益社団法人豊見城市シルバー人材センター,1,1,1,1,1,1,委託,保健医療介護部,1,7,311,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL025,一般財団法人南西地域産業活性化センター,1,1,1,1,1,2,提案型公募による委託,企画部,2,15,32,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL191,公益社団法人日本看護協会,1,1,1,1,1,1,委託,保健医療介護部,1,1,326,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL193,一般社団法人沖縄県介護福祉士会,1,1,1,1,1,1,委託,保健医療介護部,1,1,329,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL194,学校法人大庭学園,1,1,1,1,1,1,委託,保健医療介護部,1,1,330,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL195,一般社団法人ちゅらまーる在宅看護センターはなはな,1,1,1,1,1,9,講師等,保健医療介護部,9,1,333,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL198,沖縄県植物防疫協会,1,1,1,1,1,1,委託,農林水産部,1,5,339,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL199,特定非営利活動法人芸術と遊び創造協会,1,1,1,1,1,2,提案型公募による委託,農林水産部,2,13,340,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL202,NPO法人おきなわグリーンネットワーク,1,1,1,1,1,9,講師等,農林水産部,9,7,346,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL203,沖縄大交易会実行委員会,1,1,1,1,1,7,実行委員会等,商工労働部,7,16,347,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL204,一般財団法人地方自治体公民連携研究財団,1,1,1,1,1,1,委託,商工労働部,1,16,349,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL205,一般社団法人沖縄健康産業協議会,1,1,1,1,1,1,委託,商工労働部,1,16,350,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL206,特定非営利活動法人NDA,1,1,1,1,1,2,提案型公募による委託,商工労働部,2,16,351,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL207,公益社団法人沖縄県シルバー人材センター連合,1,1,1,1,1,4,補助,商工労働部,4,17,353,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL209,公益社団法人沖縄県工業連合会,1,1,1,1,1,7,実行委員会等,商工労働部,7,15,364,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL210,一般社団法人沖縄県発明協会,1,1,1,1,1,8,事業協力,商工労働部,8,15,365,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL211,沖縄県観光おみやげ品公正取引協議会,1,1,1,1,1,8,事業協力,商工労働部,8,16,366,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL213,沖縄県工業教育研究会,1,1,1,1,1,5,共催,商工労働部,5,15,369,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL216,観光事業者収益力向上サポートコンソーシアム((一財)沖縄観光コンベンションビューロー、(一財)沖縄ITイノベーション戦略センター)※共同企業体,1,1,1,1,1,1,委託,文化観光スポーツ部,1,4,374,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL220,公益社団法人西原町シルバー人材センター,1,1,1,1,1,1,委託,文化観光スポーツ部,1,7,385,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL222,Maeda Lacquer Project(漆工房・前田貝揃案),1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,387,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL223,沖縄芝居研究会,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,388,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL224,仲尾次区,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,389,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL225,一般社団法人ビューローダンケ,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,390,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL226,演劇ユニット多々ら,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,391,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL227,2.24音楽祭実行委員会,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,392,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL228,一般社団法人UNIVA,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,393,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL229,沖縄ファミリーヒストリープロジェクト実行委員会,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,394,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL230,「沖縄戦と平和劇」実行委員会,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,395,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL231,特定非営利活動法人来間島大学まなびやー,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,396,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL232,崎枝公民館,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,397,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL233,With Artうらそえを考える会,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,398,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL234,あなたの沖縄,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,399,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL004,日本エレベーター協会,1,1,1,1,1,9,講師等,知事公室,9,8,4,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL235,琉球薬草探究会,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,400,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL236,NPO法人沖縄県沖縄語普及協議会,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,401,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL237,しまくとぅばプロジェクト,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,402,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL238,NPO法人たのしい教育研究所,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,403,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL239,特定非営利法人Okinawa Hands-On NPO,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,404,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL240,浦添市古典芸能琉球舞踊協会,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,405,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL241,Kilua Hula Studio,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,406,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL242,みゃーくふつの会,1,1,1,1,1,4,補助,文化観光スポーツ部,4,6,407,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL243,特定非営利法人琉球交響楽団,1,1,1,1,1,1,委託,文化観光スポーツ部,1,6,408,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL246,沖縄県特別支援学校卒業生保護者連絡協議会,1,1,1,1,1,6,後援,文化観光スポーツ部,6,6,419,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL028,公益財団法人沖縄こどもの国,1,1,1,1,1,2,提案型公募による委託,環境部,2,7,42,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL247,国際沖縄剛柔流空手道連盟,1,1,1,1,1,6,後援,文化観光スポーツ部,6,6,420,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL248,一般社団法人劉衛流龍鳳会,1,1,1,1,1,6,後援,文化観光スポーツ部,6,6,421,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL250,沖縄県空手道連合会,1,1,1,1,1,6,後援,文化観光スポーツ部,6,6,423,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL251,国立大学法人琉球大学地域連携推進機構,1,1,1,1,1,6,後援,文化観光スポーツ部,6,6,425,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL252,一般財団法人沖縄美ら島財団・株式会社国建共同企業体,1,1,1,1,1,2,提案型公募による委託,文化観光スポーツ部,2,6,426,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL254,沖縄県レクリエーション協会,1,1,1,1,1,1,委託,文化観光スポーツ部,1,6,429,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL029,一般社団法人沖縄リサイクル運動市民の会,1,1,1,1,1,1,委託,環境部,1,7,43,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL255,特定非営利活動法人沖縄NGOセンター,1,1,1,1,1,1,委託,文化観光スポーツ部,1,11,431,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL256,令和6年度おきなわ国際協力人材育成事業共同企業体(公社)青年海外協力協会沖縄事務所、(株)JTB沖縄,1,1,1,1,1,2,提案型公募による委託,文化観光スポーツ部,2,11,432,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL257,一般社団法人世界若者ウチナーンチュ連合会,1,1,1,1,1,1,委託,文化観光スポーツ部,1,11,433,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL258,Team OKIYUA(株)沖縄映像センター、(一社)世界若者ウチナーンチュ連合会,1,1,1,1,1,1,委託,文化観光スポーツ部,1,11,434,yes,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
