partner_display_label_id,partner_name_display_alias_machine,department_display_machine,source_row_count,mechanism_codes,issue_field_codes,source_row_numbers,edge_semantics,identity_status,human_gate,interpretation_limit
S002PL170,一般社団法人沖縄県リハビリテーション専門職協会,保健医療介護部,1,1,1,277,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL171,国立大学法人琉球大学琉球大学病院,保健医療介護部,2,1,1,278;296,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL172,医療法人タピック宮里病院,保健医療介護部,1,1,1,279,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL173,医療法人タピック沖縄リハビリテーション病院,保健医療介護部,1,1,1,280,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL174,医療法人社団輔仁会嬉野が丘サマリヤ人病院,保健医療介護部,1,1,1,281,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL175,医療法人天仁会天久台病院,保健医療介護部,1,1,1,282,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL176,医療法人たぶの木うむやすみゃあす・ん診療所,保健医療介護部,1,1,1,283,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL177,特定医療法人アガペ会,保健医療介護部,1,1,1,284,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL178,国立研究開発法人国立長寿医療研究センター,保健医療介護部,2,1,1,285;286,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL179,社会福祉法人浴風会認知症介護研究・研修東京センター,保健医療介護部,2,1,1,287;297,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL180,特定非営利活動法人いきがいLABO,保健医療介護部,1,7,1,293,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL181,特定非営利活動法人グランアーク,保健医療介護部,1,7,1,294,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL182,NPO法人名護市障害者関係団体協議会地域生活支援センターウェーブ,保健医療介護部,1,9,1,298,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL183,一般社団法人沖縄県医師会、各地区医師会(北部・中部・南部・那覇市・浦添市)(委員として会員の推薦・選出),保健医療介護部,1,10,1,300,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL184,一般社団法人高橋聡美研究室,保健医療介護部,1,9,1,301,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL185,一般社団法人沖縄ダルクサントゥアリオ,保健医療介護部,1,6,19,302,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL186,公益社団法人豊見城市シルバー人材センター,保健医療介護部,1,1,7,311,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL187,認定NPO法人アンビシャス,保健医療介護部,2,9,1,312;313,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL188,一般社団法人沖縄県介護支援専門員協会,保健医療介護部,4,1,1,315;316;318;332,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL189,一般財団法人福祉サービス評価機構,保健医療介護部,2,1,1,319;324,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL190,公益財団法人介護労働安定センター沖縄支部,保健医療介護部,2,1,1,320;331,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL191,公益社団法人日本看護協会,保健医療介護部,1,1,1,326,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL192,一般社団法人沖縄県中小企業診断士協会,保健医療介護部,1,1,16,328,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL193,一般社団法人沖縄県介護福祉士会,保健医療介護部,1,1,1,329,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL194,学校法人大庭学園,保健医療介護部,1,1,1,330,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL195,一般社団法人ちゅらまーる在宅看護センターはなはな,保健医療介護部,1,9,1,333,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL196,公益社団法人名護市シルバー人材センター,保健医療介護部,1,1,7,334,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL021,公益財団法人沖縄科学技術振興センター,商工労働部,1,1,16,348,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL056,公益財団法人沖縄県労働者福祉基金協会,商工労働部,2,2,17,352;355,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL093,特定非営利活動法人サポートセンターゆめさき,商工労働部,4,1,17,360;361;362;363,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL094,労働者協同組合ワーカーズコープ・センター事業団,商工労働部,2,1,17,358;359,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL192,一般社団法人沖縄県中小企業診断士協会,商工労働部,1,2,17,354,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL203,沖縄大交易会実行委員会,商工労働部,1,7,16,347,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL204,一般財団法人地方自治体公民連携研究財団,商工労働部,1,1,16,349,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL205,一般社団法人沖縄健康産業協議会,商工労働部,1,1,16,350,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL206,特定非営利活動法人NDA,商工労働部,1,2,16,351,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL207,公益社団法人沖縄県シルバー人材センター連合,商工労働部,1,4,17,353,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL208,(公財)沖縄県労働福祉基金協会,商工労働部,2,1,17,356;357,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL209,公益社団法人沖縄県工業連合会,商工労働部,1,7,15,364,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL210,一般社団法人沖縄県発明協会,商工労働部,1,8,15,365,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL211,沖縄県観光おみやげ品公正取引協議会,商工労働部,1,8,16,366,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL212,一般社団法人沖縄県溶接協会,商工労働部,2,6;8,16,367;368,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL213,沖縄県工業教育研究会,商工労働部,1,5,15,369,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL214,特定非営利活動法人沖縄県工芸産業協働センター,商工労働部,2,2,16,370;371,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL009,公益財団法人沖縄県平和祈念財団,土木建築部,1,3,10,496,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL013,社会福祉法人みやこ福祉会,土木建築部,2,1,4,486;489,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL020,公益財団法人沖縄県建設技術センター,土木建築部,9,1;5,3;7;9;14;16,441;442;443;455;456;457;478;479;480,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL027,公益社団法人沖縄県緑化推進委員会,土木建築部,6,1,4;7;19,458;470;477;481;488;490,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL129,NPO法人レインボーハートokinawa,土木建築部,1,10,3,466,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL145,一般財団法人沖縄美ら島財団,土木建築部,4,1;3,4,491;492;493;494,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL192,一般社団法人沖縄県中小企業診断士協会,土木建築部,1,2,16,449,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL196,公益社団法人名護市シルバー人材センター,土木建築部,1,1,3,469,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL218,一般財団法人沖縄観光コンベンションビューロー,土木建築部,1,3,4,495,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL263,一般財団法人経済調査会,土木建築部,5,1,3;14,439;440;447;453;454,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL264,一般財団法人日本建設情報総合センター,土木建築部,2,1,14,444;446,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL265,一般財団法人建築コスト管理システム研究所,土木建築部,1,1,14,445,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL266,一般財団法人建設物価調査会,土木建築部,1,1,14,448,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL267,一般財団法人建設業情報管理センター,土木建築部,2,1,16,450;451,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL268,一般社団法人沖縄しまたて協会,土木建築部,1,2,17,452,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL269,特定非営利活動法人蒸暑地域住まいの研究会,土木建築部,1,1,7,459,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL270,特定非営利活動法人沖縄県建築設計サポートセンター,土木建築部,1,2,3,460,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL271,公益社団法人沖縄県建築士会,土木建築部,1,1,8,461,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL272,公益社団法人沖縄県宅地建物取引業協会,土木建築部,1,1,18,462,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL273,公益社団法人全日本不動産協会沖縄県本部,土木建築部,1,1,18,463,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL274,特定非営利活動法人首里まちづくり研究会,土木建築部,1,1,3,464,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL275,NPO法人バリアフリーネットワーク会議,土木建築部,2,8;10,3;6,465;467,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL276,社会福祉法人豊饒会,土木建築部,2,1,3,468;471,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL277,公益社団法人沖縄市シルバー人材センター,土木建築部,3,1,17,472;474;476,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL278,(公社)西原町シルバー人材センター,土木建築部,1,1,17,473,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL279,公益社団法人うるま市シルバー人材センター,土木建築部,1,1,17,475,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL280,一般財団法人沖縄県セルプセンター,土木建築部,1,1,7,482,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL281,(公社)那覇市シルバー人材センター,土木建築部,1,1,17,483,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL282,同上,土木建築部,1,1,17,484,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL283,特定非営利活動法人マーズ,土木建築部,1,1,4,485,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL284,公益社団法人宮古島市シルバー人材センター,土木建築部,1,1,4,487,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL010,特定非営利活動法人沖縄平和協力センター,教育庁,1,1,11,501,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL046,社会福祉法人沖縄県社会福祉協議会,教育庁,1,6,2,521,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL077,国立大学法人琉球大学,教育庁,1,5,2,544,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL093,特定非営利活動法人サポートセンターゆめさき,教育庁,1,2,13,500,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL129,NPO法人レインボーハートokinawa,教育庁,2,6;9,13,499;591,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL140,一般社団法人沖縄県薬剤師会,教育庁,1,5,13,590,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL145,一般財団法人沖縄美ら島財団,教育庁,1,8,2,570,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL147,一般社団法人沖縄県公認心理師協会,教育庁,2,1,1,511;512,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL151,一般社団法人那覇市医師会,教育庁,1,1,1,506,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL244,公益財団法人国立劇場おきなわ運営財団,教育庁,1,5,2,561,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL279,公益社団法人うるま市シルバー人材センター,教育庁,1,3,2,566,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL286,認定特定非営利活動法人Teach For Japan,教育庁,1,8,13,498,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL287,わくわくの会・サイオンコミュニケーションズコンソーシアム,教育庁,1,2,13,502,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL288,公立学校共済組合,教育庁,3,1,1,503;504;513,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL289,一般財団法人沖縄県健康づくり財団,教育庁,1,1,1,505,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL290,一般社団法人中部地区医師会,教育庁,1,1,1,507,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL291,社会医療法人かりゆし会,教育庁,1,1,1,508,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL292,医療法人徳州会宮古島徳州会病院,教育庁,1,1,1,509,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL293,医療法人徳州会石垣島徳州会病院,教育庁,1,1,1,510,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL294,NPO法人メンタルぷらす協会Reforest,教育庁,1,6,13,514,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL295,一般社団法人ホワイトボード,教育庁,1,6,13,515,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL296,NPO法人教育の杜,教育庁,1,6,13,516,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL297,公益財団法人沖縄県国際交流・人材育成財団,教育庁,1,4,13,517,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL298,一般財団法人ざぶん環境・文化プロジェクト,教育庁,1,6,13,518,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
