partner_display_label_id,partner_name_display_alias_machine,official_mechanism_code,official_mechanism_label,source_row_count,raw_source_literal_variant_count,department_count,department_names,issue_field_codes,source_row_numbers,edge_semantics,identity_status,human_gate,interpretation_limit
S002PL149,NPO法人はじめました。,1,委託,1,1,1,保健医療介護部,1,240,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL151,一般社団法人那覇市医師会,1,委託,1,1,1,教育庁,1,506,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL152,医療法人タピック沖縄リハビリテーションセンター病院,1,委託,1,1,1,保健医療介護部,1,243,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL153,沖縄県医療生活協同組合沖縄協同病院,1,委託,1,1,1,保健医療介護部,1,244,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL154,(公財)沖縄県保健医療福祉事業団,1,委託,1,1,1,保健医療介護部,1,245,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL156,一般財団法人沖縄県精神保健福祉協会,1,委託,1,1,1,保健医療介護部,1,247,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL157,沖縄県精神科病院協会,1,委託,1,1,1,保健医療介護部,1,248,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL158,nankr沖縄,1,委託,1,1,1,保健医療介護部,1,250,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL160,一般社団法人沖縄県食品衛生協会,1,委託,1,1,1,保健医療介護部,1,256,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL161,沖縄県食生活改善推進員連絡協議会,1,委託,1,1,1,保健医療介護部,1,257,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL162,一般社団法人沖縄県歯科医師会,1,委託,4,2,1,保健医療介護部,1,266;267;274;290,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL165,一般社団法人沖縄県歯科衛生士会,1,委託,2,1,1,保健医療介護部,1,263;264,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL166,特定非営利活動法人全国コミュニティーライフサポートセンター,1,委託,1,1,1,保健医療介護部,1,270,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL168,一般社団法人沖縄県医療ソーシャルワーカー協会,1,委託,1,1,1,保健医療介護部,1,273,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL169,公益社団法人沖縄県理学療法士協会,1,委託,2,1,1,保健医療介護部,1,275;276,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL170,一般社団法人沖縄県リハビリテーション専門職協会,1,委託,1,1,1,保健医療介護部,1,277,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL171,国立大学法人琉球大学琉球大学病院,1,委託,2,1,1,保健医療介護部,1,278;296,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL172,医療法人タピック宮里病院,1,委託,1,1,1,保健医療介護部,1,279,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL173,医療法人タピック沖縄リハビリテーション病院,1,委託,1,1,1,保健医療介護部,1,280,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL174,医療法人社団輔仁会嬉野が丘サマリヤ人病院,1,委託,1,1,1,保健医療介護部,1,281,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL175,医療法人天仁会天久台病院,1,委託,1,1,1,保健医療介護部,1,282,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL176,医療法人たぶの木うむやすみゃあす・ん診療所,1,委託,1,1,1,保健医療介護部,1,283,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL177,特定医療法人アガペ会,1,委託,1,1,1,保健医療介護部,1,284,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL178,国立研究開発法人国立長寿医療研究センター,1,委託,2,1,1,保健医療介護部,1,285;286,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL179,社会福祉法人浴風会認知症介護研究・研修東京センター,1,委託,2,1,1,保健医療介護部,1,287;297,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL186,公益社団法人豊見城市シルバー人材センター,1,委託,1,1,1,保健医療介護部,7,311,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL188,一般社団法人沖縄県介護支援専門員協会,1,委託,4,1,1,保健医療介護部,1,315;316;318;332,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL189,一般財団法人福祉サービス評価機構,1,委託,2,1,1,保健医療介護部,1,319;324,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL190,公益財団法人介護労働安定センター沖縄支部,1,委託,2,1,1,保健医療介護部,1,320;331,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL191,公益社団法人日本看護協会,1,委託,1,1,1,保健医療介護部,1,326,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL192,一般社団法人沖縄県中小企業診断士協会,1,委託,1,1,1,保健医療介護部,16,328,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL193,一般社団法人沖縄県介護福祉士会,1,委託,1,1,1,保健医療介護部,1,329,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL194,学校法人大庭学園,1,委託,1,1,1,保健医療介護部,1,330,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL196,公益社団法人名護市シルバー人材センター,1,委託,2,2,2,保健医療介護部;土木建築部,3;7,334;469,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL197,公益財団法人沖縄県農業振興公社,1,委託,2,1,1,農林水産部,5;17,335;338,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL198,沖縄県植物防疫協会,1,委託,1,1,1,農林水産部,5,339,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL200,一般財団法人沖縄県水産公社,1,委託,2,1,1,農林水産部,16,341;342,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL201,一般社団法人沖縄県漁業無線協会,1,委託,3,1,1,農林水産部,9,343;344;345,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL204,一般財団法人地方自治体公民連携研究財団,1,委託,1,1,1,商工労働部,16,349,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL205,一般社団法人沖縄健康産業協議会,1,委託,1,1,1,商工労働部,16,350,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL208,(公財)沖縄県労働福祉基金協会,1,委託,2,1,1,商工労働部,17,356;357,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL215,(一財)沖縄観光コンベンションビューロー,1,委託,4,1,1,文化観光スポーツ部,4,372;373;378;379,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL216,観光事業者収益力向上サポートコンソーシアム((一財)沖縄観光コンベンションビューロー、(一財)沖縄ITイノベーション戦略センター)※共同企業体,1,委託,1,1,1,文化観光スポーツ部,4,374,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL218,一般財団法人沖縄観光コンベンションビューロー,1,委託,4,1,1,文化観光スポーツ部,4,376;380;381;383,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL219,公益財団法人沖縄県産業振興公社,1,委託,2,1,1,文化観光スポーツ部,4,382;384,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL220,公益社団法人西原町シルバー人材センター,1,委託,1,1,1,文化観光スポーツ部,7,385,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL221,公益財団法人沖縄県文化振興会,1,委託,2,1,1,文化観光スポーツ部,4;6,386;409,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL243,特定非営利法人琉球交響楽団,1,委託,1,1,1,文化観光スポーツ部,6,408,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL244,公益財団法人国立劇場おきなわ運営財団,1,委託,1,1,1,文化観光スポーツ部,6,410,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL245,一般社団法人沖縄伝統空手道振興会,1,委託,7,1,1,文化観光スポーツ部,6,411;413;414;415;416;417;418,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL253,公益財団法人沖縄県スポーツ協会,1,委託,2,1,1,文化観光スポーツ部,6,427;428,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL254,沖縄県レクリエーション協会,1,委託,1,1,1,文化観光スポーツ部,6,429,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL255,特定非営利活動法人沖縄NGOセンター,1,委託,1,1,1,文化観光スポーツ部,11,431,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL257,一般社団法人世界若者ウチナーンチュ連合会,1,委託,1,1,1,文化観光スポーツ部,11,433,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL258,Team OKIYUA(株)沖縄映像センター、(一社)世界若者ウチナーンチュ連合会,1,委託,1,1,1,文化観光スポーツ部,11,434,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL263,一般財団法人経済調査会,1,委託,5,1,1,土木建築部,3;14,439;440;447;453;454,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL264,一般財団法人日本建設情報総合センター,1,委託,2,1,1,土木建築部,14,444;446,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL265,一般財団法人建築コスト管理システム研究所,1,委託,1,1,1,土木建築部,14,445,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL266,一般財団法人建設物価調査会,1,委託,1,1,1,土木建築部,14,448,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL267,一般財団法人建設業情報管理センター,1,委託,2,1,1,土木建築部,16,450;451,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL269,特定非営利活動法人蒸暑地域住まいの研究会,1,委託,1,1,1,土木建築部,7,459,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL271,公益社団法人沖縄県建築士会,1,委託,1,1,1,土木建築部,8,461,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL272,公益社団法人沖縄県宅地建物取引業協会,1,委託,1,1,1,土木建築部,18,462,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL273,公益社団法人全日本不動産協会沖縄県本部,1,委託,1,1,1,土木建築部,18,463,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL274,特定非営利活動法人首里まちづくり研究会,1,委託,1,1,1,土木建築部,3,464,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL276,社会福祉法人豊饒会,1,委託,2,1,1,土木建築部,3,468;471,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL277,公益社団法人沖縄市シルバー人材センター,1,委託,3,1,1,土木建築部,17,472;474;476,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL278,(公社)西原町シルバー人材センター,1,委託,1,1,1,土木建築部,17,473,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL279,公益社団法人うるま市シルバー人材センター,1,委託,1,1,1,土木建築部,17,475,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL280,一般財団法人沖縄県セルプセンター,1,委託,1,1,1,土木建築部,7,482,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL281,(公社)那覇市シルバー人材センター,1,委託,1,1,1,土木建築部,17,483,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL282,同上,1,委託,1,1,1,土木建築部,17,484,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL283,特定非営利活動法人マーズ,1,委託,1,1,1,土木建築部,4,485,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL284,公益社団法人宮古島市シルバー人材センター,1,委託,1,1,1,土木建築部,4,487,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL285,(福)基督教児童福祉会愛隣園,1,委託,1,1,1,県議会事務局,7,497,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL288,公立学校共済組合,1,委託,3,1,1,教育庁,1,503;504;513,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL289,一般財団法人沖縄県健康づくり財団,1,委託,1,1,1,教育庁,1,505,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL290,一般社団法人中部地区医師会,1,委託,1,1,1,教育庁,1,507,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL291,社会医療法人かりゆし会,1,委託,1,1,1,教育庁,1,508,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL292,医療法人徳州会宮古島徳州会病院,1,委託,1,1,1,教育庁,1,509,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL293,医療法人徳州会石垣島徳州会病院,1,委託,1,1,1,教育庁,1,510,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL335,世界若者ウチナーンチュ連合会,1,委託,1,1,1,教育庁,11,571,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL362,一般財団法人沖縄マリンレジャーセイフティービューロー,1,委託,3,1,1,警察本部,9,611;612;613,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL363,公益財団法人暴力団追放沖縄県民会議,1,委託,1,1,1,警察本部,9,614,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL001,新外交イニシアティブ,2,提案型公募による委託,1,1,1,知事公室,10,1,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL010,特定非営利活動法人沖縄平和協力センター,2,提案型公募による委託,2,1,1,知事公室,10,10;11,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL021,公益財団法人沖縄科学技術振興センター,2,提案型公募による委託,4,1,1,企画部,15,27;33;34;35,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL022,学校法人沖縄科学技術大学院大学学園,2,提案型公募による委託,2,1,1,企画部,15,28;29,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL023,SDGs×沖縄天然資源:ウイルスや原虫に対する創薬研究および食品・水産業への展開事業共同企業体※「一般社団法人トロピカルテクノプラス」を含む,2,提案型公募による委託,1,1,1,企画部,15,30,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL024,沖縄県の発注に係る沖縄イノベーション・エコシステム共同研究推進事業受託共同企業体※「一般財団法人沖縄県環境科学センター」及び「学校法人沖縄科学技術大学院大学学園」で構成,2,提案型公募による委託,1,1,1,企画部,15,31,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
