edge_id,actor_id,actor_name,issue_id,issue_label,relation_basis_original,evidence_level,review_status,review_question,review_decision,human_reviewer,review_date,review_notes,approved_formulation,scope_boundary,decision_source_report
AI029,A012,宮古島いのちの水を守ろう！,I002,anti_military,Miyako JSDF deployment opposition,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,event_specific,项目负责人,2026-07-20,只限同一 6・11 反陆自部署集会／次日抗议安排 | 边界：A012—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,只限同一 6・11 反陆自部署集会／次日抗议安排,A012—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
AI030,A012,宮古島いのちの水を守ろう！,I007,life_safety,Water/life-safety frame,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,event_specific,项目负责人,2026-07-20,只限同一事件把饮用水源、后代生活和部署风险并置；不新增健康因果 | 边界：A012—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,只限同一事件把饮用水源、后代生活和部署风险并置；不新增健康因果,A012—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
AI032,A013,ミサイル基地いらない宮古島住民連絡会,I006,groundwater,Miyako groundwater/water concern,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2018–2020 多期调查、信息开示和抗议持续提出地下水／燃料设施风险 | 边界：A013—groundwater；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2018–2020 多期调查、信息开示和抗议持续提出地下水／燃料设施风险,A013—groundwater；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
AI033,A013,ミサイル基地いらない宮古島住民連絡会,I007,life_safety,Missile/base life-safety concern,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2020–2025 重复提出弹药库、运输、交通、说明和居民日常安全要求 | 边界：A013—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2020–2025 重复提出弹药库、运输、交通、说明和居民日常安全要求,A013—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
AI038,A016,与那国島の明るい未来を願うイソバの会,I008,health_risk,Yonaguni health/life-safety concerns around deployment and exercises,E3,human_checked,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,remain_unclear,项目负责人,2026-07-20,当前三份 source ref 均不能支持 I008；建议从可发布层停用，等待直接健康／暴露材料 | 边界：A016—health_risk；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,当前三份 source ref 均不能支持 I008；建议从可发布层停用，等待直接健康／暴露材料,A016—health_risk；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
AI039,A016,与那国島の明るい未来を願うイソバの会,I002,anti_military,Yonaguni deployment and joint-exercise concerns,E3,human_checked,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2011 年以来博客及 2024 行动支持持续反部署／反演习定位 | 边界：A016—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2011 年以来博客及 2024 行动支持持续反部署／反演习定位,A016—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
AI056,X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),I016,base_community_welfare,AWWA grantmaking/welfare network,E3,human_checked,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,福利／慈善申请审查与支持是持续功能；不产生政治立场或未证 recipient 边 | 边界：X004—base_community_welfare；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,福利／慈善申请审查与支持是持续功能；不产生政治立场或未证 recipient 边,X004—base_community_welfare；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
AI063,X010,沖縄NGOセンター,I013,public_diplomacy,International cooperation/development education adjacent,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,remain_unclear,项目负责人,2026-07-20,ONC 的正式角色属于国际合作／开发教育和行政协作；当前 I013 定义不宜被“相邻性”扩张，AI062 已承载准确的 I015 角色 | 边界：X010—public_diplomacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,ONC 的正式角色属于国际合作／开发教育和行政协作；当前 I013 定义不宜被“相邻性”扩张，AI062 已承载准确的 I015 角色,X010—public_diplomacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI118,A048,沖縄一坪反戦地主会,I009,local_autonomy,Land rights and local autonomy,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,remain_unclear,项目负责人,2026-07-20,S038 属 A063 关东 block，不能移作 A048 直接证据；等待具名 A048 的自治／土地权材料 | 边界：A048—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,S038 属 A063 关东 block，不能移作 A048 直接证据；等待具名 A048 的自治／土地权材料,A048—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI134,A054,沖縄人権協会,I007,life_safety,Human rights and safety concerns,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,remain_unclear,项目负责人,2026-07-20,一般人权与反战材料不等于 I007；建议从可发布层停用 | 边界：A054—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,一般人权与反战材料不等于 I007；建议从可发布层停用,A054—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI135,A055,泡瀬干潟を守る連絡会,I005,biodiversity,Tidal flat ecosystem protection,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2001–2024 持续的潮间带调查、导览、保护和拉姆萨尔倡议 | 边界：A055—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2001–2024 持续的潮间带调查、导览、保护和拉姆萨尔倡议,A055—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI138,A056,沖縄環境ネットワーク,I001,anti_base,Environmental perspective on base issues,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,长期从环境评估、污染、生物多样性等角度批评具体基地建设／军事设施 | 边界：A056—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,长期从环境评估、污染、生物多样性等角度批评具体基地建设／军事设施,A056—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI143,A059,島ぐるみ会議,I001,anti_base,All-island anti-Henoko base coordination,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,《建白书》与边野古新基地反对是全县组织的持续主轴 | 边界：A059—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,《建白书》与边野古新基地反对是全县组织的持续主轴,A059—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI145,A059,島ぐるみ会議,I009,local_autonomy,Municipal/grassroots autonomy expression,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,限于地方尊严、自决权及“冲绳事务由冲绳决定”的组织框架 | 边界：A059—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,限于地方尊严、自决权及“冲绳事务由冲绳决定”的组织框架,A059—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI146,A060,高江のヘリパッドいらない住民の会,I001,anti_base,Takae helipad opposition,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2007–2016 可见期内持续反对高江直升机坪建设 | 边界：A060—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2007–2016 可见期内持续反对高江直升机坪建设,A060—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI147,A060,高江のヘリパッドいらない住民の会,I005,biodiversity,Yanbaru forest protection concerns,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,具名请求直接涉及やんばる动植物、生态调查和生物多样性保护 | 边界：A060—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,具名请求直接涉及やんばる动植物、生态调查和生物多样性保护,A060—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI150,A063,一坪反戦地主会関東ブロック,I001,anti_base,Kanto-region anti-war landowner solidarity with Okinawa,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,关东／首都圈层面的长期反基地与冲绳声援；不是冲绳本地组织 | 边界：A063—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,关东／首都圈层面的长期反基地与冲绳声援；不是冲绳本地组织,A063—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md
AI152,A064,外国軍事基地撤去国際ネットワーク（No Bases Network）,I001,anti_base,International network against foreign military bases,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2007 年形成时的明确反外国军事基地宗旨；不写成当前仍活跃 | 边界：A064—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2007 年形成时的明确反外国军事基地宗旨；不写成当前仍活跃,A064—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI153,A064,外国軍事基地撤去国際ネットワーク（No Bases Network）,I012,international_advocacy,International anti-base advocacy,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2007 年跨国会议、网络和全球行动计划；冲绳是倡议对象／参与来源，不是已证正式分支 | 边界：A064—international_advocacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2007 年跨国会议、网络和全球行动计划；冲绳是倡议对象／参与来源，不是已证正式分支,A064—international_advocacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI154,A065,南西諸島ピースネット,I002,anti_military,Southwest Islands anti-militarization network,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,限于 2016–2018 可证的琉球弧／先岛反军事化网络定位 | 边界：A065—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,限于 2016–2018 可证的琉球弧／先岛反军事化网络定位,A065—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI160,A067,辺野古土砂搬入反対全国協議会（辺野古土砂全協）,I001,anti_base,National council against Henoko landfill soil import,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2015 年以来持续反对边野古填海土砂搬出及新基地建设 | 边界：A067—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2015 年以来持续反对边野古填海土砂搬出及新基地建设,A067—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI162,A067,辺野古土砂搬入反対全国協議会（辺野古土砂全協）,I005,biodiversity,Environmental concern about soil import sources,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,持续处理外来种、搬出地自然环境与边野古海域生物多样性风险 | 边界：A067—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,持续处理外来种、搬出地自然环境与边野古海域生物多样性风险,A067—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI164,A068,名護市民投票の会,I001,anti_base,Base construction referendum opposition,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,institutional_or_case_role,项目负责人,2026-07-20,限于 1997 年海上直升机基地市民投票的直接请求／签名／公投程序；先修复 actor 名称和谱系 | 边界：A068—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,限于 1997 年海上直升机基地市民投票的直接请求／签名／公投程序；先修复 actor 名称和谱系,A068—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI166,A069,沖縄ジュゴン環境アセスメント監視団,I004,dugong,Dugong EIA monitoring,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2003–2012 项目型 EIA 监督中的核心物种／调查定位 | 边界：A069—dugong；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2003–2012 项目型 EIA 监督中的核心物种／调查定位,A069—dugong；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI167,A069,沖縄ジュゴン環境アセスメント監視団,I005,biodiversity,Environmental assessment monitoring,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,同期环境评估、藻场及沿岸生态监督；不外推 2013 年后连续性 | 边界：A069—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,同期环境评估、藻场及沿岸生态监督；不外推 2013 年后连续性,A069—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI169,A070,Veterans for Peace Okinawa,I019,peace,Veterans peace advocacy in Okinawa,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,Ryukyu/Okinawa chapter 的退伍军人和平行动定位 | 边界：A070—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,Ryukyu/Okinawa chapter 的退伍军人和平行动定位,A070—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI170,A070,Veterans for Peace Okinawa,I001,anti_base,Veterans anti-base advocacy,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,分会自身材料支持冲绳反基地立场；不转移美国母体全部行动 | 边界：A070—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,分会自身材料支持冲绳反基地立场；不转移美国母体全部行动,A070—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md
AI171,A070,Veterans for Peace Okinawa,I012,international_advocacy,U.S. veterans international peace advocacy,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,VFP Ryukyu/Okinawa chapter 持续把冲绳诉求带入跨国退伍军人和平渠道；不转移美国母体全部活动 | 边界：A070—international_advocacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,VFP Ryukyu/Okinawa chapter 持续把冲绳诉求带入跨国退伍军人和平渠道；不转移美国母体全部活动,A070—international_advocacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md
AI172,A071,沖縄平和市民連絡会,I019,peace,Civic peace liaison activities,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,正式组织目的和跨期和平／基地行动支持持续定位；先合并 A072、替换错误 S031 | 边界：A071—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,正式组织目的和跨期和平／基地行动支持持续定位；先合并 A072、替换错误 S031,A071—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md
AI213,A110,辺野古に基地を絶対つくらせない大阪行動,I024,solidarity,Mainland public solidarity actions concerning Henoko,E3,human_checked,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2004–2026 可见的长期大阪／关西边野古声援功能；不生成稳定联盟 | 边界：A110—solidarity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2004–2026 可见的长期大阪／关西边野古声援功能；不生成稳定联盟,A110—solidarity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md
AI034,A014,住民投票を成功させるための実行委員会,I002,anti_military,Yonaguni anti-deployment referendum committee lead,E2,needs_local_retrieval,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,event_specific,项目负责人,2026-07-20,只限 2015 与那国部署公投前总决起集会／投票事件链；身份和连续性仍需当地材料 | 边界：A014—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,只限 2015 与那国部署公投前总决起集会／投票事件链；身份和连续性仍需当地材料,A014—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md
AI036,A015,与那国自衛隊配備反対意見広告実行委員会,I002,anti_military,Anti-deployment opinion-ad committee,E2,needs_local_retrieval,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,event_specific,项目负责人,2026-07-20,只限 2012 与那国反部署意见广告征集／刊登行动；保持 E2 | 边界：A015—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,只限 2012 与那国反部署意见广告征集／刊登行动；保持 E2,A015—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md
AI067,X014,NED National Endowment for Democracy,I013,public_diplomacy,NED watchlist / democracy funding context,E2,watchlist_only,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,remain_unclear,项目负责人,2026-07-20,issue 定义不匹配且无冲绳项目连接；从默认可发布／制图层退役，NED 只保留外部 watchlist | 边界：X014—public_diplomacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,issue 定义不匹配且无冲绳项目连接；从默认可发布／制图层退役，NED 只保留外部 watchlist,X014—public_diplomacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch18_v1.md
