anchor_id,work_package,case_id,metric,level,period_start,period_end,period_semantics,value,value_text,unit,currency,definition,denominator_id,source_receipt_ids,exact_locator,anchor_status,observed_local,gap_type,null_model,allowed_claim,prohibited_inference,review_status,package_scope,frontend_eligibility,central_writeback
W2A-A045,W2-A,NOSCO,total_assets_eoy_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,293673,"USD 293,673",USD,USD,End-of-period total assets; EIN 980210979; Form 990; IRS object 202530159349302288,,W2A-SR010,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports end-of-period total assets of USD 293,673 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A046,W2-A,NOSCO,total_revenue_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,326729,"USD 326,729",USD,USD,Current-year total revenue; EIN 980210979; Form 990; IRS object 202533199349301708,,W2A-SR011,XML local-name XPath /Return/ReturnData/IRS990/CYTotalRevenueAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year total revenue of USD 326,729 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A047,W2-A,NOSCO,total_expenses_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,347769,"USD 347,769",USD,USD,Current-year total expenses; EIN 980210979; Form 990; IRS object 202533199349301708,,W2A-SR011,XML local-name XPath /Return/ReturnData/IRS990/CYTotalExpensesAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year total expenses of USD 347,769 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A048,W2-A,NOSCO,grants_and_similar_paid_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,20000,"USD 20,000",USD,USD,Current-year grants and similar amounts paid; EIN 980210979; Form 990; IRS object 202533199349301708,,W2A-SR011,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year grants and similar amounts paid of USD 20,000 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A049,W2-A,NOSCO,net_assets_or_fund_balances_eoy_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,261554,"USD 261,554",USD,USD,End-of-period net assets or fund balances; EIN 980210979; Form 990; IRS object 202533199349301708,,W2A-SR011,XML local-name XPath /Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports end-of-period net assets or fund balances of USD 261,554 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A050,W2-A,NOSCO,total_assets_eoy_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,267533,"USD 267,533",USD,USD,End-of-period total assets; EIN 980210979; Form 990; IRS object 202533199349301708,,W2A-SR011,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports end-of-period total assets of USD 267,533 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A051,W2-A,OESC,total_revenue_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,225362,"USD 225,362",USD,USD,Current-year total revenue; EIN 980346507; Form 990; IRS object 202411309349303066,,W2A-SR012,XML local-name XPath /Return/ReturnData/IRS990/CYTotalRevenueAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports current-year total revenue of USD 225,362 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A052,W2-A,OESC,total_expenses_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,212251,"USD 212,251",USD,USD,Current-year total expenses; EIN 980346507; Form 990; IRS object 202411309349303066,,W2A-SR012,XML local-name XPath /Return/ReturnData/IRS990/CYTotalExpensesAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports current-year total expenses of USD 212,251 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A053,W2-A,OESC,grants_and_similar_paid_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,99522,"USD 99,522",USD,USD,Current-year grants and similar amounts paid; EIN 980346507; Form 990; IRS object 202411309349303066,,W2A-SR012,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports current-year grants and similar amounts paid of USD 99,522 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A054,W2-A,OESC,net_assets_or_fund_balances_eoy_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,127231,"USD 127,231",USD,USD,End-of-period net assets or fund balances; EIN 980346507; Form 990; IRS object 202411309349303066,,W2A-SR012,XML local-name XPath /Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports end-of-period net assets or fund balances of USD 127,231 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A055,W2-A,OESC,total_assets_eoy_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,128328,"USD 128,328",USD,USD,End-of-period total assets; EIN 980346507; Form 990; IRS object 202411309349303066,,W2A-SR012,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports end-of-period total assets of USD 128,328 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A056,W2-A,OESC,total_revenue_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,215949,"USD 215,949",USD,USD,Current-year total revenue; EIN 980346507; Form 990; IRS object 202403029349300610,,W2A-SR013,XML local-name XPath /Return/ReturnData/IRS990/CYTotalRevenueAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports current-year total revenue of USD 215,949 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A057,W2-A,OESC,total_expenses_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,268556,"USD 268,556",USD,USD,Current-year total expenses; EIN 980346507; Form 990; IRS object 202403029349300610,,W2A-SR013,XML local-name XPath /Return/ReturnData/IRS990/CYTotalExpensesAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports current-year total expenses of USD 268,556 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A058,W2-A,OESC,grants_and_similar_paid_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,103320,"USD 103,320",USD,USD,Current-year grants and similar amounts paid; EIN 980346507; Form 990; IRS object 202403029349300610,,W2A-SR013,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports current-year grants and similar amounts paid of USD 103,320 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A059,W2-A,OESC,net_assets_or_fund_balances_eoy_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,74676,"USD 74,676",USD,USD,End-of-period net assets or fund balances; EIN 980346507; Form 990; IRS object 202403029349300610,,W2A-SR013,XML local-name XPath /Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports end-of-period net assets or fund balances of USD 74,676 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A060,W2-A,OESC,total_assets_eoy_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,76127,"USD 76,127",USD,USD,End-of-period total assets; EIN 980346507; Form 990; IRS object 202403029349300610,,W2A-SR013,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports end-of-period total assets of USD 76,127 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A061,W2-A,OESC,total_revenue_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,211166,"USD 211,166",USD,USD,Current-year total revenue; EIN 980346507; Form 990; IRS object 202513109349302911,,W2A-SR014,XML local-name XPath /Return/ReturnData/IRS990/CYTotalRevenueAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports current-year total revenue of USD 211,166 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A062,W2-A,OESC,total_expenses_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,223730,"USD 223,730",USD,USD,Current-year total expenses; EIN 980346507; Form 990; IRS object 202513109349302911,,W2A-SR014,XML local-name XPath /Return/ReturnData/IRS990/CYTotalExpensesAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports current-year total expenses of USD 223,730 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A063,W2-A,OESC,grants_and_similar_paid_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,78005,"USD 78,005",USD,USD,Current-year grants and similar amounts paid; EIN 980346507; Form 990; IRS object 202513109349302911,,W2A-SR014,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports current-year grants and similar amounts paid of USD 78,005 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A064,W2-A,OESC,net_assets_or_fund_balances_eoy_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,62184,"USD 62,184",USD,USD,End-of-period net assets or fund balances; EIN 980346507; Form 990; IRS object 202513109349302911,,W2A-SR014,XML local-name XPath /Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports end-of-period net assets or fund balances of USD 62,184 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A065,W2-A,OESC,total_assets_eoy_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,63199,"USD 63,199",USD,USD,End-of-period total assets; EIN 980346507; Form 990; IRS object 202513109349302911,,W2A-SR014,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for OESC,,,"The OESC filing reports end-of-period total assets of USD 63,199 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded,research_only,not_frontend_ready,no
W2A-A066,W2-A,AWWA,reported_grant_bucket_japanese_organizations_usd,organization_filing_allocation_bucket,2022-06-01,2023-05-31,Form 990-EZ tax period; Schedule O Part I line 10 bucket,91838,"USD 91,838",USD,USD,AWWA filing-reported allocation bucket; not a recipient-complete Schedule I table,,W2A-SR001,"XML local-name XPath /Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail[FormAndLineReferenceDesc='Part I, line 10']/ExplanationTxt",official_irs_bulk_xml_verified_bucket,japanese_organizations,recipient_endpoints_incomplete,,"AWWA reports USD 91,838 in this named allocation bucket for this tax period.","Do not treat the bucket as a complete recipient list, a five-club total, or evidence of recipient political alignment.",ai_seeded,research_only,not_frontend_ready,no
W2A-A067,W2-A,AWWA,reported_grant_bucket_us_military_base_affiliated_organizations_usd,organization_filing_allocation_bucket,2022-06-01,2023-05-31,Form 990-EZ tax period; Schedule O Part I line 10 bucket,33320,"USD 33,320",USD,USD,AWWA filing-reported allocation bucket; not a recipient-complete Schedule I table,,W2A-SR001,"XML local-name XPath /Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail[FormAndLineReferenceDesc='Part I, line 10']/ExplanationTxt",official_irs_bulk_xml_verified_bucket,us_military_base_affiliated_organizations,recipient_endpoints_aggregate_only,,"AWWA reports USD 33,320 in this named allocation bucket for this tax period.","Do not treat the bucket as a complete recipient list, a five-club total, or evidence of recipient political alignment.",ai_seeded,research_only,not_frontend_ready,no
W2A-A068,W2-A,AWWA,reported_grant_bucket_japanese_organizations_usd,organization_filing_allocation_bucket,2023-06-01,2024-05-31,Form 990-EZ tax period; Schedule O Part I line 10 bucket,64077,"USD 64,077",USD,USD,AWWA filing-reported allocation bucket; not a recipient-complete Schedule I table,,W2A-SR002,"XML local-name XPath /Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail[FormAndLineReferenceDesc='Part I, line 10']/ExplanationTxt",official_irs_bulk_xml_verified_bucket,japanese_organizations,recipient_endpoints_incomplete,,"AWWA reports USD 64,077 in this named allocation bucket for this tax period.","Do not treat the bucket as a complete recipient list, a five-club total, or evidence of recipient political alignment.",ai_seeded,research_only,not_frontend_ready,no
W2A-A069,W2-A,AWWA,reported_grant_bucket_us_military_base_affiliated_organizations_usd,organization_filing_allocation_bucket,2023-06-01,2024-05-31,Form 990-EZ tax period; Schedule O Part I line 10 bucket,30812,"USD 30,812",USD,USD,AWWA filing-reported allocation bucket; not a recipient-complete Schedule I table,,W2A-SR002,"XML local-name XPath /Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail[FormAndLineReferenceDesc='Part I, line 10']/ExplanationTxt",official_irs_bulk_xml_verified_bucket,us_military_base_affiliated_organizations,recipient_endpoints_aggregate_only,,"AWWA reports USD 30,812 in this named allocation bucket for this tax period.","Do not treat the bucket as a complete recipient list, a five-club total, or evidence of recipient political alignment.",ai_seeded,research_only,not_frontend_ready,no
W2A-A070,W2-A,AWWA,filing_reported_named_program_service_grant_usd,organization_to_named_recipient_descriptor,2022-06-01,2023-05-31,Form 990-EZ tax period; program-service accomplishment row,15287,"USD 15,287",USD,USD,Filing-reported grants/allocation amount paired with the recipient descriptor in the program-service text,,W2A-SR001,XML local-name XPath /Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp[1]/DescriptionProgramSrvcAccomTxt + GrantsAndAllocationsAmt,official_irs_bulk_xml_verified_research_only_recipient_candidate,Children Kana-san Okinawa,recipient_identity_crosswalk_pending,,"The filing pairs the descriptor 'Children Kana-san Okinawa' with USD 15,287 for this tax period.",Do not create a central recipient actor or stable funding edge until identity and payment semantics receive human review.,ai_seeded,research_only,not_frontend_ready,no
W2A-A071,W2-A,AWWA,filing_reported_named_program_service_grant_usd,organization_to_named_recipient_descriptor,2022-06-01,2023-05-31,Form 990-EZ tax period; program-service accomplishment row,14870,"USD 14,870",USD,USD,Filing-reported grants/allocation amount paired with the recipient descriptor in the program-service text,,W2A-SR001,XML local-name XPath /Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp[2]/DescriptionProgramSrvcAccomTxt + GrantsAndAllocationsAmt,official_irs_bulk_xml_verified_research_only_recipient_candidate,Okinawa Nanbu Rehabilitation and Medical Center,recipient_identity_crosswalk_pending,,"The filing pairs the descriptor 'Okinawa Nanbu Rehabilitation and Medical Center' with USD 14,870 for this tax period.",Do not create a central recipient actor or stable funding edge until identity and payment semantics receive human review.,ai_seeded,research_only,not_frontend_ready,no
W2A-A072,W2-A,AWWA,filing_reported_named_program_service_grant_usd,organization_to_named_recipient_descriptor,2022-06-01,2023-05-31,Form 990-EZ tax period; program-service accomplishment row,13986,"USD 13,986",USD,USD,Filing-reported grants/allocation amount paired with the recipient descriptor in the program-service text,,W2A-SR001,XML local-name XPath /Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp[3]/DescriptionProgramSrvcAccomTxt + GrantsAndAllocationsAmt,official_irs_bulk_xml_verified_research_only_recipient_candidate,NPO ARU,recipient_identity_crosswalk_pending,,"The filing pairs the descriptor 'NPO ARU' with USD 13,986 for this tax period.",Do not create a central recipient actor or stable funding edge until identity and payment semantics receive human review.,ai_seeded,research_only,not_frontend_ready,no
W2A-A073,W2-A,AWWA,filing_reported_named_program_service_grant_usd,organization_to_named_recipient_descriptor,2023-06-01,2024-05-31,Form 990-EZ tax period; program-service accomplishment row,13423,"USD 13,423",USD,USD,Filing-reported grants/allocation amount paired with the recipient descriptor in the program-service text,,W2A-SR002,XML local-name XPath /Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp[1]/DescriptionProgramSrvcAccomTxt + GrantsAndAllocationsAmt,official_irs_bulk_xml_verified_research_only_recipient_candidate,Ambitious,recipient_identity_crosswalk_pending,,"The filing pairs the descriptor 'Ambitious' with USD 13,423 for this tax period.",Do not create a central recipient actor or stable funding edge until identity and payment semantics receive human review.,ai_seeded,research_only,not_frontend_ready,no
W2A-A074,W2-A,AWWA,filing_reported_named_program_service_grant_usd,organization_to_named_recipient_descriptor,2023-06-01,2024-05-31,Form 990-EZ tax period; program-service accomplishment row,13378,"USD 13,378",USD,USD,Filing-reported grants/allocation amount paired with the recipient descriptor in the program-service text,,W2A-SR002,XML local-name XPath /Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp[2]/DescriptionProgramSrvcAccomTxt + GrantsAndAllocationsAmt,official_irs_bulk_xml_verified_research_only_recipient_candidate,Himawari Day Care on Ishigaki Island,recipient_identity_crosswalk_pending,,"The filing pairs the descriptor 'Himawari Day Care on Ishigaki Island' with USD 13,378 for this tax period.",Do not create a central recipient actor or stable funding edge until identity and payment semantics receive human review.,ai_seeded,research_only,not_frontend_ready,no
W2A-A075,W2-A,AWWA,filing_reported_named_program_service_grant_usd,organization_to_named_recipient_descriptor,2023-06-01,2024-05-31,Form 990-EZ tax period; program-service accomplishment row,13072,"USD 13,072",USD,USD,Filing-reported grants/allocation amount paired with the recipient descriptor in the program-service text,,W2A-SR002,XML local-name XPath /Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp[3]/DescriptionProgramSrvcAccomTxt + GrantsAndAllocationsAmt,official_irs_bulk_xml_verified_research_only_recipient_candidate,Okinawa Southern Medical Center,recipient_identity_crosswalk_pending,,"The filing pairs the descriptor 'Okinawa Southern Medical Center' with USD 13,072 for this tax period.",Do not create a central recipient actor or stable funding edge until identity and payment semantics receive human review.,ai_seeded,research_only,not_frontend_ready,no
W2A-A076,W2-A,OESC_to_AWWA,cash_grant_usd,organization_to_organization,2022-07-01,2023-06-30,OESC Form 990 tax period; Schedule I recipient row,16308,"USD 16,308",USD,USD,"OESC Schedule I cash grant to AMERICAN WELFARE AND WORKS ASSOCIATION, recipient EIN 980227149",,W2A-SR012,XML local-name XPath /Return/ReturnData/IRS990ScheduleI/RecipientTable[RecipientEIN='980227149']/CashGrantAmt,official_irs_bulk_xml_verified_research_only_flow,OESC (EIN 980346507) -> AWWA (EIN 980227149),,,"OESC reports a USD 16,308 Schedule I cash grant to AWWA for this tax period.","Do not infer downstream recipients, donor sources, political alignment, or automatic recurrence beyond the observed periods.",human_checked,research_only,not_frontend_ready,no
W2A-A077,W2-A,OESC_to_AWWA,cash_grant_usd,organization_to_organization,2023-07-01,2024-06-30,OESC Form 990 tax period; Schedule I recipient row,14371,"USD 14,371",USD,USD,"OESC Schedule I cash grant to AMERICAN WELFARE AND WORKS ASSOCIATION, recipient EIN 980227149",,W2A-SR013,XML local-name XPath /Return/ReturnData/IRS990ScheduleI/RecipientTable[RecipientEIN='980227149']/CashGrantAmt,official_irs_bulk_xml_verified_research_only_flow,OESC (EIN 980346507) -> AWWA (EIN 980227149),,,"OESC reports a USD 14,371 Schedule I cash grant to AWWA for this tax period.","Do not infer downstream recipients, donor sources, political alignment, or automatic recurrence beyond the observed periods.",human_checked,research_only,not_frontend_ready,no
W2A-A078,W2-A,OESC_to_AWWA,cash_grant_usd,organization_to_organization,2024-07-01,2025-06-30,OESC Form 990 tax period; Schedule I recipient row,8479,"USD 8,479",USD,USD,"OESC Schedule I cash grant to AMERICAN WELFARE AND WORKS ASSOCIATION, recipient EIN 980227149",,W2A-SR014,XML local-name XPath /Return/ReturnData/IRS990ScheduleI/RecipientTable[RecipientEIN='980227149']/CashGrantAmt,official_irs_bulk_xml_verified_research_only_flow,OESC (EIN 980346507) -> AWWA (EIN 980227149),,,"OESC reports a USD 8,479 Schedule I cash grant to AWWA for this tax period.","Do not infer downstream recipients, donor sources, political alignment, or automatic recurrence beyond the observed periods.",human_checked,research_only,not_frontend_ready,no
W2A-A079,W2-A,AWWA,official_irs_index_filing_presence,organization_filing_index,,2022-05-31,tax-period end derived from IRS index YYYYMM; period begin not frozen,1,IRS annual index match,filing_record,,"IRS 2022 annual index lists AWWA EIN 980227149, tax period 202205, object 202202899349200300",,W2A-SR015,"official_index_matches_v1.csv row case_id=AWWA, tax_period_yyyymm=202205",official_irs_index_only_xml_member_unavailable,adjacent filing located; monetary fields not frozen,official_bulk_member_not_present,,The IRS annual index contains an AWWA filing record ending May 2022.,Do not carry monetary values from the third-party render cache into the authoritative anchor layer.,ai_seeded,research_only,not_frontend_ready,no
W2A-A080,W2-A,AWWA_five_selected_organizations,five_filing_mixed_period_gross_revenue_usd,selected_filing_set_diagnostic,2023-06-01,2025-06-30,five latest available filings with different tax periods; diagnostic snapshot only,1010655,"USD 1,010,655",USD,USD,sum of the five latest filing revenue lines,,W2A-SR002;W2A-SR005;W2A-SR008;W2A-SR011;W2A-SR014,mechanical sum of filing-level anchors listed in source_receipt_ids,derived_mixed_period_diagnostic,"AWWA, KOSC, MOSCO, NOSCO and OESC latest available filing snapshots",mixed_tax_periods;internal_transfers_not_netted,descriptive scale check only; no population denominator,"Across the five selected latest filing snapshots, sum of the five latest filing revenue lines equals USD 1,010,655.","Do not call this an annual ecosystem total, per-capita measure, consolidated budget, or Okinawa-wide service spending.",ai_seeded,research_only,not_frontend_ready,no
W2A-A081,W2-A,AWWA_five_selected_organizations,five_filing_mixed_period_gross_expenses_usd,selected_filing_set_diagnostic,2023-06-01,2025-06-30,five latest available filings with different tax periods; diagnostic snapshot only,1145622,"USD 1,145,622",USD,USD,sum of the five latest filing expense lines,,W2A-SR002;W2A-SR005;W2A-SR008;W2A-SR011;W2A-SR014,mechanical sum of filing-level anchors listed in source_receipt_ids,derived_mixed_period_diagnostic,"AWWA, KOSC, MOSCO, NOSCO and OESC latest available filing snapshots",mixed_tax_periods;internal_transfers_not_netted,descriptive scale check only; no population denominator,"Across the five selected latest filing snapshots, sum of the five latest filing expense lines equals USD 1,145,622.","Do not call this an annual ecosystem total, per-capita measure, consolidated budget, or Okinawa-wide service spending.",ai_seeded,research_only,not_frontend_ready,no
W2A-A082,W2-A,AWWA_five_selected_organizations,five_filing_mixed_period_reported_grants_lower_bound_usd,selected_filing_set_diagnostic,2023-06-01,2025-06-30,five latest available filings with different tax periods; diagnostic snapshot only,239424,"USD 239,424",USD,USD,sum of positive grants-and-similar-paid XML fields; MOSCO's current field is absent,,W2A-SR002;W2A-SR005;W2A-SR008;W2A-SR011;W2A-SR014,mechanical sum of filing-level anchors listed in source_receipt_ids,derived_mixed_period_diagnostic,"AWWA, KOSC, MOSCO, NOSCO and OESC latest available filing snapshots",mixed_tax_periods;internal_transfers_not_netted;one_grants_field_absent,descriptive scale check only; no population denominator,"Across the five selected latest filing snapshots, sum of positive grants-and-similar-paid XML fields; MOSCO's current field is absent equals USD 239,424.","Do not call this an annual ecosystem total, per-capita measure, consolidated budget, or Okinawa-wide service spending.",ai_seeded,research_only,not_frontend_ready,no
W2A-A083,W2-A,AWWA_five_selected_organizations,five_filing_mixed_period_net_assets_or_fund_balances_eoy_usd,selected_filing_set_diagnostic,2023-06-01,2025-06-30,five latest available filings with different tax periods; diagnostic snapshot only,625527,"USD 625,527",USD,USD,sum of the comparable net-assets/fund-balances EOY field,,W2A-SR002;W2A-SR005;W2A-SR008;W2A-SR011;W2A-SR014,mechanical sum of filing-level anchors listed in source_receipt_ids,derived_mixed_period_diagnostic,"AWWA, KOSC, MOSCO, NOSCO and OESC latest available filing snapshots",mixed_tax_periods;internal_transfers_not_netted,descriptive scale check only; no population denominator,"Across the five selected latest filing snapshots, sum of the comparable net-assets/fund-balances EOY field equals USD 625,527.","Do not call this an annual ecosystem total, per-capita measure, consolidated budget, or Okinawa-wide service spending.",ai_seeded,research_only,not_frontend_ready,no
W2B-A001,W2-B,USO,consolidated_support_and_revenue,global_consolidated,2024-01-01,2024-12-31,year_ended,265050000,USD 265.050 million,currency,USD,USO's 2024 summary total for support and revenue; it combines the consolidated operating total with investment return and is not the IRS Form 990 line 12 total.,,W2B-SR002;W2B-SR003,"Audited statement PDF p.6; Form 990 wrapper PDF p.6, Total column",official_primary_candidate,,reporting_perimeter_difference,None; retain as a consolidated scale anchor.,The USO consolidated 2024 financial summary reports USD 265.050 million in support and revenue.,Do not call this the Form 990 total revenue or allocate it to Japan or Okinawa.,ai_seeded,research_only,not_frontend_ready,no
W2B-A002,W2-B,USO,consolidated_operating_revenue_gains_and_support,global_consolidated,2024-01-01,2024-12-31,year_ended,247493000,USD 247.493 million,currency,USD,"Total operating revenue, gains and other support in the audited consolidated statement.",,W2B-SR002,"PDF p.6, Consolidated Statement of Activities, Total column",official_primary_candidate,,none,None.,"The audited consolidated statement reports USD 247.493 million of operating revenue, gains and other support in 2024.",Do not add it again to W2B-A001; it is a component of the consolidated summary.,ai_seeded,research_only,not_frontend_ready,no
