event_id,participant_key,participant_no,source_name,canonical_name,actor_id,candidate_actor_id,identity_status,identity_review_status,origin_type,actor_class,action_type,role,relation_strength,target_institution,source_refs,source_locator,evidence_level,event_observation_status,hr020_queue_ids,interpretation_limit
EV2010_WWF_67,EV2010_WWF_67:P062,62,憲法９条・メッセージ・プロジェクト（K9MP）,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P063,63,六条潟と三河湾を守る会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P064,64,千葉の干潟を守る会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P065,65,ジュゴンネットワーク沖縄,ジュゴンネットワーク沖縄,A003,,registry_actor,accepted_current_registry_match,okinawa_local,local_civic_actor,joint_statement,listed_endorser,repeated_public_participation_2_events,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P066,66,じゅごんの里,,,,alias_pending,needs_human_review,okinawa_local,organization_or_group_unspecified,joint_statement,listed_endorser,pending_identity_not_scored,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,HR020-12,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P067,67,環境行政改革フォーラム,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P001,1,国際環境NGO FoE Japan（エフ・オー・イー・ジャパン）,国際環境NGO FoE Japan,A021,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P002,2,NPO法人ラムサール・ネットワーク日本,NPO法人 ラムサール・ネットワーク日本,A022,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_joint_statement_signatory,repeated_public_participation_3_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P003,3,公益財団法人日本自然保護協会,日本自然保護協会,A004,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_joint_statement_signatory,repeated_public_participation_3_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P004,4,国際環境NGO グリーンピース・ジャパン,グリーンピース・ジャパン,A006,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_joint_statement_signatory,repeated_public_participation_2_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P005,5,ピースボート,ピースボート,A007,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_joint_statement_signatory,repeated_public_participation_2_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P006,6,美ら海にもやんばるにも基地はいらない市民の会,美ら海にもやんばるにも基地はいらない市民の会,A023,,registry_actor,accepted_current_registry_match,okinawa_local,local_civic_actor,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P007,7,辺野古リレー,辺野古リレー,A024,,registry_actor,accepted_current_registry_match,okinawa_local,citizen_network,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P008,8,辺野古への基地建設を許さない実行委員会,辺野古への基地建設を許さない実行委員会,A025,,registry_actor,accepted_current_registry_match,okinawa_local,executive_committee,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P009,9,ピース・ニュース,ピース・ニュース,A026,,registry_actor,accepted_current_registry_match,japan_domestic,media_or_advocacy_actor,joint_statement,listed_joint_statement_signatory,repeated_public_participation_2_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P010,10,公共事業改革市民会議,公共事業改革市民会議,A027,,registry_actor,accepted_current_registry_match,japan_domestic,citizen_network,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P011,11,公益財団法人世界自然保護基金（ＷＷＦ）ジャパン,WWFジャパン,A005,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_joint_statement_signatory,repeated_public_participation_2_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P012,12,ジュゴン保護キャンペーンセンター,ジュゴン保護キャンペーンセンター（Save the Dugong Campaign Center）,A002,,registry_actor,accepted_current_registry_match,japan_domestic,international_advocacy_actor,joint_statement,listed_joint_statement_signatory,repeated_public_participation_3_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P013,13,沖縄のための日米市民ネットワーク（JUCON）,沖縄のための日米市民ネットワーク（JUCON）,A028,,registry_actor,accepted_current_registry_match,mixed_or_network,international_advocacy_actor,joint_statement,listed_joint_statement_signatory,repeated_public_participation_2_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P014,14,沖縄・生物多様性市民ネットワーク,沖縄・生物多様性市民ネットワーク,A029,,registry_actor,accepted_current_registry_match,okinawa_local,citizen_network,joint_statement,listed_joint_statement_signatory,repeated_public_participation_2_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P015,15,市川三番瀬を守る会,市川三番瀬を守る会,A030,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P016,16,三番瀬のラムサール条約登録を実現する会,三番瀬のラムサール条約登録を実現する会,A031,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P017,17,Peace Philosophy Centre,Peace Philosophy Centre,A032,,registry_actor,accepted_current_registry_match,international,international_advocacy_actor,joint_statement,listed_joint_statement_signatory,repeated_public_participation_2_events,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P018,18,Friends of the Earth U.S.,Friends of the Earth U.S.,A033,,registry_actor,accepted_current_registry_match,us_origin,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P019,19,KOREA FEDERATION FOR ENVIRONMENTAL MOVEMENTS(KFEM),Korea Federation for Environmental Movements (KFEM),A034,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P020,20,Russian Social Ecological Union,Russian Social Ecological Union,A035,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P021,21,Friends of the Siberian Forests,Friends of the Siberian Forests,A036,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P022,22,Centre for Environmental Justice,Centre for Environmental Justice,A037,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P023,23,Sahabat Alam Malaysia,Sahabat Alam Malaysia,A038,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P024,24,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,A039,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P025,25,Pro Public,Forum for Protection of Public Interest (Pro Public),A040,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P026,26,Friends of the Earth Brisbane,Friends of the Earth Brisbane,A041,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P027,27,Pacific Environment,Pacific Environment,A042,,registry_actor,accepted_current_registry_match,us_origin,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P028,28,PENGON-FoE Palestine,PENGON-FoE Palestine,A043,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P029,29,Natuvernforbundet(Norwegian Society for the Conservation of Nature),Naturvernforbundet / Norwegian Society for the Conservation of Nature,A044,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P030,30,Center for biological diversity,Center for Biological Diversity,A045,,registry_actor,accepted_current_registry_match,us_origin,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2015_NACSJ_31,EV2015_NACSJ_31:P031,31,Pro Natura / FoE Switzerland,Pro Natura,A046,,registry_actor,accepted_current_registry_match,international,international_ngo,joint_statement,listed_joint_statement_signatory,single_event_registry_participation,Government of Japan; Government of the United States,S004,S004 archived raw.html lines 346-412; 31 consecutive organization divs,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P001,1,Diving Team Rainbow,,,,event_only_name,event_only_no_registry_merge,okinawa_local,environmental_ngo_or_group,request_letter_and_civil_society_report,undersigned_request_participant,single_event_observation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P002,2,Dugong Network Okinawa,ジュゴンネットワーク沖縄,A003,,registry_actor,accepted_current_registry_match,okinawa_local,local_civic_actor,request_letter_and_civil_society_report,undersigned_request_participant,repeated_public_participation_2_events,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P003,3,Dugong no Sato,,,,alias_pending,needs_human_review,okinawa_local,environmental_ngo_or_group,request_letter_and_civil_society_report,undersigned_request_participant,pending_identity_not_scored,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,HR020-12,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P004,4,Dugong Protection Foundation,ジュゴン保護基金委員会（Save the Dugong Foundation）,A076,,registry_actor,accepted_current_registry_match,okinawa_local,local_civic_actor,request_letter_and_civil_society_report,undersigned_request_participant,single_event_registry_participation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P005,5,Okinawa Environmental Justice Project,Okinawa Environmental Justice Project,A001,,registry_actor,accepted_current_registry_match,mixed_or_network,international_advocacy_actor,request_letter_and_civil_society_report,initiator_and_undersigned_participant,single_event_registry_participation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P006,6,Okinawa Environmental Network,沖縄環境ネットワーク,A056,,registry_actor,accepted_current_registry_match,okinawa_local,citizen_network,request_letter_and_civil_society_report,undersigned_request_participant,repeated_public_participation_2_events,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P007,7,Okinawa Reefcheck and Research Group,,,,event_only_name,event_only_no_registry_merge,okinawa_local,environmental_ngo_or_group,request_letter_and_civil_society_report,undersigned_request_participant,single_event_observation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P008,8,Okumagawa Basin Protection Foundation,,,,event_only_name,event_only_no_registry_merge,okinawa_local,environmental_ngo_or_group,request_letter_and_civil_society_report,undersigned_request_participant,single_event_observation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P009,9,Protect Northernmost Dugong Team Zan,,,,alias_pending,needs_human_review,okinawa_local,environmental_ngo_or_group,request_letter_and_civil_society_report,undersigned_request_participant,pending_identity_not_scored,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,HR020-08,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P010,10,Save Awasehigata Association (SAA),泡瀬干潟を守る連絡会,A055,,registry_actor,accepted_current_registry_match,okinawa_local,citizen_network,request_letter_and_civil_society_report,undersigned_request_participant,single_event_registry_participation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P011,11,Save the Dugong Campaign Center,ジュゴン保護キャンペーンセンター（Save the Dugong Campaign Center）,A002,,registry_actor,accepted_current_registry_match,japan_domestic,international_advocacy_actor,request_letter_and_civil_society_report,undersigned_request_participant,repeated_public_participation_3_events,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P012,12,All Okinawa Council for Human Rights (AOCHR),,,A054,alias_pending,needs_human_review,okinawa_local,peace_human_rights_or_other,request_letter_and_civil_society_report,undersigned_request_participant,pending_identity_not_scored,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,HR020-01,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P013,13,"Association of Nightingales, Medical Professionals, and Students for the Protection of Life",,,,event_only_name,event_only_no_registry_merge,okinawa_local,peace_human_rights_or_other,request_letter_and_civil_society_report,undersigned_request_participant,single_event_observation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P014,14,East Asian Community Institute Ryukyu Okinawa Center,,,,event_only_name,event_only_no_registry_merge,okinawa_local,peace_human_rights_or_other,request_letter_and_civil_society_report,undersigned_request_participant,single_event_observation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P015,15,Henoko Blue,,,,event_only_name,event_only_no_registry_merge,okinawa_local,peace_human_rights_or_other,request_letter_and_civil_society_report,undersigned_request_participant,single_event_observation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P016,16,Minshuku Yaponesia,,,,alias_pending,needs_human_review,okinawa_local,peace_human_rights_or_other,request_letter_and_civil_society_report,undersigned_request_participant,pending_identity_not_scored,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,HR020-11,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P017,17,Nago Democracy,,,,event_only_name,event_only_no_registry_merge,okinawa_local,peace_human_rights_or_other,request_letter_and_civil_society_report,undersigned_request_participant,single_event_observation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P018,18,No Helipad Takae Resident Society,高江のヘリパッドいらない住民の会,A060,,registry_actor,accepted_current_registry_match,okinawa_local,citizen_group,request_letter_and_civil_society_report,undersigned_request_participant,repeated_public_participation_2_events,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P019,19,No Heliport Base Association of 10 Districts North of Futamai,,,,alias_pending,needs_human_review,okinawa_local,peace_human_rights_or_other,request_letter_and_civil_society_report,undersigned_request_participant,pending_identity_not_scored,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,HR020-07,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P020,20,Nuchi du Takara o keisyosurukai,,,,alias_pending,needs_human_review,okinawa_local,peace_human_rights_or_other,request_letter_and_civil_society_report,undersigned_request_participant,pending_identity_not_scored,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,HR020-13,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P021,21,Okinawa Citizens Network for Peace,沖縄平和市民連絡会,A071,,registry_actor,accepted_current_registry_match,okinawa_local,citizen_network,request_letter_and_civil_society_report,undersigned_request_participant,single_event_registry_participation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2020_OEJP_MMC_71,EV2020_OEJP_MMC_71:P022,22,Okinawa Nobel Peace Prize Action Committee,,,,event_only_name,event_only_no_registry_merge,okinawa_local,peace_human_rights_or_other,request_letter_and_civil_society_report,undersigned_request_participant,single_event_observation,U.S. Marine Mammal Commission,S006,"Letter of Request to the U.S. Marine Mammal Commission, 2020-07-10, pp. 5-7",E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
