observation_id,source_layer,source_record_ids,event_or_project_id,event_or_project_name,date_or_period,actor_id,legacy_candidate_id,actor_name,actor_category,origin_type,role,entry_mode,venue_id,venue_label,target_type,target_id_or_name,local_object,place,observation_type,evidence_level,source_refs,review_status,interpretation_limit,venue_resolution
OBS_R8R005,R8_human_checked_role,R8R005,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25–2020-05-06,A009,,Earthjustice,registered_actor,us_origin,counsel,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,case_specific_legal_role_fact,E4,S062,human_checked,HR-014: Earthjustice is counsel in this case and is not a named plaintiff.,
OBS_R8R006,R8_human_checked_role,R8R006,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25–2020-05-06,A002,,ジュゴン保護キャンペーンセンター（SDCC）,registered_actor,japan_domestic,non_party,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,case_specific_legal_role_fact,E4,S128;S062,human_checked,HR-014: A002 remains a non-party here. The negative role prevents a false plaintiff label and does not deny advocacy outside the case.,
OBS_R8R007,R8_human_checked_role,R8R007,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25–2020-05-06,A019,,ヘリ基地反対協議会,registered_actor,okinawa_local,non_party,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,case_specific_legal_role_fact,E3,S093;S128,human_checked,HR-014: A019 remains a non-party. An associated individual's personal role must not be transferred to the organization.,
OBS_R10R017,R10_human_reviewed_relation,R10R017,R10R017,国际协力 festival 协作,,X010,,沖縄NGOセンター,registered_actor,okinawa_local,event_collaboration,administrative_event_collaboration,V015,JICA/international-cooperation event,registered_actor,JICA沖縄,JICA沖縄,Okinawa international-cooperation field,human_reviewed_function_or_resource_relation,E4,S095,human_checked,共同参与活动不是资金关系或稳定联盟。,controlled_venue
OBS_R10R019,R10_human_reviewed_relation,R10R019,R10R019,USO Okinawa 长期企业伙伴,2026,X003,,American Engineering Corporation (AEC),registered_actor,corporate,sponsorship,service_sponsorship,V016,USO/base-community service venue,registered_actor,USO Okinawa,USO Okinawa,Camp Schwab / USO Okinawa,human_reviewed_function_or_resource_relation,E4,S097;S098,human_checked,赞助与捐赠可确认；不据此推断企业或 USO 的基地政策立场。,controlled_venue
OBS_R10R022,R10_human_reviewed_relation,R10R022,R10R022,OESC 向 USO Okinawa 捐赠,2025,X007,,Okinawa Enlisted Spouses' Club (OESC),registered_actor,us_origin,donation,charitable_donation,V016,USO/base-community service venue,registered_actor,USO Okinawa,USO Okinawa,Okinawa base-community service field,human_reviewed_function_or_resource_relation,E4,S053,human_checked,直接慈善捐赠，不代表政治立场或运动关系。,controlled_venue
OBS_R10R023,R10_human_reviewed_relation,R10R023,R10R023,USO Kinser kitchen refresh,,X004,,American Welfare & Works Association (AWWA),registered_actor,us_origin,grant,charitable_grant,V016,USO/base-community service venue,registered_actor,USO Okinawa,USO Okinawa,Okinawa base-community service field,human_reviewed_function_or_resource_relation,E3,S077,human_checked,只确认这项 grant，不外推完整年度 recipient 网络。,controlled_venue
OBS_R10R024,R10_human_reviewed_relation,R10R024,R10R024,AWWA umbrella membership,,X004,,AWWA,registered_actor,us_origin,network_membership,service_network_coordination,,,registered_actor,NOSCO,NOSCO,Okinawa base-community service field,human_reviewed_function_or_resource_relation,E4,S041;S055;S072,human_revised,成员关系不构成资助。,no_applicable_venue
OBS_R10R025,R10_human_reviewed_relation,R10R025,R10R025,AWWA umbrella membership,,X004,,AWWA,registered_actor,us_origin,network_membership,service_network_coordination,,,registered_actor,KOSC,KOSC,Okinawa base-community service field,human_reviewed_function_or_resource_relation,E4,S041;S055;S072;S075,human_revised,成员关系不构成资助。,no_applicable_venue
OBS_R10R026,R10_human_reviewed_relation,R10R026,R10R026,AWWA umbrella membership,,X004,,AWWA,registered_actor,us_origin,network_membership,service_network_coordination,,,registered_actor,OESC,OESC,Okinawa base-community service field,human_reviewed_function_or_resource_relation,E4,S041;S055,human_revised,成员关系不构成资助。,no_applicable_venue
OBS_R10R027,R10_human_reviewed_relation,R10R027,R10R027,AWWA umbrella membership,,X004,,AWWA,registered_actor,us_origin,network_membership,service_network_coordination,,,registered_actor,MOSCO,MOSCO,Okinawa base-community service field,human_reviewed_function_or_resource_relation,E4,S041;S055;S079,human_revised,成员关系不构成资助。,no_applicable_venue
OBS_R10R035,R10_human_reviewed_relation,R10R035,R10R035,Okinawa Youth Council Program NOFO,2024,X013,,U.S. Consulate General Naha Okinawa Youth Council Program,registered_program_actor,us_origin,grant_opportunity,public_diplomacy_opportunity,,,unknown_recipient,未公开 recipient,未公开 recipient,Okinawa public-diplomacy field,human_reviewed_function_or_resource_relation,E4,S056;S082;S083;S084,human_checked,不得写成已拨款、已有 recipient 或与 TOFU 项目相同。,no_applicable_venue
OBS_R10R001,R10_human_reviewed_relation,R10R001,R10R001,JICA教師海外研修（九州・沖縄）,2019,X011,,JICA沖縄,public_institution_partner,public_institution,commission,administrative_commission,V011,JICA commissioned-program venue,registered_actor,沖縄NGOセンター,Okinawa NGO Center (ONC),Okinawa international-cooperation field,human_reviewed_function_or_resource_relation,E4,S100,human_checked,无公开合同金额；不写资金规模,controlled_venue
OBS_R10R004,R10_human_reviewed_relation,R10R004,R10R004,Koza International Plaza 管理运营,2024,PUB_OKINAWA_CITY,,冲绳市,public_authority_provisional,public_institution,commission,administrative_commission,V010,Okinawa City public-facility commission,registered_actor,沖縄NGOセンター,Koza International Plaza / ONC,Koza/Okinawa City,human_reviewed_function_or_resource_relation,E4,R10S07;S099;R10S09;R10S10,human_checked,18.858m 是总事业费；2.196m recipient 未在该支路点名；16.040m 是组织侧事业费,controlled_venue
OBS_R10R005,R10_human_reviewed_relation,R10R005,R10R005,多文化共生社会の構築に関する万国津梁会議运营支援,2024,PUB_OKINAWA_PREF,,冲绳县,public_authority_provisional,public_institution,commission,administrative_commission_and_secretariat,V010,Okinawa Prefecture multicultural-policy venue,registered_actor,沖縄NGOセンター,multicultural meeting support / ONC,Okinawa Prefecture,human_reviewed_function_or_resource_relation,E4,S002;S099;R10S08;R10S12,human_checked,5.140m 与 5.530234m 都不是合同／付款额；两种期间口径分别保留,controlled_venue
OBS_R10R006,R10_human_reviewed_relation,R10R006,R10R006,NGO相談員（外務省委託）,2024,PUB_MOFA,,外务省,public_authority_provisional,public_institution,commission,administrative_commission,V011,MOFA NGO consultation commission,registered_actor,沖縄NGOセンター,ONC FY2024 NGO consultation,Okinawa/Japan,human_reviewed_function_or_resource_relation,E4,S099,human_checked,2.894630m 仅为组织侧事业分类成本,controlled_venue
OBS_R10R007,R10_human_reviewed_relation,R10R007,R10R007,令和8年度 NGO相談員,2026,PUB_MOFA,,外务省,public_authority_provisional,public_institution,designated_role,annual_designated_public_service_role,V011,MOFA annual designation list,registered_actor,沖縄NGOセンター,ONC FY2026 annual designated role,Okinawa/Japan,human_reviewed_function_or_resource_relation,E4,S101,human_checked,名单不含金额，也不证明 recipient 网络,controlled_venue
OBS_R10R008,R10_human_reviewed_relation,R10R008,R10R008,在冲美军基地问题研讨会举办业务,2024,PUB_OKINAWA_PREF,,冲绳县,public_authority_provisional,public_institution,commission,proposal_selected_public_contract,V010,Okinawa Prefecture advocacy-administration boundary,registered_actor,新外交イニシアティブ（ND）,base-policy symposium commission / A066,Okinawa Prefecture,human_reviewed_function_or_resource_relation,E4,S002;R10S11;R10S12,human_checked,12.843m 是取整项目费；不是 grant、政治支持或运动资金,controlled_venue
OBS_R10R018,R10_human_reviewed_relation,R10R018,R10R018,USO Okinawa 基地社区服务,,X001,,USO Okinawa,registered_actor,us_origin,service_presence,service_presence,V016,USO/base-community service venue,beneficiary_group,美军现役人员、预备役/国民警卫队、配偶及家属,eligible U.S. military community,Okinawa bases,human_reviewed_function_or_resource_relation,E4,S097,human_checked,不生成资金、政治立场或八条组织关系,controlled_venue
OBS_R10R020,R10_human_reviewed_relation,R10R020,R10R020,USO Okinawa sponsor tier,,P_R10_MBC,,"Mediatti Broadband Communications, Inc. (MBC Okinawa)",provisional_corporate_actor,corporate,sponsorship,service_sponsorship,V016,USO Okinawa direct sponsor layer,registered_actor,USO Okinawa,USO Okinawa,Okinawa,human_reviewed_function_or_resource_relation,E3,S097,human_checked,Platinum 层级和支持类型不能换算金额；赞助不证明基地政策立场。,controlled_venue
OBS_R10R021,R10_human_reviewed_relation,R10R021,R10R021,Matson — USO Indo-Pacific Mission Partner,,P_R10_MATSON,,Matson,provisional_corporate_actor,corporate,sponsorship,regional_service_sponsorship_context,,,regional_service_network,USO Indo-Pacific,USO Indo-Pacific regional perimeter,Indo-Pacific; Okinawa page context,human_reviewed_function_or_resource_relation,E3,S097,human_revised,不写成 Matson 对 USO Okinawa 的本地定向资助；无金额、无本地 allocation、无政治立场推断。,no_applicable_venue
