observation_id,source_module,source_record_id,observation_scope,canonical_case_or_event_id,event_or_case_name,date_start,date_end,stage_order,actor_or_entity_id,actor_or_entity_name,entity_kind,role,action_family,action_family_zh,action_scope,action_detail,venue_id,venue_label,venue_group,venue_group_zh,place,target_type,target_id_or_name,repertoire_unit_id,counting_unit_rule,evidence_level,source_refs,review_status,review_layer,new_fact_status,sequence_limit,interpretation_limit,derivation_or_formal_inclusion_status
HET_AEV0044,AEV_HR015,AEV0044,actor_event_role,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,,A085,No Heliport Base Association of 10 Districts North of Futamai,unverified_event_participant,co_signer_or_participant,institutional_request,正式请求／请愿,event_or_process_action,international_institution_request,V004,us_federal_advisory_or_scientific_body,international_institution,国际／美国机构,Henoko; Oura Bay,institution,U.S. Marine Mammal Commission,RU_0565950559,unique canonical_case_or_event_id x action_family x venue_group,E2,S006,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
HET_AEV0045,AEV_HR015,AEV0045,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,A045,Center for Biological Diversity,registry_actor,named_plaintiff,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay; U.S. federal court,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S060,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
HET_AEV0046,AEV_HR015,AEV0046,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,A086,Turtle Island Restoration Network,registry_actor,named_plaintiff,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay; U.S. federal court,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S060,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
HET_AEV0047,AEV_HR015,AEV0047,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,A020,日本環境法律家連盟（JELF）,registry_actor,named_plaintiff,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay; U.S. federal court,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S061,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
HET_AEV0048,AEV_HR015,AEV0048,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,registry_actor,named_plaintiff,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay; U.S. federal court,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S060,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
HET_AEV0049,AEV_HR015,AEV0049,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,A009,Earthjustice,registry_actor,legal_counsel,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay; U.S. federal court,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S009,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
HET_AEV0050,AEV_HR015,AEV0050,actor_event_role,R9C_PREF_2019,2019 Henoko prefectural referendum,2019,,,A051,「辺野古」県民投票の会,registry_actor,referendum_initiator,referendum_process,公投动员／参与,event_or_process_action,prefectural_autonomy_process,V007,prefectural_referendum,electoral_referendum,公投／选举程序,Nago; Okinawa,referendum_question,Henoko reclamation and base-construction question,RU_404FD90F46,unique canonical_case_or_event_id x action_family x venue_group,E4,S025,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Human-checked referendum-initiator role for this specific process only; do not infer a stable alliance or wider political causation.,
HET_AEV0051,AEV_HR015,AEV0051,actor_event_role,R9C_NAGO_1997,1997 Nago city referendum,1997,,,A068,名護市民投票の会,registry_actor,referendum_initiator,referendum_process,公投动员／参与,event_or_process_action,municipal_autonomy_process,V008,municipal_referendum,electoral_referendum,公投／选举程序,Nago; Okinawa,referendum_question,Nago base-relocation referendum question,RU_04EABE927C,unique canonical_case_or_event_id x action_family x venue_group,E3,S042,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Human-checked referendum-initiator role for this specific process only; do not infer a stable alliance or wider political causation.,
HET_AEV0052,AEV_HR015,AEV0052,actor_event_role,R9C_ISHIGAKI_2018_2024,Ishigaki referendum drive (2018-2019),2019,,,A011,石垣市住民投票を求める会,registry_actor,referendum_initiator,referendum_process,公投动员／参与,event_or_process_action,municipal_autonomy_process,V008,municipal_referendum,electoral_referendum,公投／选举程序,Ishigaki,municipal_process,Ishigaki referendum ordinance and JSDF-deployment question,RU_5E48D9963E,unique canonical_case_or_event_id x action_family x venue_group,E4,S018,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Human-checked referendum-initiator role for this specific process only; do not infer a stable alliance or wider political causation.,
HET_AEV0053,AEV_HR015,AEV0053,actor_event_role,R9C_YONAGUNI_2015,2015 Yonaguni SDF-deployment referendum,2015,,,A014,住民投票を成功させるための実行委員会,registry_actor,referendum_committee,referendum_process,公投动员／参与,event_or_process_action,municipal_autonomy_process,V008,municipal_referendum,electoral_referendum,公投／选举程序,Yonaguni,referendum_question,Yonaguni JSDF-deployment question,RU_D4D464E6E6,unique canonical_case_or_event_id x action_family x venue_group,E2,S069,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",E2 event-context evidence only: organization identity and continuity remain unresolved pending local retrieval; do not use as a definite conclusion.,
HET_AEV0054,AEV_HR015,AEV0054,actor_event_role,EV2012_YONAGUNI_OPINION_AD,2012 Yonaguni anti-deployment opinion ad,2012,,,A015,与那国自衛隊配備反対意見広告実行委員会,registry_actor,opinion_ad_committee,opinion_ad,意见广告,event_or_process_action,public_opinion_mobilization,V009,newspaper_or_public_opinion_ad,media_public_opinion,媒体／公共意见,Yonaguni,public_opinion,Public opinion on Yonaguni JSDF deployment,RU_855F54F1E0,unique canonical_case_or_event_id x action_family x venue_group,E2,S015,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",E2 event-context evidence only: organization identity and continuity remain unresolved pending local retrieval; do not use as a definite conclusion.,
HET_AEV0055,AEV_HR015,AEV0055,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,,Anna Shimabukuro,individual,named_plaintiff_individual,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S060,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
HET_AEV0056,AEV_HR015,AEV0056,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,,東恩納琢磨（Takuma Higashionna）,individual,named_plaintiff_individual,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S060,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
HET_AEV0057,AEV_HR015,AEV0057,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,,真喜志好一（Yoshikazu Makishi）,individual,named_plaintiff_individual,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S060,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
HET_AEV0058,AEV_HR015,AEV0058,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,DoD_US,U.S. Department of Defense,institution,defendant,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S093,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
HET_AEV0059,AEV_HR015,AEV0059,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,A002,ジュゴン保護キャンペーンセンター（SDCC）,registry_actor,not_plaintiff_advocacy,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay; U.S. federal court,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E3,S060,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Human-checked non-party organization role: person-level participation must not be transferred to an organization; not an alliance finding.,
HET_AEV0060,AEV_HR015,AEV0060,actor_event_role,R8C01,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,A019,ヘリ基地反対協議会,registry_actor,not_plaintiff_onsite_movement,legal_action,司法／诉讼行动,event_or_process_action,transnational_litigation,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay; U.S. federal court,defendant_institution,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E3,S060,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Human-checked non-party organization role: person-level participation must not be transferred to an organization; not an alliance finding.,
HET_AEV0065,AEV_HR015,AEV0065,actor_event_role,EV2024_WOMEN_ANTI_VIOLENCE_RALLY,2024 prefectural rally against U.S. military sexual violence,2024,,,A111,沖縄県女性団体連絡協議会,registry_actor,organizer_or_convener,public_rally,公共集会／动员,event_or_process_action,women_human_rights_public_mobilization,V015,public_policy_meeting_or_forum,civic_policy_forum,公共政策论坛,Okinawa,government_accountability,Japan and U.S. governments / prevention and accountability policy,RU_5983C04B25,unique canonical_case_or_event_id x action_family x venue_group,E4,S200,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Event-level organizing only; co-participation does not establish stable alliance ties.,
HET_AEV0066,AEV_HR015,AEV0066,actor_event_role,EV2023_PREFECTURAL_PEACE_RALLY,2023 Okinawa prefectural peace mass rally,2023,,,A108,沖縄を再び戦場にさせない県民の会,registry_actor,organizer_or_convener,public_rally,公共集会／动员,event_or_process_action,prefectural_anti_war_public_mobilization,V015,public_policy_meeting_or_forum,civic_policy_forum,公共政策论坛,Okinawa,policy_project,Japanese government's Southwest shift and military/base buildup in Okinawa,RU_4AFAC859F2,unique canonical_case_or_event_id x action_family x venue_group,E4,S147,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Event-level organizing only; attendance or co-participation does not establish membership a stable alliance or policy effect.,
HET_AEV0067,AEV_HR015,AEV0067,actor_event_role,EV2022_KADENA_4TH_NOISE_LAWSUIT,Fourth Kadena Base Noise Injunction Lawsuit filing,2022,,,A109,第4次嘉手納基地爆音差止訴訟弁護団,registry_actor,legal_counsel,legal_action,司法／诉讼行动,event_or_process_action,domestic_noise_litigation,V006,japan_or_local_court,legal_judicial,法院／司法,,defendant_institution,Government of Japan,RU_3FE4B12706,unique canonical_case_or_event_id x action_family x venue_group,E3,S152,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Fourth-round case role only; do not infer a complete lawyer roster representation in earlier rounds funding or a stable alliance.,
HET_R8R001,R8_HR014,R8R001,case_specific_role,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25,2020-05-06,,A045,Center for Biological Diversity,registered_actor,plaintiff,legal_action,司法／诉讼行动,event_or_process_action,Named organizational plaintiff/appellant in Ninth Circuit official opinions.,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,institution_or_recipient,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S128;S129,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Party role is case-specific and does not by itself prove a stable alliance.,
HET_R8R002,R8_HR014,R8R002,case_specific_role,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25,2020-05-06,,A086,Turtle Island Restoration Network,registered_actor,plaintiff,legal_action,司法／诉讼行动,event_or_process_action,Named organizational plaintiff/appellant in Ninth Circuit official opinion.,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,institution_or_recipient,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S128,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Party role is case-specific.,
HET_R8R003,R8_HR014,R8R003,case_specific_role,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25,2020-05-06,,A020,日本環境法律家連盟（JELF）,registered_actor,plaintiff,legal_action,司法／诉讼行动,event_or_process_action,Named organizational plaintiff/appellant; JELF is a plaintiff here rather than counsel.,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,institution_or_recipient,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S128;S062,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect","HR-014: A020 is a named plaintiff in this Dugong case, not counsel. This case-specific plaintiff role does not transfer to Awase or other litigation.",
HET_R8R004,R8_HR014,R8R004,case_specific_role,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25,2020-05-06,,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,registered_actor,plaintiff,legal_action,司法／诉讼行动,event_or_process_action,Named organizational plaintiff/appellant in the official appellate opinion and litigation material.,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,institution_or_recipient,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S128;S062,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Distinct from A002 SDCC.,
HET_R8R005,R8_HR014,R8R005,case_specific_role,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25,2020-05-06,,A009,Earthjustice,registered_actor,counsel,legal_action,司法／诉讼行动,event_or_process_action,Earthjustice formal case page identifies the organization as counsel representing plaintiffs.,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,institution_or_recipient,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S062,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",HR-014: Earthjustice is counsel in this case and is not a named plaintiff.,
HET_R8R006,R8_HR014,R8R006,case_specific_role,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25,2020-05-06,,A002,ジュゴン保護キャンペーンセンター（SDCC）,registered_actor,non_party,legal_action,司法／诉讼行动,event_or_process_action,Not included in the official appellate opinion's list of organizational plaintiffs; retained as an advocacy actor outside the party list.,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,institution_or_recipient,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E4,S128;S062,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",HR-014: A002 remains a non-party here. The negative role prevents a false plaintiff label and does not deny advocacy outside the case.,
HET_R8R007,R8_HR014,R8R007,case_specific_role,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25,2020-05-06,,A019,ヘリ基地反対協議会,registered_actor,non_party,legal_action,司法／诉讼行动,event_or_process_action,The organization is not listed as a plaintiff; an associated individual may have a personal party role but that cannot be transferred to the organization.,V005,us_federal_court,legal_judicial,法院／司法,Henoko; Oura Bay,institution_or_recipient,U.S. Department of Defense,RU_4EC12A64CA,unique canonical_case_or_event_id x action_family x venue_group,E3,S093;S128,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",HR-014: A019 remains a non-party. An associated individual's personal role must not be transferred to the organization.,
HET_R8R008,R8_HR014,R8R008,case_specific_role,R8C02,Futenma Replacement Facility Henoko environmental impact assessment procedure,2004-06-10,2013-02-12,,A004,日本自然保護協会（NACSJ）,registered_actor,commenter,administrative_comment,环评／行政意见,event_or_process_action,NACSJ issued dated formal comments on the 2004 method statement and the 2013 corrected EIA citing coral-reef biodiversity dugong survey and prediction deficiencies.,V012,environmental_assessment_or_policy_procedure,legal_administrative_procedure,法律／行政程序,Henoko; Oura Bay,institution_or_recipient,Okinawa Defense Bureau; national and prefectural officials,RU_AD98C6D95A,unique canonical_case_or_event_id x action_family x venue_group,E4,S131;S132,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Formal comments prove procedural use not acceptance by the proponent.,
HET_R8R009,R8_HR014,R8R009,case_specific_role,R8C02,Futenma Replacement Facility Henoko environmental impact assessment procedure,2004-06-10,2013-02-12,,P8E001,Okinawa Defense Bureau,public_institution,procedure_proponent,administrative_comment,环评／行政意见,event_or_process_action,Official Defense Bureau site publishes the corrected EIA and related volumes under the national act and prefectural ordinance.,V012,environmental_assessment_or_policy_procedure,legal_administrative_procedure,法律／行政程序,Henoko; Oura Bay,institution_or_recipient,Public; Okinawa Prefecture,RU_AD98C6D95A,unique canonical_case_or_event_id x action_family x venue_group,E4,S130,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Government proponent is a procedural node not a civic actor.,
HET_R8R010,R8_HR014,R8R010,case_specific_role,R8C02,Futenma Replacement Facility Henoko environmental impact assessment procedure,2004-06-10,2013-02-12,,P8E002,Governor of Okinawa,public_institution,comment_recipient_and_review_authority,administrative_comment,环评／行政意见,event_or_process_action,The formal NACSJ submission addressed the governor and the corrected EIA records the prefectural review context.,V012,environmental_assessment_or_policy_procedure,legal_administrative_procedure,法律／行政程序,Henoko; Oura Bay,institution_or_recipient,Okinawa Defense Bureau,RU_AD98C6D95A,unique canonical_case_or_event_id x action_family x venue_group,E4,S130;S131,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Receipt/review role is not evidence that the governor adopted the NGO's conclusions.,
HET_R8R011,R8_HR014,R8R011,case_specific_role,R8C03,Third Kadena Air Base noise injunction litigation,2011-04,2019-09-11,,P8E003,Kadena-area resident plaintiffs,procedural_collective,plaintiff,legal_action,司法／诉讼行动,event_or_process_action,Official court judgment describes residents/former residents and heirs as plaintiffs seeking injunction and damages.,V006,japan_or_local_court,legal_judicial,法院／司法,Kadena; Chatan; Okinawa City,institution_or_recipient,Government of Japan,RU_F1505A5635,unique canonical_case_or_event_id x action_family x venue_group,E4,S133,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Individual plaintiffs are represented as a collective procedural role; no person registry is created.,
HET_R8R012,R8_HR014,R8R012,case_specific_role,R8C03,Third Kadena Air Base noise injunction litigation,2011-04,2019-09-11,,A052,嘉手納爆音訴訟原告団,registered_actor,plaintiff_group,legal_action,司法／诉讼行动,event_or_process_action,National Diet Library catalog identifies the Third Kadena Base Noise Injunction Litigation plaintiffs' group as author and the counsel group as publisher of the 2011-2022 litigation record.,V006,japan_or_local_court,legal_judicial,法院／司法,Kadena; Chatan; Okinawa City,institution_or_recipient,Government of Japan,RU_F1505A5635,unique canonical_case_or_event_id x action_family x venue_group,E3,S134,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",HR-014: A052 is accepted as the case-specific plaintiff-group crosswalk. Do not infer that every named resident was a formal member or that participant identity is constant across rounds.,
HET_R8R013,R8_HR014,R8R013,case_specific_role,R8C03,Third Kadena Air Base noise injunction litigation,2011-04,2019-09-11,,P8E004,Third Kadena litigation counsel group,procedural_collective,counsel,legal_action,司法／诉讼行动,event_or_process_action,National Diet Library catalog identifies the counsel group as publisher of the formal litigation record.,V006,japan_or_local_court,legal_judicial,法院／司法,Kadena; Chatan; Okinawa City,institution_or_recipient,Government of Japan,RU_F1505A5635,unique canonical_case_or_event_id x action_family x venue_group,E3,S134,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",HR-014: counsel role accepted as a Third Kadena procedural collective. No actor-registry entry or complete individual-lawyer roster is created.,
HET_R8R014,R8_HR014,R8R014,case_specific_role,R8C03,Third Kadena Air Base noise injunction litigation,2011-04,2019-09-11,,P8E005,Government of Japan,public_institution,defendant,legal_action,司法／诉讼行动,event_or_process_action,Named defendant responsible for provision of the U.S. facility under treaty arrangements in the official judgment.,V006,japan_or_local_court,legal_judicial,法院／司法,Kadena; Chatan; Okinawa City,institution_or_recipient,Kadena resident plaintiffs,RU_F1505A5635,unique canonical_case_or_event_id x action_family x venue_group,E4,S133,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Does not imply operational control over every aircraft movement for injunction purposes.,
HET_R8R015,R8_HR014,R8R015,case_specific_role,R8C04,Futenma Airfield neighborhood noise damages litigation (2018/2020 joined actions),2018,2022-03-10,,P8E006,Futenma-area resident plaintiffs,procedural_collective,plaintiff,legal_action,司法／诉讼行动,event_or_process_action,Official 2022 judgment identifies residents/former residents and heirs in two joined damages actions.,V006,japan_or_local_court,legal_judicial,法院／司法,Futenma; Ginowan,institution_or_recipient,Government of Japan,RU_736E060EF6,unique canonical_case_or_event_id x action_family x venue_group,E4,S135,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Individual plaintiffs are not separately entered into the actor registry.,
HET_R8R016,R8_HR014,R8R016,case_specific_role,R8C04,Futenma Airfield neighborhood noise damages litigation (2018/2020 joined actions),2018,2022-03-10,,A053,普天間爆音訴訟団,registered_actor,plaintiff_group,legal_action,司法／诉讼行动,event_or_process_action,Counsel's office formally identifies A053 as the plaintiff group and names the third Futenma case filed on 2020-12-25.,V006,japan_or_local_court,legal_judicial,法院／司法,Futenma; Ginowan,institution_or_recipient,Government of Japan,RU_736E060EF6,unique canonical_case_or_event_id x action_family x venue_group,E3,S136,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",HR-014: A053 is accepted as the case-specific Futenma plaintiff-group crosswalk. The joined actions and other rounds do not imply identical individual membership.,
HET_R8R017,R8_HR014,R8R017,case_specific_role,R8C04,Futenma Airfield neighborhood noise damages litigation (2018/2020 joined actions),2018,2022-03-10,,P8E007,沖縄合同法律事務所,external_organization,counsel_secretariat,legal_action,司法／诉讼行动,event_or_process_action,The law office states that it serves as secretariat for the Futenma litigation counsel team.,V006,japan_or_local_court,legal_judicial,法院／司法,Futenma; Ginowan,institution_or_recipient,Government of Japan,RU_736E060EF6,unique canonical_case_or_event_id x action_family x venue_group,E4,S136,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",HR-014: the office's counsel-secretariat role is accepted; it does not make the office the sole counsel or a plaintiff.,
HET_R8R018,R8_HR014,R8R018,case_specific_role,R8C04,Futenma Airfield neighborhood noise damages litigation (2018/2020 joined actions),2018,2022-03-10,,P8E005,Government of Japan,public_institution,defendant,legal_action,司法／诉讼行动,event_or_process_action,Official judgment names Japan as defendant under the Special Civil Act claim.,V006,japan_or_local_court,legal_judicial,法院／司法,Futenma; Ginowan,institution_or_recipient,Futenma resident plaintiffs,RU_736E060EF6,unique canonical_case_or_event_id x action_family x venue_group,E4,S135,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Case outcome concerns damages and does not establish an operational injunction.,
HET_R8R019,R8_HR014,R8R019,case_specific_role,R8C05,Ishigaki GSDF-deployment referendum implementation litigation,2019-09,2020-08-27,,P8E008,Ishigaki resident representatives and signatories,procedural_collective,plaintiff,legal_action,司法／诉讼行动,event_or_process_action,Official judgment states that 27 request representatives and three signatories brought the mandatory-order claims; plaintiffs are anonymized.,V006,japan_or_local_court,legal_judicial,法院／司法,Ishigaki; Hirae-Omata,institution_or_recipient,Ishigaki City,RU_43036061BE,unique canonical_case_or_event_id x action_family x venue_group,E4,S137,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",Do not infer organizational plaintiff status from individual participation.,
HET_R8R020,R8_HR014,R8R020,case_specific_role,R8C05,Ishigaki GSDF-deployment referendum implementation litigation,2019-09,2020-08-27,,A011,石垣市住民投票を求める会,registered_actor,requester,legal_action,司法／诉讼行动,event_or_process_action,Official city records confirm the referendum ordinance request and council action; the movement's formal materials connect the campaign to later litigation arguments.,V006,japan_or_local_court,legal_judicial,法院／司法,Ishigaki; Hirae-Omata,institution_or_recipient,Mayor of Ishigaki; Ishigaki City Council,RU_43036061BE,unique canonical_case_or_event_id x action_family x venue_group,E3,S138;S139,human_checked,human_reviewed,existing_formal_fact_only,"ordered display, when used, is chronology/composition only and does not establish causal effect",HR-014: A011 is accepted as requester/campaign body and is explicitly not a named organizational plaintiff without a pleading.,
