edge_id,actor_id,issue_id,issue_label,relation_basis,source_ref,evidence_level,review_status,notes,original_actor_id,human_decision,review_task_id,human_reviewer,review_date,reviewed_fields,scope_status,superseded_by_edge_id,decision_source_report,interpretation_limit,scope_kind,scope_review_status,scope_human_decision,scope_review_task_id,scope_human_reviewer,scope_review_date,scope_reviewed_fields,scope_claim_status,scope_approved_formulation,scope_boundary,scope_decision_source_report,invalidated_source_ref,claim_status,graph_eligibility,review_scope,confirmed_scope,missing_scope,case_id,package_source_keys,approved_formulation
AI117,A048,I019,peace,Anti-war landowner movement,S038,E4,ai_seeded,Peace frame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI118,A048,I009,local_autonomy,Land rights and local autonomy,,E3,needs_second_source,Autonomy frame.,,defer,HR019-SCOPE-AI118,project_principal_user,2026-07-20,issue_relation_support;source_ref;scope_status;interpretation_limit,deactivated_pending_actor_unit_repair,,,A048—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,remain_unclear,human_checked,accept,HR019-SCOPE-AI118,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,candidate,S038 属 A063 关东 block，不能移作 A048 直接证据；等待具名 A048 的自治／土地权材料,A048—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,S038,candidate,research_lead,relation_existence;interpretation_boundary,"Adjacent organizational, procedural or institutional context may be documented; the exact actor-issue mapping is not confirmed.",Direct evidence attributable to this exact actor unit and issue definition.,,,
AI119,A049,I007,life_safety,基地・軍隊を許さない行動する女たちの会—life_safety 仅表示其从女性人权、军事性暴力与身体／日常生活安全角度提出基地和军队问题。,S039,E3,human_revised,Gender/safety frame. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI119).,,revise,HR035-B02-AI119,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_organizational_positioning,,docs/human_review_return_HR035_batch02_v1.md,life_safety 在此限于女性人权、身体安全与军事性暴力语境；材料不证明个案因果、犯罪趋势或政策效果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI119,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,女性人权、军事性暴力与日常安全是持续组织框架，不是一般化“治安”标签,A049 行动する女たちの会—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,,supported_bounded,reviewed_actor_issue,organizational_positioning,S039 的学术个案研究把该会的成立、性暴力问题与安全保障的性别化批判直接连接。,不支持一般化“治安”标签，不确认所有时期、所有行动或全部成员对每项生活安全议题立场一致。,,,基地・軍隊を許さない行動する女たちの会—life_safety 仅表示其从女性人权、军事性暴力与身体／日常生活安全角度提出基地和军队问题。
AI120,A049,I001,anti_base,Women's anti-base movement,S039,E4,ai_seeded,Anti-base frame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI121,A049,I002,anti_military,基地・軍隊を許さない行動する女たちの会—anti_military 表示该会把反对基地、军队及其结构性／性别化暴力作为可观察的组织定位。,S039,E3,human_revised,Anti-military frame. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI121).,,revise,HR035-B02-AI121,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_organizational_positioning,,docs/human_review_return_HR035_batch02_v1.md,组织名称与学术分析支持有界定位，但不能把一项组织定位扩为全部成员意见、稳定联盟或行动效果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI121,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,反对军事结构性暴力是持续定位；不代表每次行动或所有成员观点完全相同,A049—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,,supported_bounded,reviewed_actor_issue,organizational_positioning,S039 的题名、成立史与个案分析直接围绕该会对基地、军队和军事性暴力的反对。,不确认每次行动、所有成员或全部时期对所有军事政策持完全相同立场。,,,基地・軍隊を許さない行動する女たちの会—anti_military 表示该会把反对基地、军队及其结构性／性别化暴力作为可观察的组织定位。
AI122,A050,I011,legal,Bar association legal statements on base issues,S037,E4,ai_seeded,Professional legal frame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI123,A050,I009,local_autonomy,Bar association statements on prefectural autonomy,S037,E4,ai_seeded,Autonomy frame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI124,A050,I001,anti_base,President statements opposing Henoko construction,S037,E4,ai_seeded,Formal professional statement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI125,A051,I010,referendum,2019 prefectural referendum initiative,S025,E4,ai_seeded,Core referendum actor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI126,A051,I003,Henoko,「辺野古」県民投票の会—Henoko 仅表示该会在 2018–2019 年推动以边野古填海／基地建设为问题对象的县民投票。,S185;S025,E4,human_revised,Henoko frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI126).,,revise,HR035-B01-AI126,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_institutional_or_case_role,,docs/human_review_return_HR035_batch01_v1.md,仅限 2018–2019 程序期；投票结果不证明组织造成结果，解散后行动不得归给 A051。,institutional_or_case_role,human_checked,accept,HR019-SCOPE-AI126,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,「辺野古」県民投票の会—Henoko 仅表示该会在 2018–2019 年推动以边野古填海／基地建设为问题对象的县民投票。,仅限 2018–2019 程序期；投票结果不证明组织造成结果，解散后行动不得归给 A051。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,,supported_bounded,reviewed_actor_issue,institutional_or_case_role,S185 点名该会代表、副代表和请求代表身份并明确条例题目；S025 确认投票问题与结果；LC001 记录 2019-03-26 解散。,不确认解散后的组织连续性、后续个人行动归属或所有签名者的组织成员身份。,,,「辺野古」県民投票の会—Henoko 仅表示该会在 2018–2019 年推动以边野古填海／基地建设为问题对象的县民投票。
AI127,A051,I009,local_autonomy,A051—local_autonomy 仅表示该会通过条例制定直接请求与县民投票程序表达对边野古问题的地方直接民主／自治诉求。,S185;S025,E4,human_revised,Autonomy frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI127).,,revise,HR035-B01-AI127,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_institutional_or_case_role,,docs/human_review_return_HR035_batch01_v1.md,仅限 2018–2019 直接请求／投票程序；不从程序参与推断政策因果、联盟或解散后连续性。,institutional_or_case_role,human_checked,accept,HR019-SCOPE-AI127,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,A051—local_autonomy 仅表示该会通过条例制定直接请求与县民投票程序表达对边野古问题的地方直接民主／自治诉求。,仅限 2018–2019 直接请求／投票程序；不从程序参与推断政策因果、联盟或解散后连续性。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,,supported_bounded,reviewed_actor_issue,institutional_or_case_role,S185 闭合 A051 与条例制定请求代表／县议会听证角色，S025 闭合正式投票；LC001 记录解散。,不支持 A051 对所有地方自治议题的长期定位，也不证明其代表全体冲绳居民。,,,A051—local_autonomy 仅表示该会通过条例制定直接请求与县民投票程序表达对边野古问题的地方直接民主／自治诉求。
AI128,A052,I011,legal,Kadena noise litigation,S026,E4,ai_seeded,Court litigation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI129,A052,I007,life_safety,嘉手納基地爆音差止訴訟原告団—life_safety 表示嘉手纳噪音诉讼中睡眠、健康风险、人格权与日常生活损害主张。,S026,E3,human_checked,Life safety frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI129).,,accept,HR035-B01-AI129,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_institutional_or_case_role,,docs/human_review_return_HR035_batch01_v1.md,限定各轮诉讼；部分损害／风险认定和赔偿不得写成运行禁令或全面健康因果。,institutional_or_case_role,human_checked,accept,HR019-SCOPE-AI129,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,嘉手納基地爆音差止訴訟原告団—life_safety 表示嘉手纳噪音诉讼中睡眠、健康风险、人格权与日常生活损害主张。,限定各轮诉讼；部分损害／风险认定和赔偿不得写成运行禁令或全面健康因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,,supported_bounded,reviewed_actor_issue,institutional_or_case_role,S026 报道第三次诉讼的居民原告、噪音损害、睡眠妨害、部分健康风险认定及损害赔偿。,不证明各轮原告成员相同，也不证明飞行停止、噪音消除或全部健康因果。,,,嘉手納基地爆音差止訴訟原告団—life_safety 表示嘉手纳噪音诉讼中睡眠、健康风险、人格权与日常生活损害主张。
AI130,A052,I001,anti_base,Base noise burden legal action,S026,E4,ai_seeded,Anti-base through legal channel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI131,A053,I011,legal,Futenma noise litigation,S027,E4,ai_seeded,Court litigation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI132,A053,I007,life_safety,普天間基地爆音訴訟団—life_safety 表示普天间噪音诉讼中人格权、夜间早晨噪音和居民日常生活损害主张。,S027,E3,human_checked,Life safety frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI132).,,accept,HR035-B01-AI132,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_institutional_or_case_role,,docs/human_review_return_HR035_batch01_v1.md,限定各轮诉讼；部分赔偿不等于禁令、运行停止或全部诉求获支持。,institutional_or_case_role,human_checked,accept,HR019-SCOPE-AI132,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,普天間基地爆音訴訟団—life_safety 表示普天间噪音诉讼中人格权、夜间早晨噪音和居民日常生活损害主张。,限定各轮诉讼；部分赔偿不等于禁令、运行停止或全部诉求获支持。,docs/human_review_return_HR019_edge_scope_batch12_v1.md,,supported_bounded,reviewed_actor_issue,institutional_or_case_role,S027 报道第二次诉讼的周边居民原告、人格权侵害主张、损害赔偿与差止请求被驳回。,不证明各轮原告成员相同，也不证明飞行停止、噪音消除或其他轮次全部事实。,,,普天間基地爆音訴訟団—life_safety 表示普天间噪音诉讼中人格权、夜间早晨噪音和居民日常生活损害主张。
AI133,A053,I001,anti_base,Base noise burden legal action,S027,E4,ai_seeded,Anti-base through legal channel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI134,A054,I007,life_safety,Human rights and safety concerns,,E3,needs_second_source,Verify current activities.,,defer,HR019-SCOPE-AI134,project_principal_user,2026-07-20,issue_relation_support;source_ref;scope_status;interpretation_limit,deactivated_until_direct_evidence,,,A054—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,remain_unclear,human_checked,accept,HR019-SCOPE-AI134,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,candidate,一般人权与反战材料不等于 I007；建议从可发布层停用,A054—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,S033,unsupported,excluded,relation_existence;interpretation_boundary,"Adjacent organizational, procedural or institutional context may be documented; the exact actor-issue mapping is not confirmed.",Direct evidence attributable to this exact actor unit and issue definition.,,,
AI135,A055,I005,biodiversity,Tidal flat ecosystem protection,S030,E3,ai_seeded,Environmental frame.,,,,,,,scope_reviewed_organizational_positioning,,,A055—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI135,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,2001–2024 持续的潮间带调查、导览、保护和拉姆萨尔倡议,A055—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,,,,,,,,,
AI136,A055,I011,legal,Environmental litigation against reclamation,S030,E3,ai_seeded,Legal frame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI137,A056,I005,biodiversity,Environmental network activities,S033,E3,needs_second_source,Verify organizational structure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI138,A056,I001,anti_base,Environmental perspective on base issues,S033,E3,needs_second_source,Verify direct connection.,,,,,,,scope_reviewed_organizational_positioning,,,A056—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI138,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,长期从环境评估、污染、生物多样性等角度批评具体基地建设／军事设施,A056—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,,,,,,,,,
AI139,A057,I001,anti_base,National newspaper opinion ads on Okinawa base issues,S034,E3,ai_seeded,Public opinion mobilization.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI140,A057,I019,peace,Peace framing in opinion campaigns,S034,E3,ai_seeded,Peace frame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI141,A058,I001,anti_base,Labor/civic umbrella anti-base coordination,S031,E3,needs_second_source,Verify structure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI142,A058,I019,peace,Peace/labor movement coordination,S031,E3,needs_second_source,Verify structure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI143,A059,I001,anti_base,All-island anti-Henoko base coordination,S029,E3,ai_seeded,Municipal-level network.,,,,,,,scope_reviewed_organizational_positioning,,,A059—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI143,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,《建白书》与边野古新基地反对是全县组织的持续主轴,A059—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,,,,,,,,,
AI144,A059,I003,Henoko,Henoko opposition coordination,S029,E3,ai_seeded,Henoko focus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI145,A059,I009,local_autonomy,Municipal/grassroots autonomy expression,S029,E3,ai_seeded,Local autonomy frame.,,,,,,,scope_reviewed_organizational_positioning,,,A059—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI145,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,限于地方尊严、自决权及“冲绳事务由冲绳决定”的组织框架,A059—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,,,,,,,,,
AI146,A060,I001,anti_base,Takae helipad opposition,S028,E3,ai_seeded,Anti-base/anti-helipad.,,,,,,,scope_reviewed_organizational_positioning,,,A060—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI146,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,2007–2016 可见期内持续反对高江直升机坪建设,A060—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,,,,,,,,,
AI147,A060,I005,biodiversity,Yanbaru forest protection concerns,S028,E3,ai_seeded,Environmental frame.,,,,,,,scope_reviewed_organizational_positioning,,,A060—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI147,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,具名请求直接涉及やんばる动植物、生态调查和生物多样性保护,A060—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,,,,,,,,,
AI148,A061,I005,biodiversity,Bird conservation and Henoko habitat statements,S003;S004,E4,ai_seeded,National bird conservation NGO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI149,A062,I005,biodiversity,Wetland conservation and Henoko/Oura Bay statements,S003,E4,ai_seeded,Wetland network.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI150,A063,I001,anti_base,Kanto-region anti-war landowner solidarity with Okinawa,S038,E3,ai_seeded,Mainland solidarity.,,,,,,,scope_reviewed_organizational_positioning,,,A063—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI150,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,关东／首都圈层面的长期反基地与冲绳声援；不是冲绳本地组织,A063—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch16_v1.md,,,,,,,,,
AI151,A063,I019,peace,Peace movement mainland branch,S038,E3,ai_seeded,Peace solidarity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI152,A064,I001,anti_base,International network against foreign military bases,S033,E3,needs_second_source,Verify Okinawa connection.,,,,,,,scope_reviewed_organizational_positioning,,,A064—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI152,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,2007 年形成时的明确反外国军事基地宗旨；不写成当前仍活跃,A064—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,,,,,,,,,
AI153,A064,I012,international_advocacy,International anti-base advocacy,S033,E3,needs_second_source,Verify participation.,,,,,,,scope_reviewed_organizational_positioning,,,A064—international_advocacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI153,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,2007 年跨国会议、网络和全球行动计划；冲绳是倡议对象／参与来源，不是已证正式分支,A064—international_advocacy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,,,,,,,,,
AI154,A065,I002,anti_military,Southwest Islands anti-militarization network,S036,E3,needs_second_source,Verify membership.,,,,,,,scope_reviewed_organizational_positioning,,,A065—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI154,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,限于 2016–2018 可证的琉球弧／先岛反军事化网络定位,A065—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,,,,,,,,,
AI155,A065,I017,frontline_prevention,Anti-frontline framing for Sakishima,S036,E3,needs_second_source,Verify continuity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI156,A065,I018,Taiwan_contingency,Security environment concerns,S036,E3,needs_second_source,Verify framing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI157,A066,I011,legal,暂不批准 ND—legal 事实边；S032 首页只确认政策倡议／外交智库身份，未直接闭合行政法、地方自治法或具体制度论证。,S032,E4,needs_second_source,Policy/legal advocacy. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI157).,,defer,HR035-B02-AI157,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_organizational_positioning,,docs/human_review_return_HR035_batch02_v1.md,政策研究或基地议题栏目不等于 legal 议题边；不得从组织类型、作者职业或页面链接标题推断法律角色。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI157,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,持续政策研究中的行政法、地方自治法和制度论证；删除目前证据不足的笼统“国际法”表述,A066 ND—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,,candidate,,organizational_positioning,S032 官方首页确认 ND 从事信息传播、政策提言和包含沖縄／米军基地主题的政策研究。,缺少可定位的 ND 自有报告或政策文本，直接显示行政法、地方自治法等法律论证。,,,暂不批准 ND—legal 事实边；S032 首页只确认政策倡议／外交智库身份，未直接闭合行政法、地方自治法或具体制度论证。
AI158,A066,I009,local_autonomy,暂不批准 ND—local_autonomy 事实边；S032 首页显示沖縄与地域外交政策研究，但没有直接闭合国—地方权限或地方自治主张。,S032,E4,needs_second_source,Autonomy frame. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI158).,,defer,HR035-B02-AI158,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_organizational_positioning,,docs/human_review_return_HR035_batch02_v1.md,“地域外交”“沖縄政策替代”与 local_autonomy 不是同义词；不得把政策研究自动写成代表沖縄整体的自治立场。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI158,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,持续讨论国—地方权限、地域外交和冲绳政策替代方案；不代表冲绳整体,A066 ND—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,,candidate,,organizational_positioning,S032 官方首页确认 ND 的政策倡议、外交智库身份与沖縄／基地政策主题。,缺少可定位的 ND 自有政策文本，明确讨论国—地方权限、地方自治或冲绳地方政府权限。,,,暂不批准 ND—local_autonomy 事实边；S032 首页显示沖縄与地域外交政策研究，但没有直接闭合国—地方权限或地方自治主张。
AI159,A066,I001,anti_base,新外交イニシアティブ（ND）—anti_base 仅表示其官方站点持续承载沖縄／米军基地政策研究，并公开提出“不建设边野古新基地”的具体政策替代主张。,S032,E4,human_revised,Think tank role. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI159).,,revise,HR035-B02-AI159,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_organizational_positioning,,docs/human_review_return_HR035_batch02_v1.md,anti_base 仅按边野古新基地等具体政策主张解释；政策提言不等于工程停止、政府采纳或代表沖縄社会共识。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI159,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,由持续边野古／基地政策替代研究支持；须按具体政策主张表述,A066 ND—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md,,supported_bounded,reviewed_actor_issue,organizational_positioning,S032 官方首页把米军基地列为研究领域，并展示“辺野古問題をどう解決するか―新基地をつくらせないための提言”等组织政策输出。,不确认 ND 反对全部基地、全部安全合作或所有时期的每项基地政策。,,,新外交イニシアティブ（ND）—anti_base 仅表示其官方站点持续承载沖縄／米军基地政策研究，并公开提出“不建设边野古新基地”的具体政策替代主张。
AI160,A067,I001,anti_base,National council against Henoko landfill soil import,S040,E3,ai_seeded,Cross-prefecture coordination.,,,,,,,scope_reviewed_organizational_positioning,,,A067—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI160,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,2015 年以来持续反对边野古填海土砂搬出及新基地建设,A067—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,,,,,,,,,
AI161,A067,I003,Henoko,Henoko-specific soil import opposition,S040,E3,ai_seeded,Henoko focus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI162,A067,I005,biodiversity,Environmental concern about soil import sources,S040,E3,ai_seeded,Environmental frame.,,,,,,,scope_reviewed_organizational_positioning,,,A067—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,organizational_positioning,human_checked,accept,HR019-SCOPE-AI162,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,持续处理外来种、搬出地自然环境与边野古海域生物多样性风险,A067—biodiversity；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,,,,,,,,,
AI163,A068,I010,referendum,1997 Nago city referendum initiative,S042,E3,ai_seeded,Historical referendum actor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI164,A068,I001,anti_base,A068—anti_base 仅表示「ヘリポート基地建設の是非を問う名護市民投票推進協議会」在 1997 年海上直升机基地争议中组织条例直接请求、签名和市民投票推动，并处于反对基地建设的事件语境。,S192;S042,E3,human_revised,Anti-base frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI164).,,revise,HR035-B01-AI164,project_principal_user,2026-07-20,relation_existence;actor_identity;issue_mapping;source_ref;evidence_level;interpretation_boundary,scope_reviewed_institutional_or_case_role,,docs/human_review_return_HR035_batch01_v1.md,活动期限定 1997 年；公投结果不等于组织造成结果，后继组织的后续行动不回填给 A068。,institutional_or_case_role,human_checked,accept,HR019-SCOPE-AI164,project_principal_user,2026-07-20,scope_kind;scope_status;scope_approved_formulation;scope_boundary,supported_bounded,A068—anti_base 仅表示「ヘリポート基地建設の是非を問う名護市民投票推進協議会」在 1997 年海上直升机基地争议中组织条例直接请求、签名和市民投票推动，并处于反对基地建设的事件语境。,活动期限定 1997 年；公投结果不等于组织造成结果，后继组织的后续行动不回填给 A068。,docs/human_review_return_HR019_edge_scope_batch17_v1.md,,supported_bounded,reviewed_actor_issue,institutional_or_case_role,S192 闭合事件期组织名、代表、证明、签名、直接请求、条例和投票程序；S042 闭合公投与反对票多数。,官方材料不足以把 A068 写成 1997 年后持续组织；A068→A019 的发展性改组／后继关系仍须单列谱系事实，不直接合并。,,,A068—anti_base 仅表示「ヘリポート基地建設の是非を問う名護市民投票推進協議会」在 1997 年海上直升机基地争议中组织条例直接请求、签名和市民投票推动，并处于反对基地建设的事件语境。
AI165,A068,I003,Henoko,Henoko/Nago base referendum,S042,E3,ai_seeded,Henoko/Nago focus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
