audit_row_id,normalized_url,input_record_count,input_batches,proposal_refs,candidate_refs,original_urls,merge_disposition,cross_batch_duplicate,current_source_match,current_source_ids,current_archive_status,suggested_source_id_if_merged,suggested_id_status,snapshot_state,source_log_observed_count,provisional_merged_source_ids,provisional_archive_status,proposed_title,publisher_labels,input_source_types,suggested_source_type,source_type_status,publication_or_record_dates,suggested_year,date_status,locators,locator_status,support_scopes,input_evidence_levels,suggested_evidence_level,caveats,sensitive_boundary_tags,sensitive_boundary_status,relation_or_claim_approved,archive_eligibility,archive_access_risk,metadata_issue_codes,human_metadata_review_required,web_review_required,recommended_action
NW2FS029,https://www.city.ginowan.lg.jp/material/files/group/61/ikensyo1.pdf,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP008,RV2C002,https://www.city.ginowan.lg.jp/material/files/group/61/ikensyo1.pdf,unique_proposed_new,no,no,,not_applicable,S274,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S274,archived,有機フッ素化合物PFOS及びPFOA汚染の対策を求める意見書,宜野湾市議会,municipal_resolution,official_legislative_record,mechanical_vocabulary_normalization,2022-11-25,2022,complete_year_or_date,full one-page resolution,complete,Official recognition of the group's sampling and its consequence for a municipal opinion,E4,E4,The resolution uses probability language for a base source; do not strengthen it to established causation.,PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_not_yet_in_manifest,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS030,https://www.asahi.com/articles/ASQ9S5J0LQ96TPOB004.html,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP009,RV2C002,https://www.asahi.com/articles/ASQ9S5J0LQ96TPOB004.html,unique_proposed_new,no,no,,not_applicable,S275,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S275,archived,学校敷地から化学物質PFOS 沖縄米軍基地に隣接,朝日新聞,national_news,news,mechanical_vocabulary_normalization,2022-09-25,2022,complete_year_or_date,"paragraphs describing fundraising, commissioned sampling and published results",complete,Independent direct-role evidence for resident-funded field sampling,E3,E3,Paywalled after the visible evidence; preserve the visible locator and do not infer beyond it.,PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,preserve_visible_locator_under_paywall_boundary,,no,yes,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS031,https://ryukyushimpo.jp/news/entry-1421139.html,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP010,RV2C002,https://ryukyushimpo.jp/news/entry-1421139.html,unique_proposed_new,no,no,,not_applicable,S276,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S276,archived,米軍PFAS汚染で血液検査を要請 宜野湾ちゅら水会,琉球新報,local_news,local_news,already_in_current_vocabulary,2021-11-09,2021,complete_year_or_date,lead naming 仲松典子共同代表 and city request,complete,2021 organization identity and request for disclosure/health investigation,E3,E3,A request does not establish that the requested blood testing was performed.,PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_history=14_archived_1_failed,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS032,https://ryukyushimpo.jp/news/entry-1730706.html,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP011,RV2C002,https://ryukyushimpo.jp/news/entry-1730706.html,unique_proposed_new,no,no,,not_applicable,S277,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S277,archived,PFAS汚染 米軍との意見交換に市民の参加を,琉球新報,local_news,local_news,already_in_current_vocabulary,2023-06-17,2023,complete_year_or_date,lead and image caption naming 町田直美共同代表,complete,2023 continuity and request for citizen participation in a city-base meeting,E3,E3,"Documents a request, not its acceptance or an institutional partnership.",PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_history=14_archived_1_failed,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS033,https://newsdig.tbs.co.jp/articles/-/2642471?display=1,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP012,RV2C002,https://newsdig.tbs.co.jp/articles/-/2642471?display=1,unique_proposed_new,no,no,,not_applicable,S278,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S278,archived,泡が消えた後に残った白い粉からPFAS検出,琉球放送／TBS NEWS DIG,broadcast_news,news,mechanical_vocabulary_normalization,2026-05-05,2026,complete_year_or_date,paragraph naming 照屋正史事務局長 and commissioned expert analysis,complete,Current 2026 identity/continuity and a bounded sampling role,E3,E3,The expert explicitly says the sample cannot be converted to foam volume or sewer concentration.,PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,verify_dynamic_query_page_and_final_url,,no,yes,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS034,https://www.jcp.or.jp/akahata/aik25/2026-02-16/2026021611_01_0.php,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP013,RV2C002,https://www.jcp.or.jp/akahata/aik25/2026-02-16/2026021611_01_0.php,unique_proposed_new,no,no,,not_applicable,S279,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S279,failed,沖縄の米軍基地PFAS汚染 全国交流集会,しんぶん赤旗,party_news,party_news,already_in_current_vocabulary,2026-02-16,2026,complete_year_or_date,paragraph separately naming A099 and 宜野湾ちゅら水会,complete,Name-level evidence that the two PFAS groups were treated as separate organizations in one event,E3,E3,Use only for identity separation and attributed participation; co-participation is not an alliance.,PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_history=4_archived_0_failed,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS035,https://www.shinfujin.gr.jp/about/organization,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP014,RV2C003,https://www.shinfujin.gr.jp/about/organization/,unique_proposed_new,no,no,,not_applicable,S280,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S280,archived,新婦人の紹介,新日本婦人の会中央本部,organization_website,organization_website,already_in_current_vocabulary,current page; accessed 2026-07-13,2026,access_date_only,"name, purposes, 1962 formation and nationwide structure",complete,National association identity and prefectural-headquarters organizational structure,E4,E4,National identity alone does not transfer every national action to the Okinawa headquarters.,branch_parent_action_not_automatically_transferred;party_affiliation_not_inferred,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,snapshot_current_page_and_record_access_date,publication_date_unavailable_access_date_only,yes,yes,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS036,https://www.shinfujin.gr.jp/wp-content/uploads/2024/06/%E7%B1%B3%E5%85%B5%E5%B0%91%E5%A5%B3%E6%9A%B4%E8%A1%8C%E4%BA%8B%E4%BB%B6%E3%80%80%E5%86%85%E9%96%A3%E7%B7%8F%E7%90%86%E5%A4%A7%E8%87%A3%E5%B2%B8%E7%94%B0%E6%96%87%E9%9B%84%E6%A7%981.pdf,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP016,RV2C003,https://www.shinfujin.gr.jp/wp-content/uploads/2024/06/%E7%B1%B3%E5%85%B5%E5%B0%91%E5%A5%B3%E6%9A%B4%E8%A1%8C%E4%BA%8B%E4%BB%B6%E3%80%80%E5%86%85%E9%96%A3%E7%B7%8F%E7%90%86%E5%A4%A7%E8%87%A3%E5%B2%B8%E7%94%B0%E6%96%87%E9%9B%84%E6%A7%981.pdf,unique_proposed_new,no,no,,not_applicable,S281,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S281,archived,沖縄米兵少女暴行事件とその隠蔽につよく抗議し根本的対策を求める要請,新日本婦人の会中央本部・沖縄県本部,organization_request,organization_statement,mechanical_vocabulary_normalization,2024-06-27,2024,complete_year_or_date,signature block and request text,complete,"Exact local-unit name, chair and direct military-violence/human-rights request role",E4,E4,"Joint signature with the central body proves a bounded request, not all-purpose identity equivalence.",branch_parent_action_not_automatically_transferred;party_affiliation_not_inferred,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_not_yet_in_manifest,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS037,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/014/905/h20gyouseikiroku.pdf,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP017,RV2C003,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/014/905/h20gyouseikiroku.pdf,unique_proposed_new,no,no,,not_applicable,S282,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S282,archived,沖縄県行政記録 平成20年,沖縄県,prefectural_administrative_record,prefectural_official,mechanical_vocabulary_normalization,2008,2008,complete_year_or_date,"p.4, 2008-02-14 entry",complete,Independent official record of an Okinawa-headquarters request over a U.S.-Marine sexual-assault case,E4,E4,"An administrative diary entry confirms a request, not the full content or outcome.",branch_parent_action_not_automatically_transferred;party_affiliation_not_inferred,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,domain_archive_history_has_material_failure_share,,no,yes,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS038,https://www.jcp.or.jp/akahata/aik18/2018-06-18/2018061801_03_1.html,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP018,RV2C003,https://www.jcp.or.jp/akahata/aik18/2018-06-18/2018061801_03_1.html,unique_proposed_new,no,no,,not_applicable,S283,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S283,archived,沖縄県民投票条例へ 新婦人が署名開始,しんぶん赤旗,party_news,party_news,already_in_current_vocabulary,2018-06-18,2018,complete_year_or_date,lead and chair quotation,complete,Okinawa-headquarters organization identity and Henoko referendum-signature campaign role,E3,E3,Use for the dated public role only; do not code party affiliation or a stable alliance.,branch_parent_action_not_automatically_transferred;party_affiliation_not_inferred,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_history=4_archived_0_failed,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS039,https://www.mhlw.go.jp/churoi/meirei_db/mei/pdf/m11367.pdf,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP019,RV2C004,https://www.mhlw.go.jp/churoi/meirei_db/mei/pdf/m11367.pdf,unique_proposed_new,no,no,,not_applicable,S284,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S284,archived,中央労働委員会命令書 沖縄セメント工業事件,中央労働委員会／厚生労働省,official_labor_decision,legal_source,mechanical_vocabulary_normalization,2014-03-13,2014,complete_year_or_date,"pp.1-2, party identity",complete,Formal exact identity and regional-union party status,E4,E4,Use for identity and legal procedure only; the merits are unrelated to Phase-1 issue coding.,strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_not_yet_in_manifest,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS040,https://www.pref.okinawa.lg.jp/shigoto/koyorodo/1012030/1012056.html,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP020,RV2C004,https://www.pref.okinawa.lg.jp/shigoto/koyorodo/1012030/1012056.html,unique_proposed_new,no,no,,not_applicable,S285,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S285,archived,争議行為の届出と予告,沖縄県,prefectural_labor_record,prefectural_official,mechanical_vocabulary_normalization,2020-2026 records; accessed 2026-07-13,2026,rolling_or_range_record,沖縄県公表 list naming the headquarters repeatedly,needs_pinpoint,Current exact identity and repeated organizational operation through official notices,E4,E4,"Generic strike notices establish continuity, not Phase-1 political positions.",strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,snapshot_rolling_official_page;domain_archive_history_has_material_failure_share,rolling_record_range_vs_access_year;locator_needs_named_entry_or_snapshot_date,yes,yes,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS041,https://ryukyushimpo.jp/news/prentry-249100.html,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP021,RV2C004,https://ryukyushimpo.jp/news/prentry-249100.html,unique_proposed_new,no,no,,not_applicable,S286,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S286,archived,全港湾沖縄が安保法案反対訴え抗議集会,琉球新報,local_news,local_news,already_in_current_vocabulary,2015-09-18,2015,complete_year_or_date,lead naming the Okinawa headquarters and workplace action,complete,Direct anti-Henoko/security-law labor action and port-workplace framing,E3,E3,Participant count is organizer-reported; the event does not establish alliance ties.,strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_history=14_archived_1_failed,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS042,https://www.city.ishigaki.okinawa.jp/material/files/group/33/giin-2024-3.pdf,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP022,RV2C004,https://www.city.ishigaki.okinawa.jp/material/files/group/33/giin-2024-3.pdf,unique_proposed_new,no,no,,not_applicable,S287,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S287,archived,米海軍ミサイル駆逐艦ラファエル・ペラルタ寄港反対決議,石垣市議会,municipal_resolution,official_legislative_record,mechanical_vocabulary_normalization,2024-03-04,2024,complete_year_or_date,"p.2, paragraph naming the union strike decision and worker-safety rationale",complete,Official recipient-side record of the union's Ishigaki/Naha port action plan and stated safety frame,E4,E4,The resolution recounts the plan; it is not a union membership record or legal judgment.,strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_history=7_archived_0_failed,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS043,https://kokkai.ndl.go.jp/simple/detail?minId=121315359X00520240524,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP023,RV2C004,https://kokkai.ndl.go.jp/simple/detail?minId=121315359X00520240524,unique_proposed_new,no,no,,not_applicable,S288,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S288,archived,第213回国会参議院特別委員会 第5号,国立国会図書館 国会会議録検索システム,official_parliamentary_record,official_legislative_record,mechanical_vocabulary_normalization,2024-05-24,2024,complete_year_or_date,statements 133-134,complete,Independent official acknowledgment that the Okinawa headquarters carried out the Ishigaki Port strike,E4,E4,The record contains contested characterizations of legality; this gate records occurrence and attributed rationale only.,strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,verify_dynamic_query_page_and_final_url,,no,yes,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS044,https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP024,RV2C004,https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf,unique_proposed_new,no,no,,not_applicable,S289,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S289,archived,2025 5.15平和行進 全港湾沖縄地方本部報告,全日本港湾労働組合,union_activity_report,organization_report,mechanical_vocabulary_normalization,2025-05-17 to 2025-05-18,2025,bounded_event_date_range,full one-page participant report,complete,Current branch-level peace-march and base-issue learning activity,E3,E3,"A participant report supports a bounded activity observation, not the position of every union member.",strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_not_yet_in_manifest,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS045,https://yaimatime.com/schedule/archive/2302/12/23,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP025,RV2C005,https://yaimatime.com/schedule/archive/2302/12/23/,unique_proposed_new,no,no,,not_applicable,S290,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S290,failed,やいまタイム地域年表 2015年12月23日,やいまタイム,local_chronology,community_site,human_choice_required,2015-12-23 event entry; accessed 2026-07-13,2015,complete_year_or_date,entry stating 八重山大地会 was formed to oppose SDF deployment through cultural activity,complete,A formation-date lead and issue purpose,E2,E2,Archive URL metadata is unusual; verify the original local-newspaper record before freezing the formation date.,component_or_coorganization_not_stable_alliance;historical_continuity_not_inferred,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,verify_unusual_archive_path_against_displayed_event_date,source_type_human_choice;archive_path_date_alignment_needs_confirmation,yes,yes,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS046,https://ryukyushimpo.jp/news/entry-209354.html,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP026,RV2C005,https://ryukyushimpo.jp/news/entry-209354.html,unique_proposed_new,no,no,,not_applicable,S291,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S291,failed,陸自配備反対を決議 石垣、住民180人が緊急集会,琉球新報,local_news,local_news,already_in_current_vocabulary,2016-01-24,2016,complete_year_or_date,paragraph naming 八重山大地会 and 八重洋一郎代表,complete,"Exact identity, representative and anti-deployment organizer role",E3,E3,The wider meeting had multiple organizers; do not infer a stable alliance.,component_or_coorganization_not_stable_alliance;historical_continuity_not_inferred,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_history=14_archived_1_failed,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS047,https://www.kinyobi.co.jp/kinyobinews/2017/01/25/%E9%99%B8%E8%87%AA%E9%85%8D%E5%82%99%E3%81%A7%E3%80%8C%E5%8F%97%E3%81%91%E5%85%A5%E3%82%8C%E3%80%8D%E8%A1%A8%E6%98%8E%E2%80%95%E2%80%95%E4%BD%8F%E6%B0%91%E8%A3%8F%E5%88%87%E3%82%8A%E3%81%AE%E7%9F%B3,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP027,RV2C005,https://www.kinyobi.co.jp/kinyobinews/2017/01/25/%E9%99%B8%E8%87%AA%E9%85%8D%E5%82%99%E3%81%A7%E3%80%8C%E5%8F%97%E3%81%91%E5%85%A5%E3%82%8C%E3%80%8D%E8%A1%A8%E6%98%8E%E2%80%95%E2%80%95%E4%BD%8F%E6%B0%91%E8%A3%8F%E5%88%87%E3%82%8A%E3%81%AE%E7%9F%B3/,unique_proposed_new,no,no,,not_applicable,S292,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S292,archived,陸自配備で受け入れ表明 住民裏切りの石垣市長,週刊金曜日,magazine_news,magazine_news,already_in_current_vocabulary,2017-01-25,2017,complete_year_or_date,paragraph naming 潮平正道共同代表,complete,2017 identity/leadership and war-memory framing of SDF deployment,E3,E3,Attributed statement only; publisher has an advocacy position.,component_or_coorganization_not_stable_alliance;historical_continuity_not_inferred,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_history=3_archived_0_failed,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS048,https://iwj.co.jp/wj/open/archives/374937,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP028,RV2C005,https://iwj.co.jp/wj/open/archives/374937,unique_proposed_new,no,no,,not_applicable,S293,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S293,archived,石垣島市政と陸自ミサイル部隊配備を語るバガケーラの集い,IWJ Independent Web Journal,event_report,event_report,already_in_current_vocabulary,2017-04-21,2017,complete_year_or_date,event metadata naming 八重山大地会 as co-organizer,complete,A second 2017 organizer observation tied directly to SDF deployment,E3,E3,Co-organization is event-level and does not establish a permanent alliance.,component_or_coorganization_not_stable_alliance;historical_continuity_not_inferred,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,no_specific_flag;domain_history=2_archived_0_failed,,no,no,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
NW2FS049,https://researchmap.jp/teppy/presentations/10378736/attachment_file.pdf,1,NW2-C_registry_gate,NW2-C_registry_gate:RV2SP029,RV2C005,https://researchmap.jp/teppy/presentations/10378736/attachment_file.pdf,unique_proposed_new,no,no,,not_applicable,S294,proposal_only_not_reserved,postmerge_provisional_batch_match,295,S294,failed,石垣島への陸上自衛隊配備をめぐる組織関係図,researchmap academic presentation attachment,academic_presentation_material,academic_article,human_choice_required,undated attachment; accessed 2026-07-13,2026,undated_access_year_proposed,organization map listing やいま大地会 and A010's component composition,complete,Alias lead and possible component relation to A010,E2,E2,"Analytical diagram, not an official membership roster; the component relation needs human or primary confirmation.",component_or_coorganization_not_stable_alliance;historical_continuity_not_inferred,pass_no_approval_and_caveat_present,no,eligible_http_archive;provisional_index_does_not_require_success,verify_attachment_date_and_parent_presentation_metadata,source_type_human_choice;undated_attachment_use_access_year_only,yes,yes,provisional source-log merge observed; retain ai_seeded status and complete HR-030 metadata/archive review before formal claim use
