edge_id,actor_id,actor_name,actor_class,analysis_family_v1,origin_type,issue_id,issue_label,issue_group,relation_basis_original,temporal_scope_v1,temporal_scope_rule,source_ref,evidence_level,review_status,review_layer,analysis_inclusion,analysis_exclusion_reason,conclusion_eligibility,notes,interpretation_limit
AI073,A023,美ら海にもやんばるにも基地はいらない市民の会,local_civic_actor,冲绳本地公民行动,japan_domestic,I001,anti_base,base_politics,2015 NACSJ signatory local civic group,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Needs local follow-up.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI074,A023,美ら海にもやんばるにも基地はいらない市民の会,local_civic_actor,冲绳本地公民行动,japan_domestic,I005,biodiversity,environment,Name/framing links sea/Yanbaru protection,event_specific,explicit statement/signatory/request/action marker,S004,E3,needs_second_source,candidate,active,,candidate_or_clue,Infer from signatory context.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI075,A024,辺野古リレー,citizen_network,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,2015 NACSJ signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Henoko mobilization seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI076,A024,辺野古リレー,citizen_network,冲绳本地公民行动,okinawa_local,I003,Henoko,place_issue,Name and statement context,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Place issue.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI077,A025,辺野古への基地建設を許さない実行委員会,executive_committee,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,2015 NACSJ signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Anti-base executive committee.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI078,A025,辺野古への基地建設を許さない実行委員会,executive_committee,冲绳本地公民行动,okinawa_local,I003,Henoko,place_issue,Name and statement context,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Place issue.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI079,A026,ピース・ニュース,citizen_group,冲绳本地公民行动,japan_domestic,I019,peace,peace_human_rights,2015 NACSJ signatory / peace news,event_specific,explicit statement/signatory/request/action marker,S004,E3,needs_second_source,candidate,active,,candidate_or_clue,Actor type unclear.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI080,A027,公共事業改革市民会議,citizen_network,冲绳本地公民行动,japan_domestic,I005,biodiversity,environment,2015 NACSJ signatory / public works reform frame,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Environment/public works critique.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI081,A027,公共事業改革市民会議,citizen_network,冲绳本地公民行动,japan_domestic,I001,anti_base,base_politics,Statement opposes Henoko base construction,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory relation.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI082,A028,沖縄のための日米市民ネットワーク（JUCON）,international_advocacy_actor,跨国 NGO／国际倡议,mixed_or_network,I012,international_advocacy,transnational,Japan-U.S. citizen network signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,International/cross-border actor.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI083,A028,沖縄のための日米市民ネットワーク（JUCON）,international_advocacy_actor,跨国 NGO／国际倡议,mixed_or_network,I001,anti_base,base_politics,Statement opposes Henoko base construction,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory relation.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI084,A029,沖縄・生物多様性市民ネットワーク,citizen_network,冲绳本地公民行动,okinawa_local,I005,biodiversity,environment,Okinawa biodiversity citizen network signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Local biodiversity network.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI085,A029,沖縄・生物多様性市民ネットワーク,citizen_network,冲绳本地公民行动,okinawa_local,I003,Henoko,place_issue,Henoko/Oura Bay statement context,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Place issue.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI086,A030,市川三番瀬を守る会,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,I005,biodiversity,environment,2015 NACSJ environmental solidarity signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Non-Okinawa environmental actor.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI087,A031,三番瀬のラムサール条約登録を実現する会,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,I005,biodiversity,environment,2015 NACSJ environmental solidarity signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Non-Okinawa environmental actor.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI088,A032,Peace Philosophy Centre,international_advocacy_actor,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,Peace Philosophy Centre signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,International advocacy node.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI089,A032,Peace Philosophy Centre,international_advocacy_actor,跨国 NGO／国际倡议,international,I019,peace,peace_human_rights,Peace Philosophy Centre framing,organizational_positioning,mission/purpose/sustained-role marker,S004,E3,ai_seeded,candidate,active,,candidate_or_clue,Confirm via own site if central.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI090,A033,Friends of the Earth U.S.,international_ngo,跨国 NGO／国际倡议,us_origin,I012,international_advocacy,transnational,Friends of the Earth U.S. signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,U.S. NGO.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI091,A033,Friends of the Earth U.S.,international_ngo,跨国 NGO／国际倡议,us_origin,I005,biodiversity,environment,Environmental NGO signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI092,A034,Korea Federation for Environmental Movements (KFEM),international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,KFEM signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Overseas environmental solidarity.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI093,A034,Korea Federation for Environmental Movements (KFEM),international_ngo,跨国 NGO／国际倡议,international,I005,biodiversity,environment,KFEM environmental NGO,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI094,A035,Russian Social Ecological Union,international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,Overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI095,A036,Friends of the Siberian Forests,international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,Overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI096,A037,Centre for Environmental Justice,international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,Overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI097,A038,Sahabat Alam Malaysia,international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,Overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI098,A039,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,international_ngo,跨国 NGO／国际倡议,international,I011,legal,legal_policy,Legal rights/natural resources center signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Legal/environmental NGO.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI099,A039,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,Overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI100,A040,Forum for Protection of Public Interest (Pro Public),international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,2015 NACSJ overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004;S089;S090,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-009 identity confirmed; 2015 co-signatory/solidarity node only not stable alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI101,A041,Friends of the Earth Brisbane,international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,Overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI102,A042,Pacific Environment,international_ngo,跨国 NGO／国际倡议,us_origin,I012,international_advocacy,transnational,Pacific Environment signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,U.S./Pacific NGO.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI103,A042,Pacific Environment,international_ngo,跨国 NGO／国际倡议,us_origin,I005,biodiversity,environment,Environmental NGO signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI104,A043,PENGON-FoE Palestine,international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,Overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI105,A044,Naturvernforbundet / Norwegian Society for the Conservation of Nature,international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,Overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Signatory seed.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI106,A045,Center for Biological Diversity,international_ngo,跨国 NGO／国际倡议,us_origin,I011,legal,legal_policy,Center for Biological Diversity 的 legal 边严格表示其在冲绳儒艮案中的具名组织原告／上诉人角色。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S128;S129,E4,human_revised,human_reviewed,active,,human_reviewed_E3_E4,Legal/environmental NGO. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI106).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI107,A045,Center for Biological Diversity,international_ngo,跨国 NGO／国际倡议,us_origin,I005,biodiversity,environment,Center for Biological Diversity signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,Biodiversity actor.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI108,A045,Center for Biological Diversity,international_ngo,跨国 NGO／国际倡议,us_origin,I012,international_advocacy,transnational,U.S. environmental NGO signatory,event_specific,explicit statement/signatory/request/action marker,S004,E4,ai_seeded,candidate,active,,candidate_or_clue,International actor.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI109,A046,Pro Natura,international_ngo,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,2015 NACSJ overseas signatory,event_specific,explicit statement/signatory/request/action marker,S004;S091;S092,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-009 identity confirmed; 2015 co-signatory/solidarity node only not stable alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI110,A046,Pro Natura,international_ngo,跨国 NGO／国际倡议,international,I005,biodiversity,environment,Environmental NGO signatory,event_specific,explicit statement/signatory/request/action marker,S004;S091;S092,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-009 identity confirmed as Pro Natura / FoE Switzerland; signatory evidence only.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI111,A047,沖縄平和運動センター,citizen_network,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Core anti-base coordination body,organizational_positioning,mission/purpose/sustained-role marker,S031,E4,ai_seeded,candidate,active,,candidate_or_clue,Central coordination role in Okinawa peace/anti-base movements.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI112,A047,沖縄平和運動センター,citizen_network,冲绳本地公民行动,okinawa_local,I019,peace,peace_human_rights,Peace movement coordination,organizational_positioning,mission/purpose/sustained-role marker,S031,E4,ai_seeded,candidate,active,,candidate_or_clue,Peace movement center.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI113,A047,沖縄平和運動センター,citizen_network,冲绳本地公民行动,okinawa_local,I002,anti_military,security_politics,Anti-military deployment coordination,organizational_positioning,mission/purpose/sustained-role marker,S031,E4,ai_seeded,candidate,active,,candidate_or_clue,Broad anti-military frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI114,A047,沖縄平和運動センター,citizen_network,冲绳本地公民行动,okinawa_local,I003,Henoko,place_issue,Henoko opposition coordination,organizational_positioning,mission/purpose/sustained-role marker,S031,E3,ai_seeded,candidate,active,,candidate_or_clue,Verify direct Henoko coordination role.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI115,A048,沖縄一坪反戦地主会,citizen_group,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Symbolic landowner resistance to military land leases,organizational_positioning,mission/purpose/sustained-role marker,S038,E4,ai_seeded,candidate,active,,candidate_or_clue,Core anti-base frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI116,A048,沖縄一坪反戦地主会,citizen_group,冲绳本地公民行动,okinawa_local,I011,legal,legal_policy,Land lease legal resistance,mixed_or_unclear,human-reviewed scope_kind from central actor-issue edge,,E4,needs_second_source,excluded_history,excluded_history,edge_scope_status_deactivated_pending_actor_unit_repair,excluded_historical_record,Legal channel.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI117,A048,沖縄一坪反戦地主会,citizen_group,冲绳本地公民行动,okinawa_local,I019,peace,peace_human_rights,Anti-war landowner movement,organizational_positioning,mission/purpose/sustained-role marker,S038,E4,ai_seeded,candidate,active,,candidate_or_clue,Peace frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI118,A048,沖縄一坪反戦地主会,citizen_group,冲绳本地公民行动,okinawa_local,I009,local_autonomy,governance,Land rights and local autonomy,mixed_or_unclear,human-reviewed scope_kind from central actor-issue edge,,E3,needs_second_source,excluded_history,excluded_history,edge_scope_status_deactivated_pending_actor_unit_repair,excluded_historical_record,Autonomy frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI119,A049,基地・軍隊を許さない行動する女たちの会,citizen_group,冲绳本地公民行动,okinawa_local,I007,life_safety,life_safety,基地・軍隊を許さない行動する女たちの会—life_safety 仅表示其从女性人权、军事性暴力与身体／日常生活安全角度提出基地和军队问题。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S039,E3,human_revised,human_reviewed,active,,human_reviewed_E3_E4,Gender/safety frame. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI119).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI120,A049,基地・軍隊を許さない行動する女たちの会,citizen_group,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Women's anti-base movement,organizational_positioning,mission/purpose/sustained-role marker,S039,E4,ai_seeded,candidate,active,,candidate_or_clue,Anti-base frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI121,A049,基地・軍隊を許さない行動する女たちの会,citizen_group,冲绳本地公民行动,okinawa_local,I002,anti_military,security_politics,基地・軍隊を許さない行動する女たちの会—anti_military 表示该会把反对基地、军队及其结构性／性别化暴力作为可观察的组织定位。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S039,E3,human_revised,human_reviewed,active,,human_reviewed_E3_E4,Anti-military frame. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI121).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI122,A050,沖縄弁護士会,lawyers_network,法律／制度程序,okinawa_local,I011,legal,legal_policy,Bar association legal statements on base issues,event_specific,explicit statement/signatory/request/action marker,S037,E4,ai_seeded,candidate,active,,candidate_or_clue,Professional legal frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI123,A050,沖縄弁護士会,lawyers_network,法律／制度程序,okinawa_local,I009,local_autonomy,governance,Bar association statements on prefectural autonomy,event_specific,explicit statement/signatory/request/action marker,S037,E4,ai_seeded,candidate,active,,candidate_or_clue,Autonomy frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI124,A050,沖縄弁護士会,lawyers_network,法律／制度程序,okinawa_local,I001,anti_base,base_politics,President statements opposing Henoko construction,event_specific,explicit statement/signatory/request/action marker,S037,E4,ai_seeded,candidate,active,,candidate_or_clue,Formal professional statement.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI125,A051,「辺野古」県民投票の会,citizen_group,冲绳本地公民行动,okinawa_local,I010,referendum,governance,2019 prefectural referendum initiative,event_specific,explicit statement/signatory/request/action marker,S025,E4,ai_seeded,candidate,active,,candidate_or_clue,Core referendum actor.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI126,A051,「辺野古」県民投票の会,citizen_group,冲绳本地公民行动,okinawa_local,I003,Henoko,place_issue,「辺野古」県民投票の会—Henoko 仅表示该会在 2018–2019 年推动以边野古填海／基地建设为问题对象的县民投票。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S185;S025,E4,human_revised,human_reviewed,active,,human_reviewed_E3_E4,Henoko frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI126).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI127,A051,「辺野古」県民投票の会,citizen_group,冲绳本地公民行动,okinawa_local,I009,local_autonomy,governance,A051—local_autonomy 仅表示该会通过条例制定直接请求与县民投票程序表达对边野古问题的地方直接民主／自治诉求。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S185;S025,E4,human_revised,human_reviewed,active,,human_reviewed_E3_E4,Autonomy frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI127).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI128,A052,嘉手納基地爆音差止訴訟原告団,citizen_group,冲绳本地公民行动,okinawa_local,I011,legal,legal_policy,Kadena noise litigation,institutional_or_case_role,legal/service/program/support role marker,S026,E4,ai_seeded,candidate,active,,candidate_or_clue,Court litigation.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI129,A052,嘉手納基地爆音差止訴訟原告団,citizen_group,冲绳本地公民行动,okinawa_local,I007,life_safety,life_safety,嘉手納基地爆音差止訴訟原告団—life_safety 表示嘉手纳噪音诉讼中睡眠、健康风险、人格权与日常生活损害主张。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S026,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,Life safety frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI129).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI130,A052,嘉手納基地爆音差止訴訟原告団,citizen_group,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Base noise burden legal action,institutional_or_case_role,legal/service/program/support role marker,S026,E4,ai_seeded,candidate,active,,candidate_or_clue,Anti-base through legal channel.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI131,A053,普天間基地爆音訴訟団,citizen_group,冲绳本地公民行动,okinawa_local,I011,legal,legal_policy,Futenma noise litigation,institutional_or_case_role,legal/service/program/support role marker,S027,E4,ai_seeded,candidate,active,,candidate_or_clue,Court litigation.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI132,A053,普天間基地爆音訴訟団,citizen_group,冲绳本地公民行动,okinawa_local,I007,life_safety,life_safety,普天間基地爆音訴訟団—life_safety 表示普天间噪音诉讼中人格权、夜间早晨噪音和居民日常生活损害主张。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S027,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,Life safety frame. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI132).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI133,A053,普天間基地爆音訴訟団,citizen_group,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Base noise burden legal action,institutional_or_case_role,legal/service/program/support role marker,S027,E4,ai_seeded,candidate,active,,candidate_or_clue,Anti-base through legal channel.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI134,A054,沖縄人権協会,local_civic_actor,冲绳本地公民行动,okinawa_local,I007,life_safety,life_safety,Human rights and safety concerns,mixed_or_unclear,human-reviewed scope_kind from central actor-issue edge,,E3,needs_second_source,excluded_history,excluded_history,edge_claim_status_unsupported,excluded_historical_record,Verify current activities.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI135,A055,泡瀬干潟を守る連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I005,biodiversity,environment,Tidal flat ecosystem protection,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S030,E3,ai_seeded,candidate,active,,candidate_or_clue,Environmental frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI136,A055,泡瀬干潟を守る連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I011,legal,legal_policy,Environmental litigation against reclamation,institutional_or_case_role,legal/service/program/support role marker,S030,E3,ai_seeded,candidate,active,,candidate_or_clue,Legal frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI137,A056,沖縄環境ネットワーク,citizen_network,冲绳本地公民行动,okinawa_local,I005,biodiversity,environment,Environmental network activities,organizational_positioning,mission/purpose/sustained-role marker,S033,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify organizational structure.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI138,A056,沖縄環境ネットワーク,citizen_network,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Environmental perspective on base issues,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S033,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify direct connection.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI139,A057,沖縄意見広告運動,citizen_network,冲绳本地公民行动,japan_domestic,I001,anti_base,base_politics,National newspaper opinion ads on Okinawa base issues,event_specific,explicit statement/signatory/request/action marker,S034,E3,ai_seeded,candidate,active,,candidate_or_clue,Public opinion mobilization.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI140,A057,沖縄意見広告運動,citizen_network,冲绳本地公民行动,japan_domestic,I019,peace,peace_human_rights,Peace framing in opinion campaigns,organizational_positioning,mission/purpose/sustained-role marker,S034,E3,ai_seeded,candidate,active,,candidate_or_clue,Peace frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI141,A058,安保廃棄・くらしと民主主義を守る沖縄県統一行動連絡会議,citizen_network,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Labor/civic umbrella anti-base coordination,organizational_positioning,mission/purpose/sustained-role marker,S031,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify structure.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI142,A058,安保廃棄・くらしと民主主義を守る沖縄県統一行動連絡会議,citizen_network,冲绳本地公民行动,okinawa_local,I019,peace,peace_human_rights,Peace/labor movement coordination,organizational_positioning,mission/purpose/sustained-role marker,S031,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify structure.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI143,A059,沖縄「建白書」を実現し未来を拓く島ぐるみ会議,citizen_network,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,All-island anti-Henoko base coordination,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S029,E3,ai_seeded,candidate,active,,candidate_or_clue,Municipal-level network.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI144,A059,沖縄「建白書」を実現し未来を拓く島ぐるみ会議,citizen_network,冲绳本地公民行动,okinawa_local,I003,Henoko,place_issue,Henoko opposition coordination,organizational_positioning,mission/purpose/sustained-role marker,S029,E3,ai_seeded,candidate,active,,candidate_or_clue,Henoko focus.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI145,A059,沖縄「建白書」を実現し未来を拓く島ぐるみ会議,citizen_network,冲绳本地公民行动,okinawa_local,I009,local_autonomy,governance,Municipal/grassroots autonomy expression,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S029,E3,ai_seeded,candidate,active,,candidate_or_clue,Local autonomy frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI146,A060,高江のヘリパッドいらない住民の会,citizen_group,冲绳本地公民行动,okinawa_local,I001,anti_base,base_politics,Takae helipad opposition,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S028,E3,ai_seeded,candidate,active,,candidate_or_clue,Anti-base/anti-helipad.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI147,A060,高江のヘリパッドいらない住民の会,citizen_group,冲绳本地公民行动,okinawa_local,I005,biodiversity,environment,Yanbaru forest protection concerns,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S028,E3,ai_seeded,candidate,active,,candidate_or_clue,Environmental frame.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI148,A061,日本野鳥の会,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,I005,biodiversity,environment,Bird conservation and Henoko habitat statements,event_specific,explicit statement/signatory/request/action marker,S003;S004,E4,ai_seeded,candidate,active,,candidate_or_clue,National bird conservation NGO.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI149,A062,日本湿地ネットワーク（JAWAN）,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,I005,biodiversity,environment,Wetland conservation and Henoko/Oura Bay statements,event_specific,explicit statement/signatory/request/action marker,S003,E4,ai_seeded,candidate,active,,candidate_or_clue,Wetland network.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI150,A063,一坪反戦地主会関東ブロック,citizen_group,冲绳本地公民行动,japan_domestic,I001,anti_base,base_politics,Kanto-region anti-war landowner solidarity with Okinawa,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S038,E3,ai_seeded,candidate,active,,candidate_or_clue,Mainland solidarity.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI151,A063,一坪反戦地主会関東ブロック,citizen_group,冲绳本地公民行动,japan_domestic,I019,peace,peace_human_rights,Peace movement mainland branch,organizational_positioning,mission/purpose/sustained-role marker,S038,E3,ai_seeded,candidate,active,,candidate_or_clue,Peace solidarity.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI152,A064,外国軍事基地撤去国際ネットワーク（No Bases Network）,international_advocacy_actor,跨国 NGO／国际倡议,international,I001,anti_base,base_politics,International network against foreign military bases,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S033,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify Okinawa connection.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI153,A064,外国軍事基地撤去国際ネットワーク（No Bases Network）,international_advocacy_actor,跨国 NGO／国际倡议,international,I012,international_advocacy,transnational,International anti-base advocacy,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S033,E3,needs_second_source,candidate,active,,candidate_or_clue,Verify participation.,actor--issue evidence only; does not establish stable inter-organizational alliance
