edge_id,actor_id,actor_name,actor_class,actor_origin_type,actor_review_status,place_id,place_name_original,place_name_registry,place_type,place_region,place_name_integrity,relation_basis_original,semantic_candidate_v1,semantic_candidate_zh,semantic_classification_basis,semantic_confidence,semantic_freeze_status,semantic_review_status,source_ref_original,evidence_level_original,edge_review_status_original,edge_review_layer,analysis_inclusion,claim_status,graph_eligibility,approved_formulation,confirmed_scope,missing_scope,dossier_place,interpretation_limit,notes_original
AP050,A021,国際環境NGO FoE Japan,domestic_japan_ngo,japan_domestic,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Signatory place.
AP051,A022,NPO法人 ラムサール・ネットワーク日本,domestic_japan_ngo,japan_domestic,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Signatory place.
AP052,A023,美ら海にもやんばるにも基地はいらない市民の会,local_civic_actor,japan_domestic,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Local civic group signatory,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",human_confirmed,human_frozen,human_revised,S004,E4,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A023 美ら海にもやんばるにも基地はいらない市民の会→P001 unclear；执行 accept_with_revision：advocacy_target,A023 美ら海にもやんばるにも基地はいらない市民の会→P001 unclear；执行 accept_with_revision：advocacy_target,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,可证活动主要是围绕边野古／高江的东京政府交涉与院内活动，未证实冲绳办公室或在地节点,Okinawa actor.
AP053,A023,美ら海にもやんばるにも基地はいらない市民の会,local_civic_actor,japan_domestic,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Signatory place.
AP054,A024,辺野古リレー,citizen_network,okinawa_local,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Name and 2015 signatory context,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Henoko actor seed.
AP055,A025,辺野古への基地建設を許さない実行委員会,executive_committee,okinawa_local,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Name and 2015 signatory context,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Henoko actor seed.
AP056,A026,ピース・ニュース,citizen_group,japan_domestic,needs_second_source,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,2015 signatory context,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",human_confirmed,human_frozen,human_revised,S004,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A026 ピース・ニュース→P001 unclear；执行 accept_with_revision：advocacy_target,A026 ピース・ニュース→P001 unclear；执行 accept_with_revision：advocacy_target,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,组织自述证明它是开展反战学习、行动和实地考察的市民团体；本条原始依据仍是边野古声明，不能写成常设在场,Actor type unclear.
AP057,A027,公共事業改革市民会議,citizen_network,japan_domestic,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Signatory place.
AP058,A028,沖縄のための日米市民ネットワーク（JUCON）,international_advocacy_actor,mixed_or_network,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Japan-U.S. citizen network for Okinawa,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Okinawa link.
AP059,A028,沖縄のための日米市民ネットワーク（JUCON）,international_advocacy_actor,mixed_or_network,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Signatory place.
AP060,A029,沖縄・生物多様性市民ネットワーク,citizen_network,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Okinawa biodiversity citizen network,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S004,E4,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A029 沖縄・生物多様性市民ネットワーク→P001 unclear；执行 accept_with_revision：site_presence,A029 沖縄・生物多様性市民ネットワーク→P001 unclear；执行 accept_with_revision：site_presence,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,冲绳现场活动、在地成员和国际倡议材料交叉支持持续在场,Okinawa actor.
AP061,A029,沖縄・生物多様性市民ネットワーク,citizen_network,okinawa_local,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Signatory place.
AP062,A030,市川三番瀬を守る会,domestic_japan_ngo,japan_domestic,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Non-Okinawa solidarity place.
AP063,A031,三番瀬のラムサール条約登録を実現する会,domestic_japan_ngo,japan_domestic,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Non-Okinawa solidarity place.
AP064,A032,Peace Philosophy Centre,international_advocacy_actor,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International advocacy place.
AP065,A033,Friends of the Earth U.S.,international_ngo,us_origin,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP066,A034,Korea Federation for Environmental Movements (KFEM),international_ngo,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP067,A035,Russian Social Ecological Union,international_ngo,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP068,A036,Friends of the Siberian Forests,international_ngo,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP069,A037,Centre for Environmental Justice,international_ngo,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP070,A038,Sahabat Alam Malaysia,international_ngo,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP071,A039,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,international_ngo,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP072,A040,Forum for Protection of Public Interest (Pro Public),international_ngo,international,human_checked,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement signatory,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004;S089;S090,E4,human_checked,human_reviewed_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,HR-009 identity confirmed; relation is signatory/solidarity context only.
AP073,A041,Friends of the Earth Brisbane,international_ngo,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP074,A042,Pacific Environment,international_ngo,us_origin,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP075,A043,PENGON-FoE Palestine,international_ngo,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP076,A044,Naturvernforbundet / Norwegian Society for the Conservation of Nature,international_ngo,international,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP077,A045,Center for Biological Diversity,international_ngo,us_origin,ai_seeded,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,International signatory place.
AP078,A046,Pro Natura,international_ngo,international,human_checked,P002,Henoko,Henoko,site,Nago,match,2015 NACSJ statement signatory,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S004;S091;S092,E4,human_checked,human_reviewed_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,HR-009 identity confirmed; relation is signatory/solidarity context only.
AP079,A047,沖縄平和運動センター,citizen_network,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Peace Movement Center headquarters,headquarters,总部／办公室,"edge text explicitly locates a headquarters, office, or organizational base",high,mechanically_classified_candidate,ai_seeded_candidate,S031,E4,ai_seeded,candidate_edge,active,,,,,,,候选仅表示总部／办公室位置；不外推组织在全地理范围的活动或政治代表性。,Broad Okinawa coordination body.
AP080,A047,沖縄平和運動センター,citizen_network,okinawa_local,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Henoko opposition coordination,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S031,E3,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Verify direct coordination role.
AP081,A048,沖縄一坪反戦地主会,citizen_group,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Anti-war landowner Okinawa base,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S038,E4,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A048→Okinawa Prefecture site_presence；执行 accept_with_revision,A048→Okinawa Prefecture site_presence；执行 accept_with_revision,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,冲绳军用地共有与当地收用程序支持冲绳在场；S038 是关东板块网站，不能写成 A048 的冲绳办公室或把两者合并,Okinawa land-related actor.
AP082,A049,基地・軍隊を許さない行動する女たちの会,citizen_group,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Women's group based in Okinawa,headquarters,总部／办公室,"edge text explicitly locates a headquarters, office, or organizational base",high,mechanically_classified_candidate,ai_seeded_candidate,S039,E4,ai_seeded,candidate_edge,active,,,,,,,候选仅表示总部／办公室位置；不外推组织在全地理范围的活动或政治代表性。,Okinawa civic actor.
AP083,A050,沖縄弁護士会,lawyers_network,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Bar association jurisdiction,institutional_venue,制度／机构场域,"place functions as an administrative, service, grant, or institutional channel",high,mechanically_classified_candidate,ai_seeded_candidate,S037,E4,ai_seeded,candidate_edge,active,,,,,,,地点是制度／服务／行政渠道；不等于与场所拥有者结盟、获资助或共享政治立场。,Professional association.
AP084,A050,沖縄弁護士会,lawyers_network,okinawa_local,ai_seeded,P020,Naha,Naha,municipality,Southern Okinawa,match,Bar association office in Naha,headquarters,总部／办公室,"edge text explicitly locates a headquarters, office, or organizational base",high,mechanically_classified_candidate,ai_seeded_candidate,S037,E4,ai_seeded,candidate_edge,active,,,,,,,候选仅表示总部／办公室位置；不外推组织在全地理范围的活动或政治代表性。,Administrative center.
AP085,A051,「辺野古」県民投票の会,citizen_group,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Prefectural referendum initiative scope,event_site,事件／程序场域,"edge text locates a bounded referendum, campaign, request, or mobilization process",human_confirmed,human_frozen,human_checked,S025,E4,human_checked,human_reviewed_edge,active,supported_bounded,administrative_record,A051 「辺野古」県民投票の会→P001 event_site；执行 accept,A051 「辺野古」県民投票の会→P001 event_site；执行 accept,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,2018–2019 全县公投条例直接请求和宣传活动是明确、有界的程序／动员场域,Prefecture-wide.
AP086,A051,「辺野古」県民投票の会,citizen_group,okinawa_local,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Referendum about Henoko base construction,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S025,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Henoko focus.
AP087,A052,嘉手納基地爆音差止訴訟原告団,citizen_group,okinawa_local,human_checked,P005,Kadena Air Base,Kadena Air Base,base_site,Kadena/Chatan/Okinawa City,match,Kadena noise litigation plaintiffs,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S026,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Core base site.
AP088,A052,嘉手納基地爆音差止訴訟原告団,citizen_group,okinawa_local,human_checked,P018,Ginowan,Ginowan,municipality,Central Okinawa,match,Adjacent affected area,unclear,语义未明,"current edge text does not distinguish location, scope, target, or relation venue",excluded,retired_by_human_review,human_checked,S026,E3,rejected,excluded_edge,excluded,unsupported,excluded,A052→P018 Ginowan unclear；执行 reject_edge／retire_candidate,,The rejected or redundant place proposition is not available for analysis.,,S026 只证明嘉手纳基地周边居民诉讼，没有宜野湾地点依据；A052→P005 Kadena 的 AP087 已另行存在,Verify plaintiff geography.
AP089,A053,普天間基地爆音訴訟団,citizen_group,okinawa_local,human_checked,P004,Futenma,Futenma,site,Ginowan,match,Futenma noise litigation plaintiffs,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S027,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Core base site.
AP090,A053,普天間基地爆音訴訟団,citizen_group,okinawa_local,human_checked,P018,Ginowan,Ginowan,municipality,Central Okinawa,match,Ginowan host city,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S027,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Host municipality.
AP091,A054,沖縄人権協会,local_civic_actor,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Okinawa human rights organization,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S033,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A054 沖縄人権協会→P001 unclear；执行 accept_with_revision：有时间边界的 site_presence,A054 沖縄人権協会→P001 unclear；执行 accept_with_revision：有时间边界的 site_presence,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,1961 年成立、2019 年在那霸召开第 56 次总会可证历史在场；未找到更新的连续性材料,Verify current activities.
AP092,A055,泡瀬干潟を守る連絡会,citizen_network,okinawa_local,ai_seeded,P019,Awase,Awase,site,Okinawa City,match,Awase tidal flat protection,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_checked,S030,E3,human_checked,human_reviewed_edge,active,supported_bounded,administrative_record,A055→Awase site_presence；执行 accept,A055→Awase site_presence；执行 accept,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,当地环境机构名录及长期调查、导览、保全请求证明泡濑持续活动在场,Specific site focus.
AP093,A055,泡瀬干潟を守る連絡会,citizen_network,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Okinawa environmental actor,unclear,语义未明,"current edge text does not distinguish location, scope, target, or relation venue",excluded,retired_by_human_review,human_checked,S030,E3,rejected,excluded_edge,excluded,unsupported,excluded,A055 泡瀬干潟を守る連絡会→P001 unclear；执行 retire_redundant_parent_place_edge,,The rejected or redundant place proposition is not available for analysis.,,AP092 已精确记录 A055→P019 Awase site_presence；P001 只重复上位地理层级，没有独立全县功能,Broader context.
AP094,A056,沖縄環境ネットワーク,citizen_network,okinawa_local,needs_second_source,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Okinawa environmental network,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S033,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A056 沖縄環境ネットワーク→P001 unclear；执行 accept_with_revision：site_presence,A056 沖縄環境ネットワーク→P001 unclear；执行 accept_with_revision：site_presence,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,官方通信已达 104 号并含 2025 年总会材料，证明持续的冲绳环境网络活动,Verify structure.
AP095,A057,沖縄意見広告運動,citizen_network,japan_domestic,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Opinion ad campaign origin,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",human_confirmed,human_frozen,human_revised,S034,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A057 沖縄意見広告運動→P001 event_site；执行 accept_with_revision：advocacy_target,A057 沖縄意見広告運動→P001 event_site；执行 accept_with_revision：advocacy_target,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,官方联系方式在东京，广告同时投向冲绳、全国及海外媒体；“冲绳”是核心诉求对象而非组织地点,Cross-regional reach.
AP096,A058,安保廃棄・くらしと民主主義を守る沖縄県統一行動連絡会議,citizen_network,okinawa_local,needs_second_source,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Labor/civic umbrella organization,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S031,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A058 沖縄県統一連→P001 unclear；执行 accept_with_revision：site_presence,A058 沖縄県統一連→P001 unclear；执行 accept_with_revision：site_presence,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,多年份材料给出那霸地址、全称及县内行动；原 S031 属于另一组织，必须撤掉,Verify structure.
AP097,A059,沖縄「建白書」を実現し未来を拓く島ぐるみ会議,citizen_network,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,All-island conference network,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_revised,S029,E3,human_revised,human_reviewed_edge,active,supported_bounded,administrative_record,A059→Okinawa Prefecture site_presence；执行 accept_with_revision,A059→Okinawa Prefecture site_presence；执行 accept_with_revision,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,确认全县性“冲绳建白书…”组织；同时把含混简称规范为正式全称＋简称,Municipal-level branches.
AP098,A059,沖縄「建白書」を実現し未来を拓く島ぐるみ会議,citizen_network,okinawa_local,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Henoko opposition coordination,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S029,E3,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Anti-Henoko base.
AP099,A060,高江のヘリパッドいらない住民の会,citizen_group,okinawa_local,ai_seeded,P016,Takae,Takae,site,Northern Okinawa / Yanbaru,match,Takae helipad opposition,site_presence,持续活动／服务在场,"edge text describes recurring activity, service, chapter, monitoring, or local organizational presence",human_confirmed,human_frozen,human_checked,S028,E3,human_checked,human_reviewed_edge,active,supported_bounded,administrative_record,A060→Takae site_presence；执行 accept,A060→Takae site_presence；执行 accept,"No headquarters, branch, alliance, political stance or causal effect beyond the approved place semantic.",,当地居民会、代表和高江反直升机坪行动有新闻与县议会记录交叉支持,Core site.
AP100,A060,高江のヘリパッドいらない住民の会,citizen_group,okinawa_local,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Northern Okinawa forest protection,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S028,E3,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Yanbaru context.
AP101,A061,日本野鳥の会,domestic_japan_ngo,japan_domestic,ai_seeded,P001,Okinawa Prefecture,Okinawa Prefecture,prefecture,Okinawa,match,Bird conservation in Okinawa,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S003;S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,National NGO with Okinawa relevance.
AP102,A061,日本野鳥の会,domestic_japan_ngo,japan_domestic,ai_seeded,P002,Henoko,Henoko,site,Nago,match,Henoko habitat statement,advocacy_target,倡议／争议对象,"place is the object or issue geography of advocacy, litigation, statement, or solidarity",high,mechanically_classified_candidate,ai_seeded_candidate,S003;S004,E4,ai_seeded,candidate_edge,active,,,,,,,地点是公开诉求、声明、诉讼或声援的对象；不证明组织在当地设点、驻在或结盟。,Signatory place.
