source_id,source_title,source_type,source_channel_heuristic,source_year_raw,parsed_year_min,parsed_year_max,url_domain,organization_hosted_trace_candidate,official_or_formal_trace_candidate,external_mention_trace_candidate,legal_procedural_trace,title_language_heuristic,case_number_or_legal_title_marker,high_capacity_list_source,archive_status,archive_content_type,source_evidence_level,source_review_status,classification_method,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
S077,USO Okinawa AWWA grant to USO Kinser,organization_story,organization_hosted,2020,2020,2020,okinawa.uso.org,yes,yes,no,no,likely_english_title,no,no,archived,text/html; charset=utf-8,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S078,Ryukyu Shimpo English AWWA donated 800 million yen over 40 years,local_news_english,media,2012,2012,2012,english.ryukyushimpo.jp,no,no,yes,no,likely_english_title,no,no,manual_archived,text/html,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S079,MOSCO official site,organization_site,organization_hosted,2026,2026,2026,moscoki.com,yes,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S080,Marine Officers Spouses Club Okinawa ProPublica Nonprofit Explorer,nonprofit_record,funding_nonprofit_record,2026,2026,2026,projects.propublica.org,no,yes,no,no,likely_english_title,no,no,archived,text/html; charset=utf-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S081,Army on Okinawa Gift Shop Okinawa Hai,community_site,media,2009,2009,2009,okinawahai.com,no,no,yes,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S082,Grants.gov Okinawa Youth Council Program opportunity,grant_document,funding_nonprofit_record,2024,2024,2024,grants.gov,no,yes,no,no,likely_english_title,no,no,archived,text/html;charset=utf-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S083,FederalGrants Okinawa Youth Council Program listing,grant_database,funding_nonprofit_record,2024,2024,2024,federalgrants.com,no,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S084,GrantedAI Okinawa Youth Council Program expired listing,grant_database,funding_nonprofit_record,2024,2024,2024,grantedai.com,no,yes,no,no,likely_english_title,no,no,archived,text/html; charset=utf-8,E2,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S085,NED FY2024 Asia Grant Listing PDF,grant_listing,funding_nonprofit_record,2025,2025,2025,ned.org,no,yes,no,no,likely_english_title,no,no,archived,application/pdf,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S086,NED 2024 Grant Listings entry page,grant_listing,funding_nonprofit_record,2025,2025,2025,ned.org,no,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S087,Peace Winds Japan USAID funding for West Japan Floods and Hokkaido Earthquake,organization_report,organization_hosted,2018,2018,2018,global-en.peace-winds.org,yes,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S088,Peace Winds America Peace Winds in Japan disaster relief overview,organization_site,organization_hosted,2026,2026,2026,peacewindsamerica.org,yes,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S089,Pro Public official site,organization_site,organization_hosted,2026,2026,2026,propublic.org,yes,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S090,FoE International member page Nepal Pro Public,ngo_directory,organization_hosted,2026,2026,2026,foei.org,yes,yes,no,no,likely_english_title,no,no,failed,,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S091,IUCN member page Pro Natura / Friends of the Earth Switzerland,ngo_directory,organization_hosted,2026,2026,2026,iucn.org,yes,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S092,FoE International member page Switzerland Pro Natura,ngo_directory,organization_hosted,2026,2026,2026,foei.org,yes,yes,no,no,likely_english_title,no,no,failed,,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S093,Okinawa Dugong v Rumsfeld docket USCOURTS-cand-3_03-cv-04350,court_record,legal_procedural,2003,2003,2003,govinfo.gov,no,yes,no,yes,likely_english_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S094,AWWA donates wheelchair van to Yomitan Quegoen,military_news,official_administrative,2015,2015,2015,dvidshub.net,no,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S095,特定非営利活動法人 沖縄NGOセンター（ONC）公式サイト,organization_site,organization_hosted,2026,2026,2026,oki-ngo.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S096,外務省 NGO相談員リスト 令和7年度,official_portal,official_administrative,2025,2025,2025,mofa.go.jp,no,yes,no,no,likely_japanese_title,no,no,failed,,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S097,USO Okinawa Sponsors page,organization_site,organization_hosted,2026,2026,2026,okinawa.uso.org,yes,yes,no,no,likely_english_title,no,no,archived,text/html; charset=utf-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S098,AEC $16000 donation and center refresh to USO Okinawa,news,media,2026,2026,2026,okinawa.stripes.com,no,no,yes,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S099,沖縄NGOセンター 2024年度事業報告書等,official_npo_report,official_administrative,2025,2025,2025,npo-homepage.go.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S100,JICA 2019年度教師海外研修 九州沖縄 報告書,official_project_report,official_administrative,2020,2020,2020,jica.go.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S101,外務省 NGO相談員リスト 令和8年度,official_portal,official_administrative,2026,2026,2026,mofa.go.jp,no,yes,no,no,likely_japanese_title,no,no,failed,,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S102,NOSCO joins donation of cooling fans to Heshikiya after-school childcare center,military_news,official_administrative,2025,2025,2025,dvidshub.net,no,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S103,NPO法人世界版「平和の礎」を提案する会 行政入力情報,official_portal,official_administrative,2026,2026,2026,npo-homepage.go.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S104,NPO法人信息检索结果：沖縄平和協力センター,official_portal,official_administrative,2026,2026,2026,npo-homepage.go.jp,no,yes,no,no,likely_japanese_title,no,no,failed,,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S105,沖教組とは,organization_site,organization_hosted,2026,2026,2026,oki-tu.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S106,組合について：沖縄県高等学校障害児学校教職員組合,organization_site,organization_hosted,2026,2026,2026,oki-htu.or.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S107,連合沖縄とは,organization_site,organization_hosted,2026,2026,2026,rengo-okinawa.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S108,在日米軍関係者によって繰り返される性的暴行事件に関する抗議・要請,organization_action_record,organization_hosted,2026,2026,2026,rengo-okinawa.jp,yes,yes,no,yes,likely_japanese_title,yes,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S109,沖縄県労連の紹介,organization_site,organization_hosted,2026,2026,2026,okinawakenroren.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S110,自治労沖縄県本部,organization_site,organization_hosted,2026,2026,2026,jichiro.okinawa,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S111,一般社団法人沖縄県女性連合会,organization_site,organization_hosted,2026,2026,2026,okifuren.com,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S112,沖縄県議会委員会记录：宫古两团体陈情,official_legislative_record,official_administrative,2026,2026,2026,pref.okinawa.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S113,考える会・郡民の会抗议报道,local_news,media,2026,2026,2026,miyakomainichi.com,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S114,宮古島環境クラブ,organization_site,organization_hosted,n.d.; current content includes 2026-06-25–2026-07-04 event; accessed 2026-07-12,2026,2026,npo-mec.net,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S115,特定非営利活動法人 宮古島 海の環境ネットワーク,organization_site,organization_hosted,2026,2026,2026,econet.jpn.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S116,PFAS汚染から市民の生命を守る連絡会について,organization_site,organization_hosted,2026,2026,2026,darkwater.okinawa,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S117,沖縄県PFAS健康影响委员会议事概要,official_government_record,official_administrative,2026,2026,2026,pref.okinawa.lg.jp,no,yes,no,no,likely_japanese_title,no,no,failed,,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S118,うるま市议会会议录：ミサイル配備から命を守る市民の会,official_legislative_record,official_administrative,2026,2026,2026,city.uruma.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S119,うるま市民の会发足报道,local_news,media,2026,2026,2026,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,failed,,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S120,沖縄・琉球弧の声を届ける会,organization_site,organization_hosted,2026,2026,2026,ryukyukohp.jimdofree.com,yes,yes,no,no,likely_japanese_title,no,no,failed,,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S121,全国公害弁護団連絡会議,organization_site,organization_hosted,2026,2026,2026,kogai-net.com,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S122,全国基地爆音訴訟原告団連絡会議介绍,member_organization_website,other,2026,2026,2026,bakuon.org,no,no,no,yes,likely_japanese_title,yes,no,archived,text/html,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S123,全国基地爆音訴訟原告団連絡会政府要请报道,member_organization_action_record,organization_hosted,2026,2026,2026,bakuon.org,yes,yes,no,yes,likely_japanese_title,yes,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S124,普天間基地爆音訴訟报告,legal_network_report,legal_procedural,2026,2026,2026,kogai-net.com,no,yes,no,yes,likely_japanese_title,yes,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S125,日本YWCA辺野古新基地建設声明,organization_statement,organization_hosted,2026,2026,2026,ywca.or.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S126,辺野古の海を土砂で埋めるな首都圏連絡会,organization_site,organization_hosted,2026,2026,2026,henokoumeruna2018.exblog.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S127,JAWAN对首都圈联络会行动记录,partner_organization_record,organization_hosted,2026,2026,2026,jawan.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S128,Center for Biological Diversity v. Mattis No. 15-15695 opinion,court_record,legal_procedural,2017,2017,2017,cdn.ca9.uscourts.gov,no,yes,no,yes,likely_english_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S129,Center for Biological Diversity v. Esper No. 18-16836 opinion,court_record,legal_procedural,2020,2020,2020,cdn.ca9.uscourts.gov,no,yes,no,yes,likely_english_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S130,普天間飛行場代替施設建設事業に係る環境影響評価書（補正後） publication hub,official_data,official_administrative,2013,2013,2013,mod.go.jp,no,yes,no,no,mixed_title,no,no,archived,text/html,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S131,「普天間飛行場代替施設建設事業に係る環境影響評価書（補正後）」への意見,organization_statement,organization_hosted,2013,2013,2013,nacsj.or.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S132,普天間飛行場代替施設建設事業に係る環境影響評価方法書に対する意見,organization_statement,organization_hosted,2004,2004,2004,nacsj.or.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S133,Third Kadena Air Base noise injunction appeal judgment,court_record,legal_procedural,2019,2019,2019,courts.go.jp,no,yes,no,yes,likely_english_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S134,爆音響く 第三次嘉手納基地爆音差止訴訟の記録 2011.4-2022.3 総集編,official_data,official_administrative,2011,2011,2011,ndlsearch.ndl.go.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,text/html;charset=utf-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
