actor_id,actor_name,actor_class,analysis_family,origin_type,origin_bucket,legal_status_guess,legal_formality_bucket,actor_evidence_level,actor_review_status,linked_source_count,linked_source_ids,unresolved_reference_count,unresolved_reference_tokens,source_crosswalk_status,registry_source_count,actor_issue_support_source_count,strict_triple_source_count,event_source_count,case_role_source_count,typed_dyadic_source_count,non_issue_linked_source_count,non_strict_triple_linked_source_count,non_event_linked_source_count,non_case_role_linked_source_count,non_typed_dyadic_linked_source_count,non_big3_linked_source_count,source_channel_count,source_channels,source_domain_count,archive_success_count,archive_failure_or_skip_count,archive_success_share,organization_hosted_trace_candidate,own_website_status,official_administrative_trace,external_media_or_academic_trace,legal_procedural_trace,english_title_trace,japanese_title_trace,multilingual_title_trace,language_capacity_status,document_year_min,document_year_max,document_record_span_years,lifecycle_status,lifespan_status,documentation_trace_feature_count_0to7,documentation_trace_stratum,registry_trace_stratum,active_actor_issue_degree,e3plus_actor_issue_degree,reviewed_actor_issue_degree,candidate_actor_issue_degree,active_actor_issue_betweenness,e3plus_actor_issue_betweenness,reviewed_actor_issue_betweenness,candidate_actor_issue_betweenness,active_issue_frame_count,s004_only_actor_issue_edge_count,strict_triple_row_count,strict_unique_place_issue_pair_count,strict_unique_shared_source_count,human_checked_event_degree,human_checked_event_betweenness,accepted_case_degree,accepted_case_betweenness,substantive_case_role_count,reviewed_typed_dyadic_degree,reviewed_typed_dyadic_betweenness,graph_object_boundary,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
A028,沖縄のための日米市民ネットワーク（JUCON）,international_advocacy_actor,跨国 NGO／国际倡议,mixed_or_network,nonlocal_or_institutional,network,informal_unclear_or_program,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.01244048,0.01242577,0.0,0.01334351,2,2,4,4,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A029,沖縄・生物多様性市民ネットワーク,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,network,informal_unclear_or_program,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.00325574,0.00325908,0.0,0.00319022,2,2,4,4,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A030,市川三番瀬を守る会,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,nonlocal_or_institutional,citizen_group,informal_unclear_or_program,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A031,三番瀬のラムサール条約登録を実現する会,domestic_japan_ngo,日本国内 NGO／声援,japan_domestic,nonlocal_or_institutional,citizen_group,informal_unclear_or_program,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A032,Peace Philosophy Centre,international_advocacy_actor,跨国 NGO／国际倡议,international,nonlocal_or_institutional,project_or_network,informal_unclear_or_program,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.01187409,0.01211922,0.0,0.01166839,2,2,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A033,Friends of the Earth U.S.,international_ngo,跨国 NGO／国际倡议,us_origin,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.00380956,0.00393198,0.0,0.00736102,2,2,2,2,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A034,Korea Federation for Environmental Movements (KFEM),international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.00380956,0.00393198,0.0,0.00736102,2,2,2,2,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A035,Russian Social Ecological Union,international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A036,Friends of the Siberian Forests,international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A037,Centre for Environmental Justice,international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A038,Sahabat Alam Malaysia,international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A039,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.00528359,0.00531472,0.0,0.00685948,2,2,2,2,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A040,Forum for Protection of Public Interest (Pro Public),international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,human_checked,3,S004;S089;S090,0,,resolved_s_sources,3,3,3,1,0,0,0,0,2,3,3,2,1,organization_hosted,3,2,1,0.667,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,yes,yes,yes,not_measured_title_language_is_only_a_trace,2015,2026,11,not_measured,not_measured_record_span_is_not_organizational_lifespan,4,moderate_2to3,moderate_2to3,1,1,1,0,0.0,0.0,0.0,0.0,1,0,3,1,3,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A041,Friends of the Earth Brisbane,international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A042,Pacific Environment,international_ngo,跨国 NGO／国际倡议,us_origin,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.00380956,0.00393198,0.0,0.00736102,2,2,2,2,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A043,PENGON-FoE Palestine,international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A044,Naturvernforbundet / Norwegian Society for the Conservation of Nature,international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,1,S004,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,0,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2015,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A045,Center for Biological Diversity,international_ngo,跨国 NGO／国际倡议,us_origin,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,ai_seeded,4,S004;S060;S128;S129,0,,resolved_s_sources,1,1,1,2,2,0,3,3,2,2,4,3,2,legal_procedural;organization_hosted,3,4,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,yes,yes,yes,yes,not_measured_title_language_is_only_a_trace,2003,2020,17,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,thin_0to1,3,3,0,3,0.01266894,0.01286942,0.0,0.02023392,3,3,3,3,1,2,0.17967332,1,0.0,1,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A046,Pro Natura,international_ngo,跨国 NGO／国际倡议,international,nonlocal_or_institutional,ngo,formal_or_incorporated_guess,E4,human_checked,3,S004;S091;S092,0,,resolved_s_sources,3,3,3,1,0,0,0,0,2,3,3,2,1,organization_hosted,3,2,1,0.667,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,yes,yes,yes,not_measured_title_language_is_only_a_trace,2015,2026,11,not_measured,not_measured_record_span_is_not_organizational_lifespan,4,moderate_2to3,moderate_2to3,2,2,2,0,0.00380956,0.00393198,0.00140944,0.0,2,0,6,2,3,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A047,沖縄平和運動センター,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,social_movement_center,informal_unclear_or_program,E4,ai_seeded,1,S031,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,4,4,0,4,0.03353963,0.03063721,0.0,0.04100906,2,0,6,6,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A048,沖縄一坪反戦地主会,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal_association,informal_unclear_or_program,E4,ai_seeded,1,S038,0,,resolved_s_sources,0,1,1,0,0,0,0,0,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,1996,1996,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,2,2,0,2,0.00294716,0.00304941,0.0,0.00342265,2,0,1,1,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A049,基地・軍隊を許さない行動する女たちの会,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal,informal_unclear_or_program,E4,ai_seeded,1,S039,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,academic_secondary,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,1995,1995,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,3,3,0,3,0.01533614,0.01378706,0.0,0.02182689,2,0,3,3,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A050,沖縄弁護士会,lawyers_network,法律／制度程序,okinawa_local,okinawa_local,professional_association,informal_unclear_or_program,E4,ai_seeded,1,S037,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2017,2017,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,3,3,0,3,0.01312093,0.01006778,0.0,0.01779975,3,0,6,6,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A051,「辺野古」県民投票の会,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal,informal_unclear_or_program,E4,ai_seeded,1,S025,0,,resolved_s_sources,1,1,1,1,0,0,0,0,0,1,1,1,1,official_administrative,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,yes,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2019,2019,0,dissolved,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,3,3,0,3,0.00494902,0.00393067,0.0,0.00642978,2,0,6,6,1,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A052,嘉手納基地爆音差止訴訟原告団,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,litigation_group,informal_unclear_or_program,E4,human_checked,8,S026;S122;S123;S134;S149;S151;S152;S155,0,,resolved_s_sources,4,4,1,0,1,5,4,7,8,7,3,8,5,legal_procedural;media;official_administrative;organization_hosted;other,6,6,2,0.75,yes,not_measured_actor_owner_crosswalk_missing,yes,yes,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2011,2026,15,not_measured,not_measured_record_span_is_not_organizational_lifespan,6,dense_4plus,dense_4plus,4,4,1,3,0.0103401,0.01064627,0.0,0.01678228,3,0,4,4,1,0,0.0,1,0.0,1,2,0.03296703,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A053,普天間基地爆音訴訟団,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,litigation_group,informal_unclear_or_program,E4,human_checked,7,S027;S122;S123;S124;S135;S136;S156,0,,resolved_s_sources,4,3,1,0,1,3,4,6,7,6,4,7,4,legal_procedural;media;organization_hosted;other,6,6,1,0.857,yes,not_measured_actor_owner_crosswalk_missing,no,yes,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2016,2026,10,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,dense_4plus,4,4,1,3,0.0103401,0.01064627,0.0,0.01678228,3,0,8,8,1,0,0.0,1,0.0,1,2,0.03296703,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A054,沖縄人権協会,local_civic_actor,冲绳本地公民行动,okinawa_local,okinawa_local,association_or_unclear,informal_unclear_or_program,E3,ai_seeded,1,S033,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,academic_secondary,0,0,1,0.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,no,yes,no,no,not_measured_title_language_is_only_a_trace,2006,2006,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,2,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A055,泡瀬干潟を守る連絡会,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal,informal_unclear_or_program,E3,ai_seeded,2,S030;S142,0,,resolved_s_sources,1,1,1,0,1,0,1,1,2,1,2,2,2,legal_procedural;media,2,2,0,1.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2015,2017,2,not_measured,not_measured_record_span_is_not_organizational_lifespan,3,moderate_2to3,thin_0to1,2,2,0,2,0.00357578,0.00362272,0.0,0.00601342,2,0,2,2,1,0,0.0,1,0.0,1,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A056,沖縄環境ネットワーク,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal_network,informal_unclear_or_program,E3,needs_second_source,1,S033,0,,resolved_s_sources,1,1,1,0,0,0,0,0,1,1,1,1,1,academic_secondary,0,0,1,0.0,no,not_measured_actor_owner_crosswalk_missing,no,yes,no,yes,no,no,not_measured_title_language_is_only_a_trace,2006,2006,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,2,thin_0to1,thin_0to1,2,2,0,2,0.0075232,0.00756309,0.0,0.00941007,2,0,2,2,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
